q      	H_200-H_21   	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	C_100-H_19   	H_200-H_16   	C_100-C_3    	C_100-H_24   	H_100-C_14   	C_100-C_13   	C_100-H_15   	H_100-C_1    	H_200-H_22   	H_100-N_7    	H_100-H_23   	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_2    	H_200-C_12   	C_100-C_5    	H_200-C_3    	C_100-C_10   	H_100-C_13   	H_100-C_2    	C_100-C_2    	H_100-N_8    	H_200-C_5    	H_100-H_17   	H_100-H_24   	H_200-H_15   	C_100-H_22   	H_200-N_7    	H_200-H_23   	H_200-C_11   	C_100-H_17   	C_100-C_1    	H_200-C_1    	C_100-N_7    	C_100-C_14   	H_100-C_12   	C_100-H_21   	H_200-N_8    	H_200-H_24   	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	C_100-C_11   	H_100-H_16   	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	C_100-H_23   	C_100-N_8    	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	C_100-H_18  
1.925 	-0.0922719  	-1.53373    	0.0619699   	0.350736    	1.0489      	1.02125     	-0.0943677  	-2.02189    	0.39958     	0.525539    	1.25624     	0.852222    	1.01296     	-0.0893204  	1.20099     	0.0741299   	0.589594    	0.62872     	0.0998469   	0.237577    	0.906464    	0.992111    	0.649324    	0.995651    	1.32556     	1.03877     	-0.236321   	1.43855     	0.211556    	0.0191475   	-0.0120899  	-0.144182   	0.825286    	1.12927     	-0.0844847  	0.719301    	0.894818    	-3.37709    	0.941851    	-5.59379    	1.73419     	1.25367     	0.437843    	1.00438     	-0.076641   	4.54012     	0.0389971   	0.222059    	1.1607      	-1.86172    	0.0494217   	1.23618     	-1.37079    	-0.15303    	-0.131765   	0.370836    	-0.119479   	-0.121273   	0.679828    	-4.36703    	-0.0959293  	0.0122322   	0.740424    	0.848581    	-0.366215   	-0.0110751  	-3.17909    	0.935547    	1.18831     	0.045519    	0.324081    	0.595323    
1.935 	-0.0828428  	-0.634887   	0.0584954   	0.445575    	1.08584     	0.97336     	-0.0846104  	-1.5507     	0.404987    	0.535439    	1.4219      	0.798505    	1.02089     	-0.0842134  	1.16923     	0.0868401   	0.533532    	0.634204    	0.104328    	0.297998    	0.973246    	1.50553     	0.727016    	1.46314     	1.39212     	1.03775     	-0.119626   	1.35714     	0.330084    	0.0270876   	-0.00600959 	-0.134061   	0.772446    	1.18855     	-0.0700106  	0.807923    	0.979937    	-2.88576    	0.985518    	-5.76929    	2.10592     	1.19122     	0.460813    	1.11938     	-0.07501    	5.07944     	0.0423496   	0.317662    	1.11321     	-1.43034    	0.053752    	1.25455     	-1.12273    	-0.152819   	-0.123124   	0.392519    	-0.105611   	-0.102714   	0.658482    	-4.63924    	-0.112172   	0.0204682   	0.769465    	0.933412    	-0.334045   	-0.00958722 	-2.65257    	0.906161    	1.17205     	0.0509212   	0.343245    	0.588546    
1.945 	-0.0734148  	0.187383    	0.0543661   	0.536283    	1.11748     	0.924855    	-0.0744511  	-1.11417    	0.416648    	0.545246    	1.60054     	0.75209     	1.02695     	-0.0783387  	1.13638     	0.098827    	0.481729    	0.642613    	0.108313    	0.352929    	1.02978     	1.98471     	0.799916    	1.85323     	1.45285     	1.03605     	-0.000995143	1.27126     	0.44366     	0.0350919   	0.000111873 	-0.123275   	0.719083    	1.2401      	-0.055646   	0.884048    	1.06123     	-2.4485     	1.02052     	-5.90201    	2.45807     	1.13165     	0.490868    	1.22168     	-0.0735828  	5.54137     	0.0458529   	0.406839    	1.06726     	-0.997764   	0.058132    	1.26859     	-0.883839   	-0.151374   	-0.11384    	0.413812    	-0.0920259  	-0.0839707  	0.644416    	-4.88577    	-0.128735   	0.0287765   	0.792824    	1.00678     	-0.297127   	-0.0073458  	-2.20729    	0.876313    	1.15663     	0.0559405   	0.366602    	0.592005    
1.955 	-0.0641584  	0.906921    	0.0497105   	0.621366    	1.14267     	0.876628    	-0.0641179  	-0.729564   	0.432955    	0.554086    	1.77746     	0.712608    	1.02982     	-0.0717636  	1.10209     	0.10985     	0.434124    	0.652152    	0.111704    	0.401305    	1.07508     	2.40559     	0.866715    	2.15185     	1.5059      	1.03259     	0.111543    	1.18188     	0.54981     	0.0429798   	0.0060504   	-0.111983   	0.665943    	1.28314     	-0.0416181  	0.946085    	1.13545     	-2.07485    	1.04555     	-5.9909     	2.77532     	1.07516     	0.5253      	1.30905     	-0.0723506  	5.91263     	0.0494303   	0.487773    	1.02301     	-0.584042   	0.0624516   	1.27708     	-0.667784   	-0.148774   	-0.10418    	0.434216    	-0.0789828  	-0.0654445  	0.63652     	-5.10653    	-0.145008   	0.0369922   	0.80977     	1.0668      	-0.256593   	-0.004459   	-1.85409    	0.845186    	1.14132     	0.0604683   	0.392935    	0.603109    
1.965 	-0.0552233  	1.50295     	0.044657    	0.699525    	1.16044     	0.829445    	-0.0538345  	-0.410856   	0.452223    	0.561131    	1.93858     	0.679501    	1.02827     	-0.0645736  	1.06594     	0.119687    	0.3906      	0.661047    	0.11441     	0.442306    	1.10854     	2.74779     	0.926298    	2.34916     	1.5496      	1.02633     	0.211006    	1.09001     	0.646409    	0.0505731   	0.0115889   	-0.100348   	0.613734    	1.31705     	-0.0281384  	0.99293     	1.19969     	-1.77179    	1.05966     	-6.03539    	3.04414     	1.0218      	0.561469    	1.37968     	-0.0712966  	6.18286     	0.0529984   	0.558986    	0.980495    	-0.206928   	0.0665957   	1.27892     	-0.486613   	-0.14513    	-0.0943997  	0.453262    	-0.0667101  	-0.0475157  	0.633565    	-5.30122    	-0.160299   	0.0449467   	0.819803    	1.11207     	-0.213538   	-0.00105121 	-1.5997     	0.812089    	1.12536     	0.0644057   	0.420988    	0.61921     
1.975 	-0.0467342  	1.96054     	0.0393313   	0.769687    	1.17003     	0.783931    	-0.0438122  	-0.168396   	0.472763    	0.565634    	2.07104     	0.652055    	1.02123     	-0.0568704  	1.02754     	0.128147    	0.350989    	0.667621    	0.11635     	0.475367    	1.12987     	2.99511     	0.97777     	2.43968     	1.58253     	1.01632     	0.291659    	0.996663    	0.731737    	0.0577024   	0.0165258   	-0.088534   	0.563118    	1.3413      	-0.0153975  	1.02399     	1.2515      	-1.54358    	1.06225     	-6.0354     	3.25331     	0.971513    	0.596893    	1.43215     	-0.0703953  	6.3449      	0.0564709   	0.619361    	0.93969     	0.118672    	0.0704493   	1.27324     	-0.350352   	-0.140576   	-0.08474    	0.470529    	-0.0553977  	-0.0305312  	0.634253    	-5.4694     	-0.173861   	0.0524742   	0.822659    	1.14169     	-0.168987   	0.00274296  	-1.44672    	0.776491    	1.10797     	0.0676671   	0.449514    	0.637698    
1.985 	-0.0387883  	2.27082     	0.0338536   	0.831026    	1.17092     	0.740551    	-0.0342421  	-0.00869504 	0.492939    	0.566959    	2.16362     	0.629437    	1.0078      	-0.0487686  	0.9865      	0.135067    	0.315096    	0.670356    	0.117458    	0.500192    	1.13918     	3.13599     	1.02047     	2.42234     	1.60356     	1.00177     	0.349162    	0.902864    	0.804525    	0.0642128   	0.0206832   	-0.076702   	0.514697    	1.35551     	-0.00356047 	1.0392      	1.28887     	-1.39173    	1.05312     	-5.99141    	3.39421     	0.924162    	0.629341    	1.46553     	-0.069614   	6.39491     	0.0597631   	0.668162    	0.900507    	0.381097    	0.0739028   	1.25937     	-0.266679   	-0.135267   	-0.0754141  	0.485651    	-0.045193   	-0.0147951  	0.637269    	-5.61049    	-0.184921   	0.0594173   	0.818298    	1.15534     	-0.123873   	0.00678467  	-1.39369    	0.738042    	1.08843     	0.070184    	0.477314    	0.656105    
1.995 	-0.0314533  	2.43097     	0.0283373   	0.882975    	1.16285     	0.699616    	-0.0252894  	0.0656248   	0.511229    	0.564611    	2.20711     	0.61074     	0.987323    	-0.0403929  	0.942478    	0.140322    	0.282702    	0.667953    	0.117687    	0.516747    	1.1369      	3.16363     	1.05399     	2.30026     	1.61186     	0.982028    	0.380638    	0.809637    	0.863974    	0.0699686   	0.0239134   	-0.0650033  	0.469012    	1.35944     	0.00723655  	1.03898     	1.3104      	-1.31509    	1.0324      	-5.90449    	3.4611      	0.879549    	0.656898    	1.47937     	-0.0689124  	6.3324      	0.0627952   	0.705028    	0.862816    	0.572178    	0.0768558   	1.23691     	-0.240694   	-0.129368   	-0.0666049  	0.498334    	-0.0361978  	-0.000560587	0.641334    	-5.72388    	-0.192712   	0.0656319   	0.806893    	1.15322     	-0.0790136  	0.0109365   	-1.4354     	0.696583    	1.06612     	0.0719076   	0.503279    	0.672181    
2.005 	-0.0247672  	2.44399     	0.0228864   	0.925232    	1.14582     	0.661281    	-0.0170882  	0.0557266   	0.526272    	0.558252    	2.19465     	0.595019    	0.95938     	-0.0318745  	0.895221    	0.14383     	0.253588    	0.659373    	0.117005    	0.52525     	1.12378     	3.07604     	1.07816     	2.08049     	1.60699     	0.956674    	0.384685    	0.717975    	0.909762    	0.0748574   	0.0261043   	-0.0535762  	0.42653     	1.35299     	0.0168888   	1.02424     	1.31522     	-1.30999    	1.0006      	-5.77631    	3.45123     	0.837435    	0.67802     	1.47371     	-0.0682449  	6.16016     	0.0654957   	0.729961    	0.826471    	0.687336    	0.0792212   	1.20572     	-0.27481    	-0.123051   	-0.0584595  	0.508361    	-0.0284668  	0.011976    	0.645247    	-5.80895    	-0.196508   	0.0709923   	0.788805    	1.13602     	-0.035097   	0.0150677   	-1.56322    	0.652153    	1.04051     	0.0728108   	0.526422    	0.68397     
2.015 	-0.0187388  	2.31829     	0.0175946   	0.957757    	1.12008     	0.625562    	-0.00973777 	-0.0336774  	0.536917    	0.547719    	2.1219      	0.581334    	0.92383     	-0.0233478  	0.844574    	0.145546    	0.227535    	0.643878    	0.115407    	0.526158    	1.10084     	2.87588     	1.09303     	1.7735      	1.58885     	0.925495    	0.36132     	0.628839    	0.942038    	0.0787935   	0.027183    	-0.0425429  	0.387642    	1.33619     	0.0253242   	0.996291    	1.30307     	-1.37051    	0.958518    	-5.60914    	3.36481     	0.797568    	0.691573    	1.44907     	-0.0675608  	5.88404     	0.0678047   	0.743305    	0.791322    	0.725544    	0.0809288   	1.16596     	-0.368746   	-0.116485   	-0.0510864  	0.515597    	-0.022008   	0.0226786   	0.647926    	-5.86514    	-0.195648   	0.075395    	0.76456     	1.10495     	0.00732391  	0.0190589   	-1.76563    	0.604988    	1.01121     	0.0728891   	0.545907    	0.68987     
2.025 	-0.0133502  	2.06703     	0.0125438   	0.980758    	1.08614     	0.592348    	-0.00330118 	-0.194688   	0.542254    	0.533024    	1.98709     	0.568781    	0.880802    	-0.0149467  	0.790504    	0.145472    	0.204338    	0.62105     	0.112907    	0.520135    	1.06937     	2.5701      	1.0989      	1.39269     	1.5577      	0.888509    	0.311867    	0.543131    	0.961389    	0.0817199   	0.0271187   	-0.0320063  	0.352666    	1.30924     	0.0325037   	0.956841    	1.27426     	-1.48877    	0.907258    	-5.40585    	3.20494     	0.759701    	0.696852    	1.40643     	-0.0668064  	5.51267     	0.0696753   	0.745715    	0.757231    	0.689138    	0.0819273   	1.11805     	-0.519626   	-0.109833   	-0.0445549  	0.519992    	-0.0167849  	0.0314729   	0.648442    	-5.89204    	-0.189574   	0.078762    	0.73482     	1.06158     	0.0478344   	0.0228054   	-2.0288     	0.555505    	0.977996    	0.0721606   	0.561073    	0.688668    
2.035 	-0.008559   	1.70743     	0.00780375  	0.994671    	1.04473     	0.561423    	0.00219574  	-0.416687   	0.541635    	0.514357    	1.79105     	0.556533    	0.830701    	-0.00680152 	0.733109    	0.143651    	0.183812    	0.5908      	0.109541    	0.508025    	1.03082     	2.16948     	1.09623     	0.953714    	1.51417     	0.845965    	0.238803    	0.461687    	0.968798    	0.0836093   	0.0259228   	-0.022049   	0.321836    	1.27246     	0.0384199   	0.907883    	1.22966     	-1.65536    	0.848142    	-5.16986    	2.97736     	0.723607    	0.693576    	1.34719     	-0.0659268  	5.05714     	0.0710753   	0.738112    	0.724091    	0.583522    	0.0821863   	1.06268     	-0.722173   	-0.103247   	-0.0388947  	0.521582    	-0.0127199  	0.0383453   	0.646044    	-5.8894     	-0.177846   	0.0810432   	0.700347    	1.00789     	0.0861546   	0.0262209   	-2.33723    	0.504291    	0.940828    	0.0706659   	0.571447    	0.679565    
2.045 	-0.00430257 	1.25988     	0.00343158  	1.00014     	0.996774    	0.532492    	0.00676311  	-0.686885   	0.534695    	0.492077    	1.53708     	0.543859    	0.774187    	0.000964397 	0.672628    	0.140164    	0.165792    	0.553368    	0.105368    	0.490816    	0.986778    	1.68803     	1.08568     	0.473828    	1.45921     	0.798333    	0.145556    	0.385262    	0.965595    	0.0844644   	0.0236482   	-0.0127321  	0.29531     	1.22628     	0.0430958   	0.851637    	1.1706      	-1.85971    	0.782677    	-4.90509    	2.69016     	0.689093    	0.681881    	1.27313     	-0.0648673  	4.53051     	0.0719881   	0.72164     	0.691828    	0.416756    	0.0816971   	1.00076     	-0.968998   	-0.0968607  	-0.0340982  	0.520479    	-0.00969875 	0.0433403   	0.640175    	-5.85722    	-0.160172   	0.0822175   	0.661973    	0.946064    	0.12213     	0.0292387   	-2.67439    	0.452072    	0.899826    	0.0684657   	0.576752    	0.662184    
2.055 	-0.000502051	0.746972    	-0.000528433	0.997975    	0.943385    	0.505204    	0.0104446   	-0.990938   	0.521346    	0.466695    	1.23074     	0.530154    	0.712155    	0.00823742  	0.609444    	0.135133    	0.150137    	0.509301    	0.100468    	0.469602    	0.938919    	1.14231     	1.06804     	-0.0288604  	1.39408     	0.746286    	0.0362812   	0.314511    	0.953386    	0.0843165   	0.0203865   	-0.00409517 	0.273167    	1.17129     	0.0465817   	0.790462    	1.09889     	-2.09054    	0.712494    	-4.61593    	2.35338     	0.656013    	0.662282    	1.18634     	-0.0635754  	3.94738     	0.0724124   	0.697616    	0.660413    	0.199069    	0.0804725   	0.933436    	-1.25095    	-0.0907871  	-0.0301236  	0.51687     	-0.00757712 	0.0465557   	0.63048     	-5.79578    	-0.136418   	0.0822932   	0.620567    	0.878512    	0.155722    	0.0318131   	-3.02345    	0.399687    	0.855293    	0.0656393   	0.576909    	0.636558    
2.065 	0.00293266  	0.192588    	-0.00404445 	0.989133    	0.885797    	0.479178    	0.0133139   	-1.31359    	0.501778    	0.438853    	0.879552    	0.514946    	0.645699    	0.0149162   	0.544072    	0.128709    	0.136728    	0.45943     	0.0949374   	0.44554     	0.888925    	0.550705    	1.04419     	-0.536091   	1.32027     	0.690674    	-0.0843848  	0.249985    	0.933982    	0.0832237   	0.0162644   	0.00384222  	0.25541     	1.10814     	0.0489521   	0.726782    	1.01667     	-2.33634    	0.639289    	-4.30714    	1.97858     	0.624269    	0.635627    	1.08916     	-0.062003   	3.32337     	0.0723617   	0.667478    	0.629867    	-0.0576927  	0.0785464   	0.862016    	-1.55755    	-0.0851163  	-0.0268992  	0.511006    	-0.00618678 	0.0481359   	0.61681     	-5.70567    	-0.10662    	0.0813074   	0.577004    	0.807717    	0.186986    	0.0339195   	-3.36791    	0.348054    	0.807694    	0.0622813   	0.572029    	0.603106    
2.075 	0.00609791  	-0.379121   	-0.00709656 	0.974668    	0.825338    	0.454033    	0.0154698   	-1.63932    	0.476435    	0.409301    	0.492669    	0.497913    	0.576081    	0.020914    	0.477154    	0.121073    	0.125466    	0.404829    	0.0888885   	0.419813    	0.838436    	-0.0674204  	1.01511     	-1.03014    	1.23951     	0.632494    	-0.211571   	0.192115    	0.909327    	0.0812682   	0.0114387   	0.0110793   	0.241968    	1.03762     	0.0503012   	0.662991    	0.926332    	-2.58574    	0.56477     	-3.98375    	1.57836     	0.593815    	0.603045    	0.984082    	-0.0601076  	2.6746      	0.0718633   	0.632731    	0.600254    	-0.34065    	0.0759715   	0.787932    	-1.87742    	-0.0799137  	-0.0243285  	0.503188    	-0.0053432  	0.0482645   	0.599207    	-5.58782    	-0.0709874  	0.0793241   	0.532132    	0.736166    	0.21606     	0.0355536   	-3.69223    	0.298131    	0.757645    	0.058498    	0.562399    	0.562593    
2.085 	0.00909117  	-0.94466    	-0.00967598 	0.955695    	0.763383    	0.429407    	0.0170309   	-1.95299    	0.445994    	0.378865    	0.0804639   	0.478878    	0.504676    	0.0261599   	0.409439    	0.112429    	0.116265    	0.346769    	0.0824457   	0.393588    	0.789005    	-0.692447   	0.981796    	-1.49447    	1.15364     	0.572852    	-0.340419   	0.141208    	0.881414    	0.0785524   	0.00608961  	0.0176317   	0.232699    	0.960552    	0.0507389   	0.601386    	0.830479    	-2.82799    	0.490594    	-3.65099    	1.16581     	0.564658    	0.565882    	0.873728    	-0.0578542  	2.01717     	0.0709557   	0.594898    	0.571686    	-0.636491   	0.0728178   	0.712699    	-2.19878    	-0.0752186  	-0.022296   	0.493757    	-0.00485319 	0.0471555   	0.577897    	-5.44354    	-0.0299025  	0.0764322   	0.486751    	0.666258    	0.243141    	0.0367296   	-3.98237    	0.250881    	0.705886    	0.054404    	0.548465    	0.516075    
2.095 	0.0120061   	-1.48205    	-0.0117841  	0.933356    	0.701313    	0.40498     	0.0181291   	-2.24047    	0.411327    	0.348413    	-0.345905   	0.457811    	0.432934    	0.0306007   	0.341762    	0.102996    	0.109047    	0.286666    	0.0757411   	0.367979    	0.742039    	-1.30529    	0.945257    	-1.91429    	1.06461     	0.512921    	-0.466315   	0.0974389   	0.852212    	0.0751949   	0.000414567 	0.0235284   	0.227397    	0.877867    	0.0503861   	0.544085    	0.731781    	-3.05328    	0.418323    	-3.31417    	0.754069    	0.536848    	0.525623    	0.76073     	-0.0552171  	1.36667     	0.0696876   	0.555469    	0.544312    	-0.932057   	0.0691693   	0.637864    	-2.5099     	-0.0710454  	-0.0206739  	0.483082    	-0.0045225  	0.045044    	0.553261    	-5.27443    	0.0160895   	0.0727417   	0.441591    	0.600227    	0.268466    	0.0374782   	-4.22627    	0.207235    	0.653258    	0.0501179   	0.53081     	0.464848    
2.105 	0.0149282   	-1.97163    	-0.0134314  	0.908779    	0.640472    	0.380495    	0.0189037   	-2.48911    	0.373469    	0.318825    	-0.774945   	0.434816    	0.362319    	0.0342013   	0.275021    	0.0930014   	0.103739    	0.226025    	0.0689112   	0.344015    	0.698765    	-1.88807    	0.906477    	-2.27702    	0.974398    	0.453897    	-0.585095   	0.0608522   	0.82359     	0.0713261   	-0.00537942 	0.0288088   	0.225792    	0.790525    	0.0493699   	0.492968    	0.632896    	-3.25306    	0.349371    	-2.97856    	0.355792    	0.510477    	0.483831    	0.647669    	-0.05218    	0.737739    	0.0681142   	0.515865    	0.518311    	-1.21489    	0.0651207   	0.564954    	-2.7996     	-0.0673844  	-0.019328   	0.47154     	-0.00416325 	0.042177    	0.525813    	-5.08249    	0.0662938   	0.0683805   	0.397293    	0.540069    	0.292294    	0.0378437   	-4.41425    	0.168052    	0.600671    	0.0457582   	0.51012     	0.410374    
2.115 	0.0179303   	-2.39664    	-0.014636   	0.883043    	0.582125    	0.355767    	0.0194947   	-2.68829    	0.333566    	0.290957    	-1.19528    	0.410117    	0.294269    	0.0369449   	0.210148    	0.0826774   	0.100258    	0.166375    	0.0620926   	0.322608    	0.660195    	-2.42481    	0.866389    	-2.5727     	0.884938    	0.396962    	-0.693225   	0.0313592   	0.797256    	0.0670831   	-0.0110832  	0.0335194   	0.22756     	0.699528    	0.0478194   	0.449622    	0.536385    	-3.42032    	0.284967    	-2.64929    	-0.0172962  	0.485663    	0.442065    	0.537005    	-0.0487379  	0.143628    	0.0662957   	0.477391    	0.493884    	-1.47374    	0.0607742   	0.495426    	-3.05768    	-0.064204   	-0.0181242  	0.459506    	-0.00360085 	0.0388033   	0.496172    	-4.86998    	0.119885    	0.0634892   	0.354394    	0.487475    	0.314884    	0.0378808   	-4.53925    	0.134088    	0.54907     	0.0414395   	0.48716     	0.354217    
2.125 	0.0210699   	-2.74381    	-0.0154225  	0.857147    	0.527421    	0.330697    	0.0200366   	-2.82971    	0.292838    	0.265612    	-1.59607    	0.384042    	0.230137    	0.0388331   	0.148078    	0.0722518   	0.0985136   	0.109221    	0.0554176   	0.304531    	0.627097    	-2.90186    	0.825848    	-2.79424    	0.798077    	0.343236    	-0.787937   	0.00874268  	0.774693    	0.0626053   	-0.0164927  	0.0377102   	0.232327    	0.6059      	0.045861    	0.415297    	0.444622    	-3.54975    	0.226124    	-2.33126    	-0.3548     	0.462543    	0.401819    	0.431015    	-0.0448968  	-0.40411    	0.0642936   	0.44121     	0.471239    	-1.69898    	0.0562357   	0.430626    	-3.27524    	-0.0614533  	-0.0169343  	0.447341    	-0.00268012 	0.0351655   	0.465024    	-4.63945    	0.175929    	0.0582174   	0.313325    	0.443789    	0.336481    	0.0376513   	-4.597      	0.105971    	0.499405    	0.0372688   	0.462739    	0.29797     
2.135 	0.0243861   	-3.00367    	-0.0158208  	0.831983    	0.477363    	0.305275    	0.0206526   	-2.90774    	0.252526    	0.243505    	-1.96744    	0.356997    	0.171154    	0.0398853   	0.0897239   	0.061943    	0.0983957   	0.0559774   	0.0490109   	0.290399    	0.599987    	-3.30841    	0.785617    	-2.93753    	0.715515    	0.29374     	-0.867331   	-0.00733565 	0.757115    	0.0580293   	-0.0214164  	0.0414317   	0.239677    	0.51067     	0.0436152   	0.390876    	0.359724    	-3.63787    	0.173614    	-2.02899    	-0.647997   	0.441263    	0.364457    	0.33173     	-0.0406742  	-0.895909   	0.0621688   	0.40832     	0.450585    	-1.88296    	0.0516107   	0.371741    	-3.44508    	-0.0590657  	-0.0156416  	0.435375    	-0.00127055 	0.0314907   	0.433093    	-4.39367    	0.233414    	0.0527183   	0.274405    	0.409972    	0.357304    	0.0372205   	-4.58608    	0.0841692   	0.452592    	0.033342    	0.43768     	0.243189    
2.145 	0.0278979   	-3.17072    	-0.0158642  	0.808314    	0.432783    	0.27958     	0.0214497   	-2.91949    	0.213848    	0.225244    	-2.30079    	0.329446    	0.118384    	0.0401371   	0.0359416   	0.0519541   	0.0997714   	0.00792437  	0.0429855   	0.280657    	0.579116    	-3.63673    	0.74635     	-3.00155    	0.63876     	0.249366    	-0.930429   	-0.0173259  	0.745434    	0.053485    	-0.025681   	0.0447317   	0.249157    	0.414864    	0.0411929   	0.37686     	0.283492    	-3.68305    	0.127956    	-1.74655    	-0.890107   	0.421961    	0.331156    	0.240893    	-0.0360986  	-1.32439    	0.0599787   	0.379534    	0.432113    	-2.02023    	0.0470015   	0.319772    	-3.56191    	-0.0569622  	-0.0141451  	0.4239      	0.000729612 	0.0279846   	0.401108    	-4.1356     	0.291275    	0.047144    	0.237841    	0.386577    	0.377531    	0.0366539   	-4.50787    	0.0689799   	0.409486    	0.0297412   	0.412787    	0.191331    
2.155 	0.0316038   	-3.24353    	-0.0155886  	0.786758    	0.394319    	0.253779    	0.0225145   	-2.86494    	0.177958    	0.211302    	-2.5891     	0.301882    	0.0726908   	0.03964     	-0.012493   	0.042468    	0.102481    	-0.0338395  	0.0374397   	0.275573    	0.564479    	-3.88234    	0.708585    	-2.9882     	0.569085    	0.210841    	-0.977184   	-0.0217772  	0.740232    	0.0490914   	-0.0291379  	0.0476531   	0.260291    	0.319488    	0.0386927   	0.373365    	0.217358    	-3.68553    	0.0894069   	-1.48747    	-1.07647    	0.404758    	0.302869    	0.159921    	-0.0312091  	-1.68447    	0.0577754   	0.355468    	0.41599     	-2.10772    	0.0425034   	0.275498    	-3.62253    	-0.0550555  	-0.0123634  	0.413161    	0.00339038  	0.0248245   	0.369773    	-3.86828    	0.34843     	0.0416414   	0.203736    	0.373752    	0.397291    	0.0360139   	-4.36635    	0.0605142   	0.370851    	0.0265322   	0.388819    	0.143696    
2.165 	0.0354817   	-3.22454    	-0.0150312  	0.767774    	0.362404    	0.228113    	0.0239098   	-2.7468     	0.145903    	0.202006    	-2.82717    	0.27481     	0.034713    	0.0384587   	-0.0549102  	0.0336436   	0.106337    	-0.0684332  	0.0324548   	0.275239    	0.555824    	-4.04404    	0.672741    	-2.90217    	0.507502    	0.178713    	-1.00846    	-0.0213224  	0.741756    	0.0449531   	-0.0316671  	0.0502314   	0.272583    	0.225515    	0.0361994   	0.380128    	0.162357    	-3.64725    	0.0579689   	-1.25465    	-1.20468    	0.38975     	0.280286    	0.0898758   	-0.0260537  	-1.9734     	0.0556038   	0.336546    	0.402347    	-2.14477    	0.0382019   	0.23946     	-3.62591    	-0.0532539  	-0.0102374  	0.403349    	0.00674839  	0.0221555   	0.339735    	-3.59484    	0.403807    	0.0363471   	0.172097    	0.371243    	0.416665    	0.0353572   	-4.16791    	0.0586934   	0.33733     	0.0237634   	0.366461    	0.101383    
2.175 	0.0394898   	-3.11988    	-0.0142291  	0.751661    	0.337262    	0.202893    	0.0256728   	-2.57043    	0.118593    	0.197527    	-3.01173    	0.248714    	0.0048451   	0.0366697   	-0.0907677  	0.025612    	0.111122    	-0.0952208  	0.0280927   	0.279576    	0.552673    	-4.12383    	0.639115    	-2.75065    	0.45474     	0.153328    	-1.02593    	-0.0166605  	0.749918    	0.0411579   	-0.0331812  	0.0524934   	0.285528    	0.133878    	0.0337824   	0.396533    	0.119104    	-3.57175    	0.0333996   	-1.05033    	-1.27454    	0.376996    	0.263817    	0.0314564   	-0.0206889  	-2.19074    	0.0534999   	0.322995    	0.39127     	-2.13306    	0.0341705   	0.211951    	-3.5732     	-0.0514651  	-0.00773162 	0.394597    	0.0108065   	0.0200868   	0.311566    	-3.31838    	0.456381    	0.0313846   	0.142846    	0.378422    	0.435676    	0.0347323   	-3.92094    	0.0632508   	0.309433    	0.0214644   	0.346306    	0.0652504   
2.185 	0.0435687   	-2.93888    	-0.0132189  	0.738558    	0.318909    	0.178479    	0.027814    	-2.34348    	0.0967673   	0.197871    	-3.14157    	0.224045    	-0.0167711  	0.0343592   	-0.119666   	0.018475    	0.116591    	-0.113829   	0.0243949   	0.288347    	0.554351    	-4.12667    	0.607892    	-2.54295    	0.411228    	0.13483     	-1.03203    	-0.00853831 	0.764311    	0.0377747   	-0.0336274  	0.0544565   	0.298625    	0.045454    	0.0314953   	0.42164     	0.0877969   	-3.46395    	0.0152328   	-0.876016   	-1.28806    	0.366512    	0.253582    	-0.0150084  	-0.0151776  	-2.33823    	0.0514906   	0.31486     	0.382794    	-2.07649    	0.0304687   	0.193009    	-3.46766    	-0.0496     	-0.00483501 	0.386982    	0.0155345   	0.018691    	0.28574     	-3.04192    	0.505195    	0.0268603   	0.115835    	0.394322    	0.454299    	0.0341774   	-3.63552    	0.0737402   	0.287513    	0.0196464   	0.328835    	0.0358943   
2.195 	0.0476439   	-2.69367    	-0.0120351  	0.728445    	0.30716     	0.155267    	0.0303177   	-2.07565    	0.0809804   	0.202886    	-3.21745    	0.201197    	-0.0302468  	0.0316206   	-0.141363   	0.0123032   	0.122472    	-0.124152   	0.0213817   	0.301174    	0.560019    	-4.06021    	0.579148    	-2.29008    	0.377102    	0.123155    	-1.02977    	0.00227074  	0.784236    	0.0348525   	-0.0329882  	0.0561282   	0.311384    	-0.0389395  	0.0293758   	0.45423     	0.0682252   	-3.32986    	0.00280445  	-0.732459   	-1.24929    	0.358268    	0.249418    	-0.0495487  	-0.0095869  	-2.41963    	0.0495927   	0.312019    	0.3769      	-1.98093    	0.0271407   	0.182422    	-3.31449    	-0.0475757  	-0.00156023 	0.380519    	0.0208715   	0.0180035   	0.262619    	-2.76838    	0.549396    	0.0228612   	0.0908593   	0.417681    	0.472459    	0.0337196   	-3.32291    	0.0895505   	0.271761    	0.0183022   	0.314406    	0.0136316   
