q      	H_200-H_21   	H_200-C_7    	C_100-N_2    	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	H_100-N_2    	C_100-H_19   	H_200-H_16   	C_100-C_3    	C_100-H_24   	H_100-C_14   	C_100-C_13   	C_100-H_15   	H_200-H_22   	H_100-H_23   	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_8    	H_200-C_12   	C_100-C_8    	C_100-C_5    	H_200-C_3    	C_100-C_10   	H_100-C_13   	H_200-C_5    	H_100-H_17   	C_100-N_1    	H_100-H_24   	H_100-C_8    	H_200-H_15   	C_100-C_7    	C_100-H_22   	H_200-H_23   	H_200-C_11   	C_100-H_17   	H_100-C_7    	C_100-C_14   	H_100-C_12   	C_100-H_21   	H_200-H_24   	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	H_100-N_1    	C_100-C_11   	H_100-H_16   	H_200-N_1    	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	C_100-H_23   	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	H_200-N_2    	C_100-H_18  
4.295 	-0.00161502 	0.0120997   	-0.236156   	-0.0504093  	-0.000145766	0.012747    	0.0222587   	0.0101943   	0.0175191   	-0.00223234 	-0.105375   	0.0323518   	0.0313869   	-0.563742   	0.0334614   	-0.00103683 	-0.000349784	0.0307803   	0.0446736   	-0.0012154  	0.00944606  	0.0278569   	-0.347698   	-0.413416   	0.014369    	-0.485224   	0.0263286   	0.00449524  	-0.00121446 	-0.220933   	-0.00126008 	0.0196743   	-0.00123275 	-0.491119   	0.0328555   	-0.00142002 	0.0236324   	0.0376035   	0.02619     	-0.625768   	0.0220957   	0.0389573   	-0.00113785 	-0.248243   	-0.00112705 	0.00161492  	0.0191037   	0.00714916  	-0.4031     	-0.00100136 	0.00920544  	0.0127036   	-0.552801   	-0.000954525	-0.00111107 	0.0200911   	-0.000750872	-0.00127838 	0.011635    	0.0129666   	-0.00109456 	0.0137947   	-0.00244401 	0.0101444   	-0.00175246 	-0.496706   	0.0169727   	-0.00225841 	-0.00186818 	0.0247995   	0.0105307   	0.0274077   
4.305 	-0.00161536 	0.0112871   	-0.25127    	-0.0762791  	-0.00019014 	0.0109285   	0.0236382   	0.010004    	0.0151048   	-0.00219772 	-0.123114   	0.0314767   	0.0297249   	-0.574073   	0.0331139   	-0.00104216 	-0.000406069	0.0312339   	0.0429704   	-0.00120449 	0.00951006  	0.0273455   	-0.353491   	-0.435893   	0.0150023   	-0.509143   	0.0257031   	0.00403115  	-0.00120144 	-0.225227   	-0.00128149 	0.0186758   	-0.00131755 	-0.482831   	0.0296695   	-0.00145017 	0.0217127   	0.0372698   	0.0242392   	-0.630033   	0.0222069   	0.0355126   	-0.00108338 	-0.274901   	-0.00108097 	0.00129106  	0.0200846   	0.00732743  	-0.457789   	-0.00101842 	0.00887731  	0.013054    	-0.582764   	-0.000952153	-0.00117664 	0.0204444   	-0.000800483	-0.00129475 	0.010676    	0.0121663   	-0.00109268 	0.0126058   	-0.00114105 	0.00843182  	-0.0015988  	-0.524426   	0.01558     	-0.00189748 	-0.0018471  	0.0247649   	0.00950732  	0.0285918   
4.315 	-0.00162136 	0.0105163   	-0.264254   	-0.099541   	-0.000245898	0.00929334  	0.0248769   	0.00971862  	0.0128522   	-0.00215773 	-0.137844   	0.0306627   	0.02798     	-0.582039   	0.0326285   	-0.00106343 	-0.000466401	0.0316323   	0.0409519   	-0.00118956 	0.00965348  	0.0268635   	-0.358903   	-0.455431   	0.0154695   	-0.529271   	0.0251431   	0.00362575  	-0.0011925  	-0.22991    	-0.00130473 	0.0176389   	-0.00140209 	-0.47215    	0.0263941   	-0.00147514 	0.0198459   	0.0370501   	0.0222061   	-0.632415   	0.0223449   	0.0319953   	-0.00103013 	-0.302141   	-0.00104617 	0.00118844  	0.0210892   	0.00756756  	-0.51138    	-0.00103872 	0.00866709  	0.0132312   	-0.610604   	-0.000952339	-0.00124538 	0.0208013   	-0.000855358	-0.00132526 	0.0099967   	0.0114991   	-0.00108058 	0.0115183   	0.000317308 	0.00689431  	-0.00144392 	-0.550801   	0.0143002   	-0.00141335 	-0.00182699 	0.0247381   	0.00846857  	0.0298709   
4.325 	-0.0016291  	0.00981201  	-0.274964   	-0.119832   	-0.000311033	0.00787829  	0.0259521   	0.00935998  	0.0108193   	-0.00211211 	-0.149513   	0.0299196   	0.026201    	-0.5869     	0.0320133   	-0.00109812 	-0.00052931 	0.0319655   	0.0386824   	-0.00117069 	0.00987142  	0.0264184   	-0.363826   	-0.471513   	0.0157683   	-0.544768   	0.024656    	0.00329298  	-0.00118821 	-0.235179   	-0.00132797 	0.0165949   	-0.00148375 	-0.459354   	0.0231127   	-0.00149283 	0.018091    	0.0369198   	0.0201628   	-0.632409   	0.0225093   	0.0285048   	-0.000977738	-0.329197   	-0.0010224  	0.00130464  	0.0221038   	0.00787255  	-0.562291   	-0.00106062 	0.00857041  	0.0132347   	-0.635298   	-0.000953573	-0.00131514 	0.0211681   	-0.000912692	-0.00136769 	0.00960046  	0.010987    	-0.00105887 	0.010565    	0.00190171  	0.00557216  	-0.00129003 	-0.574871   	0.0131506   	-0.000809805	-0.00180704 	0.0247214   	0.00743888  	0.0311995   
4.335 	-0.00163488 	0.00919558  	-0.283339   	-0.136878   	-0.000383371	0.00671333  	0.0268465   	0.00895225  	0.00905825  	-0.00206074 	-0.158164   	0.0292527   	0.0244364   	-0.588029   	0.0312816   	-0.00114352 	-0.000593396	0.0322241   	0.0362316   	-0.00114816 	0.0101563   	0.0260135   	-0.368168   	-0.483742   	0.015899    	-0.554965   	0.0242459   	0.00304549  	-0.00118897 	-0.241183   	-0.00134952 	0.0155748   	-0.00156009 	-0.444786   	0.0199075   	-0.00150146 	0.0165017   	0.0368498   	0.0181795   	-0.6296     	0.0226991   	0.0251362   	-0.00092588 	-0.355349   	-0.00100907 	0.00163218  	0.0231139   	0.00824225  	-0.609047   	-0.00108256 	0.00857856  	0.013069    	-0.655931   	-0.000954497	-0.00138377 	0.0215495   	-0.00096981 	-0.00141954 	0.00948326  	0.0106459   	-0.00102847 	0.00977368  	0.00357779  	0.00449799  	-0.00113926 	-0.595761   	0.0121451   	-9.37509e-05	-0.0017864  	0.0247159   	0.00644303  	0.0325304   
4.345 	-0.0016353  	0.00868446  	-0.289404   	-0.1505     	-0.000460641	0.00582064  	0.0275483   	0.00852094  	0.00761295  	-0.00200368 	-0.163942   	0.0286629   	0.0227329   	-0.584946   	0.0304504   	-0.00119676 	-0.000657367	0.0323995   	0.033672    	-0.00112243 	0.0104978   	0.0256483   	-0.371847   	-0.491856   	0.0158654   	-0.559392   	0.0239141   	0.00289407  	-0.0011949  	-0.248017   	-0.00136788 	0.014608    	-0.00162885 	-0.428843   	0.0168571   	-0.00149964 	0.0151249   	0.0368074   	0.0163224   	-0.623677   	0.0229124   	0.021977    	-0.000874267	-0.379943   	-0.00100529 	0.0021588   	0.0241049   	0.00867332  	-0.65034    	-0.00110314 	0.00867888  	0.0127437   	-0.671726   	-0.000953963	-0.00144915 	0.0219484   	-0.00102425 	-0.00147814 	0.00963392  	0.0104846   	-0.000990602	0.009167    	0.00530754  	0.00369573  	-0.000993626	-0.612707   	0.0112939   	0.000724764 	-0.00176425 	0.0247215   	0.00550532  	0.0338156   
4.355 	-0.00162745 	0.00829146  	-0.293263   	-0.160619   	-0.000540546	0.00521407  	0.0280514   	0.00809197  	0.00651773  	-0.00194118 	-0.167075   	0.0281466   	0.0211343   	-0.577329   	0.0295402   	-0.00125494 	-0.000720077	0.0324846   	0.0310762   	-0.00109417 	0.0108836   	0.0253183   	-0.374794   	-0.495736   	0.0156745   	-0.557791   	0.0236591   	0.00284729  	-0.00120595 	-0.255718   	-0.00138181 	0.0137217   	-0.00168806 	-0.41196    	0.0140329   	-0.00148637 	0.0139992   	0.0367586   	0.014651    	-0.614452   	0.0231467   	0.0191035   	-0.000822682	-0.402413   	-0.00100994 	0.00286778  	0.0250622   	0.00915923  	-0.685068   	-0.00112114 	0.00885539  	0.0122728   	-0.682069   	-0.000951069	-0.00150928 	0.0223661   	-0.00107381 	-0.00154072 	0.0100346   	0.0105045   	-0.000946693	0.00876098  	0.00705076  	0.00317993  	-0.000855026	-0.625083   	0.0106032   	0.0016327   	-0.00173982 	0.0247369   	0.00464893  	0.0350082   
4.365 	-0.00160902 	0.00802434  	-0.295096   	-0.167259   	-0.000620842	0.00489886  	0.0283551   	0.00769069  	0.00579594  	-0.00187365 	-0.167869   	0.027696    	0.0196798   	-0.565035   	0.0285741   	-0.00131522 	-0.000780548	0.0324733   	0.0285143   	-0.00106415 	0.0112994   	0.0250154   	-0.376949   	-0.495405   	0.0153369   	-0.550127   	0.0234762   	0.00291102  	-0.00122183 	-0.264258   	-0.00139035 	0.0129394   	-0.00173602 	-0.394593   	0.0114977   	-0.00146114 	0.0131533   	0.0366689   	0.0132164   	-0.601864   	0.0233994   	0.0165788   	-0.000770994	-0.422293   	-0.00102168 	0.00373848  	0.0259716   	0.00969053  	-0.712372   	-0.00113558 	0.00908954  	0.0116743   	-0.686532   	-0.000945188	-0.00156229 	0.0228016   	-0.00111664 	-0.00160451 	0.0106612   	0.0106998   	-0.000898373	0.00856475  	0.0087665   	0.0029554   	-0.000725179	-0.632423   	0.0100753   	0.00261425  	-0.00171249 	0.0247597   	0.00389513  	0.0360634   
4.375 	-0.00157839 	0.00788563  	-0.295157   	-0.170541   	-0.000699398	0.00487166  	0.0284642   	0.00734099  	0.00545909  	-0.00180169 	-0.166694   	0.0272996   	0.0184035   	-0.548102   	0.027577    	-0.00137487 	-0.00083799 	0.032361    	0.0260515   	-0.00103329 	0.0117293   	0.0247279   	-0.378259   	-0.49103    	0.0148659   	-0.536583   	0.0233585   	0.00308827  	-0.00124206 	-0.27355    	-0.00139284 	0.0122804   	-0.0017714  	-0.377207   	0.00930254  	-0.00142386 	0.0126052   	0.0365053   	0.01206     	-0.585981   	0.0236671   	0.0144501   	-0.000719173	-0.439236   	-0.00103898 	0.00474688  	0.0268198   	0.0102552   	-0.731663   	-0.00114571 	0.00936094  	0.0109696   	-0.684878   	-0.000935979	-0.00160653 	0.0232525   	-0.00115124 	-0.0016668  	0.0114845   	0.0110573   	-0.000847399	0.00858011  	0.0104145   	0.00301725  	-0.000605611	-0.634432   	0.00970856  	0.00365118  	-0.00168177 	0.024786    	0.00326268  	0.0369397   
4.385 	-0.00153468 	0.00787262  	-0.293753   	-0.170679   	-0.000774256	0.00512086  	0.0283886   	0.0070645   	0.00550634  	-0.00172602 	-0.163961   	0.0269426   	0.0173327   	-0.52675    	0.0265741   	-0.00143134 	-0.000891809	0.0321449   	0.0237459   	-0.00100259 	0.0121566   	0.0244418   	-0.378674   	-0.482907   	0.0142782   	-0.517554   	0.0232964   	0.00337899  	-0.00126596 	-0.283441   	-0.00138897 	0.011759    	-0.00179323 	-0.360251   	0.00748587  	-0.00137493 	0.0123623   	0.0362376   	0.0112115   	-0.566998   	0.0239466   	0.012748    	-0.000667297	-0.45301    	-0.00106023 	0.00586633  	0.0275943   	0.0108389   	-0.742638   	-0.00115105 	0.0096482   	0.0101823   	-0.677071   	-0.000923392	-0.00164059 	0.0237145   	-0.00117651 	-0.00172507 	0.0124705   	0.011557    	-0.000795597	0.00880157  	0.0119568   	0.00335122  	-0.000497634	-0.630995   	0.00949743  	0.00472326  	-0.00164737 	0.0248111   	0.00276722  	0.0376001   
4.395 	-0.00147778 	0.00797758  	-0.291241   	-0.167974   	-0.00084369 	0.00562713  	0.0281424   	0.00687988  	0.00592445  	-0.00164754 	-0.160111   	0.026608    	0.0164882   	-0.50137    	0.0255907   	-0.00148237 	-0.000941607	0.0318236   	0.0216468   	-0.000973053	0.0125643   	0.0241408   	-0.378148   	-0.471454   	0.013593    	-0.493629   	0.0232788   	0.00378001  	-0.00129272 	-0.293729   	-0.00137874 	0.0113845   	-0.0018009  	-0.344144   	0.00607203  	-0.00131517 	0.0124205   	0.0358397   	0.010689    	-0.545226   	0.024234    	0.0114853   	-0.000615556	-0.463508   	-0.00108372 	0.00706823  	0.0282844   	0.011426    	-0.745279   	-0.00115137 	0.00992978  	0.00933777  	-0.66327    	-0.000907654	-0.00166337 	0.0241819   	-0.00119175 	-0.00177701 	0.0135821   	0.0121731   	-0.000744803	0.00921656  	0.0133587   	0.00393435  	-0.000402319	-0.622177   	0.00943282  	0.0058088   	-0.00160924 	0.0248294   	0.00242076  	0.0380129   
4.405 	-0.00140831 	0.00818816  	-0.288013   	-0.162796   	-0.000906238	0.00636427  	0.0277435   	0.00680221  	0.00668817  	-0.00156723 	-0.155596   	0.0262767   	0.0158828   	-0.472508   	0.0246505   	-0.00152597 	-0.000987169	0.0313979   	0.0197931   	-0.000945706	0.0129357   	0.0238074   	-0.376634   	-0.457186   	0.0128318   	-0.465562   	0.0232928   	0.00428513  	-0.00132141 	-0.304158   	-0.00136245 	0.0111603   	-0.00179422 	-0.329258   	0.00507085  	-0.00124582 	0.0127655   	0.0352904   	0.010498    	-0.521078   	0.0245258   	0.0106573   	-0.000564245	-0.470741   	-0.00110776 	0.00832291  	0.0288803   	0.0119995   	-0.739853   	-0.00114668 	0.0101848   	0.00846222  	-0.643815   	-0.000889242	-0.00167405 	0.0246478   	-0.00119666 	-0.0018206  	0.0147795   	0.0128747   	-0.000696803	0.00980599  	0.0145902   	0.00473596  	-0.000320493	-0.608217   	0.00950228  	0.00688516  	-0.00156751 	0.0248343   	0.00223131  	0.0381525   
4.415 	-0.00132759 	0.00848796  	-0.284473   	-0.155577   	-0.000960738	0.00730023  	0.0272129   	0.00684261  	0.00776105  	-0.00148616 	-0.150854   	0.0259292   	0.0155217   	-0.440847   	0.0237751   	-0.00156054 	-0.00102845 	0.0308701   	0.0182125   	-0.000921514	0.0132548   	0.0234238   	-0.37408    	-0.440701   	0.0120177   	-0.434249   	0.0233246   	0.00488523  	-0.00135101 	-0.314437   	-0.0013407  	0.011084    	-0.00177334 	-0.315906   	0.00447755  	-0.00116846 	0.0133727   	0.0345745   	0.010632    	-0.495049   	0.024818    	0.0102425   	-0.000513759	-0.474829   	-0.00113069 	0.00960034  	0.0293745   	0.0125423   	-0.726885   	-0.00113721 	0.0103938   	0.00758179  	-0.619216   	-0.000868847	-0.00167216 	0.0251043   	-0.00119131 	-0.00185417 	0.0160221   	0.0136271   	-0.000653269	0.010545    	0.0156266   	0.00571885  	-0.000252721	-0.589514   	0.00969039  	0.00792944  	-0.00152255 	0.0248189   	0.00220259  	0.0380002   
4.425 	-0.00123759 	0.00885725  	-0.281032   	-0.14679    	-0.00100634 	0.00839827  	0.0265738   	0.00700789  	0.00909663  	-0.00140542 	-0.146299   	0.0255458   	0.0154026   	-0.407172   	0.022983    	-0.00158482 	-0.00106555 	0.0302444   	0.0169206   	-0.000901352	0.0135073   	0.0229726   	-0.370434   	-0.422651   	0.0111751   	-0.400685   	0.0233601   	0.00556861  	-0.00138046 	-0.324246   	-0.00131433 	0.011148    	-0.00173881 	-0.304323   	0.00427335  	-0.00108499 	0.0142086   	0.033683    	0.0110724   	-0.467697   	0.0251066   	0.0102042   	-0.00046458 	-0.475991   	-0.00115094 	0.010871    	0.0297611   	0.0130377   	-0.707139   	-0.00112339 	0.0105396   	0.00672179  	-0.590123   	-0.000847332	-0.00165755 	0.0255429   	-0.00117614 	-0.00187642 	0.0172689   	0.0143933   	-0.000615712	0.011404    	0.0164497   	0.0068407   	-0.000199306	-0.566609   	0.00997916  	0.00891907  	-0.00147494 	0.0247762   	0.00233389  	0.037544    
4.435 	-0.00114077 	0.00927381  	-0.278086   	-0.136936   	-0.00104253 	0.00961826  	0.0258507   	0.00730048  	0.01064     	-0.00132614 	-0.1423     	0.0251077   	0.0155155   	-0.372348   	0.0222889   	-0.00159793 	-0.00109869 	0.0295269   	0.0159215   	-0.000885964	0.0136807   	0.022438    	-0.365637   	-0.403717   	0.0103289   	-0.365928   	0.0233847   	0.00632123  	-0.00140868 	-0.33325    	-0.00128435 	0.0113395   	-0.00169149 	-0.294662   	0.00442643  	-0.000997515	0.0152325   	0.0326136   	0.0117903   	-0.439614   	0.0253875   	0.0104918   	-0.000417258	-0.474527   	-0.00116707 	0.0121067   	0.0300361   	0.0134699   	-0.681577   	-0.0011058  	0.0106075   	0.00590598  	-0.5573     	-0.000825676	-0.00163043 	0.0259547   	-0.00115188 	-0.00188645 	0.01848     	0.0151352   	-0.000585427	0.0123495   	0.017048    	0.00805565  	-0.000160284	-0.540164   	0.0103485   	0.00983249  	-0.00142544 	0.0246989   	0.00262007  	0.0367793   
4.445 	-0.00103999 	0.00971385  	-0.276      	-0.126522   	-0.00106909 	0.0109181   	0.025069    	0.00771847  	0.0123295   	-0.00124938 	-0.139166   	0.024598    	0.0158435   	-0.337275   	0.0217034   	-0.00159941 	-0.00112816 	0.0287252   	0.0152075   	-0.000875927	0.0137649   	0.0218062   	-0.359627   	-0.384581   	0.00950384  	-0.331054   	0.0233847   	0.00712718  	-0.00143464 	-0.341113   	-0.00125193 	0.0116408   	-0.00163254 	-0.286983   	0.00489346  	-0.000908307	0.0163974   	0.0313708   	0.0127468   	-0.411405   	0.0256565   	0.0110438   	-0.000372388	-0.470804   	-0.00117782 	0.0132811   	0.0301977   	0.0138251   	-0.651319   	-0.00108512 	0.0105861   	0.00515584  	-0.521593   	-0.000804918	-0.00159132 	0.0263308   	-0.00111952 	-0.00188376 	0.0196177   	0.0158155   	-0.000563448	0.0133459   	0.0174167   	0.00931591  	-0.000135434	-0.510932   	0.0107769   	0.0106497   	-0.00137496 	0.0245803   	0.0030517   	0.0357087   
4.455 	-0.000938359	0.0101529   	-0.275099   	-0.116047   	-0.00108612 	0.0122549   	0.0242535   	0.00825576  	0.0140991   	-0.00117614 	-0.137135   	0.0240023   	0.0163634   	-0.30286    	0.021232    	-0.00158912 	-0.00115432 	0.0278487   	0.0147602   	-0.000871627	0.0137528   	0.0210665   	-0.352337   	-0.365902   	0.00872372  	-0.297121   	0.023347    	0.00796912  	-0.00145738 	-0.34751    	-0.00121832 	0.0120307   	-0.00156339 	-0.28125    	0.00562151  	-0.000819704	0.0176524   	0.0299651   	0.0138956   	-0.383656   	0.025909    	0.0117905   	-0.00033059 	-0.465227   	-0.00118215 	0.0143704   	0.0302459   	0.0140916   	-0.617589   	-0.00106214 	0.0104678   	0.00449008  	-0.483892   	-0.000786097	-0.00154104 	0.0266625   	-0.00108026 	-0.00186825 	0.0206474   	0.0163983   	-0.000550523	0.0143561   	0.0175582   	0.0105735   	-0.000124286	-0.479726   	0.0112416   	0.0113531   	-0.00132454 	0.0244138   	0.0036153   	0.0343416   
4.465 	-0.000839106	0.010567    	-0.275647   	-0.105985   	-0.00109397 	0.0135867   	0.0234279   	0.0089024   	0.0158802   	-0.00110733 	-0.136366   	0.0233092   	0.0170467   	-0.269979   	0.0208756   	-0.00156731 	-0.00117753 	0.0269077   	0.0145517   	-0.000873231	0.0136402   	0.0202119   	-0.343701   	-0.348289   	0.00801079  	-0.265121   	0.0232602   	0.00882875  	-0.001476   	-0.352141   	-0.00118476 	0.0124846   	-0.00148567 	-0.277335   	0.00655018  	-0.000734036	0.0189441   	0.0284127   	0.0151839   	-0.356911   	0.0261403   	0.0126568   	-0.000292478	-0.458228   	-0.00117923 	0.0153541   	0.0301827   	0.0142607   	-0.581671   	-0.00103765 	0.0102485   	0.00392412  	-0.445103   	-0.000770193	-0.0014807  	0.0269419   	-0.00103546 	-0.00184019 	0.0215382   	0.0168517   	-0.000547078	0.0153437   	0.0174815   	0.0117817   	-0.00012613 	-0.44739    	0.0117193   	0.0119275   	-0.00127525 	0.0241941   	0.00429374  	0.032694    
4.475 	-0.000745406	0.0109333   	-0.277847   	-0.0967665  	-0.00109324 	0.0148732   	0.0226145   	0.00964506  	0.0176041   	-0.00104369 	-0.13693    	0.0225111   	0.0178603   	-0.239437   	0.0206298   	-0.0015345  	-0.00119815 	0.0259142   	0.0145458   	-0.000880677	0.0134262   	0.0192393   	-0.333652   	-0.332276   	0.00738504  	-0.235948   	0.0231143   	0.00968736  	-0.00148978 	-0.354745   	-0.00115248 	0.0129759   	-0.00140117 	-0.275016   	0.00761404  	-0.000653541	0.0202187   	0.026735    	0.0165551   	-0.331649   	0.0263454   	0.0135656   	-0.000258638	-0.450235   	-0.0011685  	0.016215    	0.0300117   	0.0143271   	-0.544853   	-0.00101243 	0.00992821  	0.00346977  	-0.406103   	-0.000758071	-0.00141164 	0.0271615   	-0.000986529	-0.00180022 	0.0222641   	0.0171478   	-0.000553212	0.0162733   	0.0172019   	0.012897    	-0.000140037	-0.414765   	0.012187    	0.0123611   	-0.00122821 	0.0239165   	0.00506676  	0.0307877   
4.485 	-0.000660247	0.0112311   	-0.281821   	-0.0887642  	-0.00108473 	0.0160776   	0.0218328   	0.0104675   	0.0192043   	-0.000985819	-0.13881    	0.0216044   	0.0187679   	-0.211946   	0.0204854   	-0.00149151 	-0.00121647 	0.0248807   	0.0147      	-0.000893664	0.0131131   	0.0181501   	-0.322129   	-0.318305   	0.00686356  	-0.210359   	0.0229014   	0.0105263   	-0.0014981  	-0.355112   	-0.00112257 	0.0134768   	-0.00131176 	-0.273986   	0.00874519  	-0.00058029 	0.021424    	0.0249573   	0.0179503   	-0.308262   	0.0265187   	0.0144406   	-0.0002296  	-0.441657   	-0.00114966 	0.0169401   	0.0297382   	0.0142889   	-0.508375   	-0.000987209	0.00951058  	0.00313499  	-0.367713   	-0.000750433	-0.00133541 	0.0273152   	-0.000934939	-0.00174927 	0.0228039   	0.0172646   	-0.000568684	0.0171125   	0.0167398   	0.0138799   	-0.000164883	-0.382658   	0.0126219   	0.0126456   	-0.00118445 	0.0235776   	0.00591152  	0.0286497   
4.495 	-0.000586289	0.0114427   	-0.287616   	-0.0822828  	-0.00106937 	0.0171667   	0.0210996   	0.0113513   	0.0206184   	-0.000934111	-0.141903   	0.0205898   	0.019731    	-0.188085   	0.0204284   	-0.00143937 	-0.00123272 	0.0238204   	0.0149673   	-0.000911661	0.0127067   	0.0169502   	-0.309078   	-0.306707   	0.00645997  	-0.188951   	0.0226161   	0.0113275   	-0.00150052 	-0.353089   	-0.00109598 	0.0139594   	-0.00121935 	-0.273865   	0.0098758   	-0.000516121	0.022511    	0.0231076   	0.0193108   	-0.287038   	0.0266546   	0.01521     	-0.000205813	-0.432861   	-0.00112266 	0.0175199   	0.0293689   	0.0141482   	-0.473382   	-0.000962622	0.00900293  	0.00292385  	-0.330667   	-0.00074777 	-0.0012537  	0.0273979   	-0.000882112	-0.00168853 	0.0231421   	0.0171866   	-0.000592928	0.0178325   	0.0161207   	0.0146966   	-0.000199368	-0.351809   	0.0130024   	0.0127763   	-0.00114496 	0.0231753   	0.00680335  	0.0263115   
4.505 	-0.000525747	0.0115539   	-0.29519    	-0.0775483  	-0.0010482  	0.0181125   	0.0204283   	0.0122765   	0.0217904   	-0.000888767	-0.146019   	0.0194722   	0.0207103   	-0.168288   	0.020441    	-0.00137927 	-0.00124703 	0.0227466   	0.015298    	-0.000933909	0.0122153   	0.0156499   	-0.294456   	-0.297689   	0.00618398  	-0.172133   	0.022255    	0.012074    	-0.00149677 	-0.348593   	-0.00107346 	0.0143964   	-0.00112584 	-0.274211   	0.0109406   	-0.000462569	0.0234353   	0.021216    	0.0205801   	-0.268149   	0.0267469   	0.0158086   	-0.000187624	-0.424157   	-0.00108773 	0.0179494   	0.0289118   	0.0139108   	-0.440879   	-0.000939188	0.00841585  	0.00283647  	-0.295584   	-0.000750332	-0.0011683  	0.0274056   	-0.000829396	-0.00161939 	0.023269    	0.0169054   	-0.000625065	0.0184094   	0.0153733   	0.0153198   	-0.000242049	-0.322869   	0.0133082   	0.0127525   	-0.00111056 	0.022709    	0.0077164   	0.0238078   
4.515 	-0.000480289	0.0115543   	-0.304421   	-0.0747011  	-0.0010223  	0.0188924   	0.0198287   	0.0132222   	0.0226722   	-0.000849774	-0.150897   	0.0182604   	0.0216667   	-0.15282    	0.0205014   	-0.00131252 	-0.00125945 	0.0216728   	0.0156417   	-0.000959447	0.0116503   	0.014264    	-0.278241   	-0.29133    	0.00604099  	-0.160114   	0.0218175   	0.0127501   	-0.00148675 	-0.341612   	-0.00105552 	0.0147627   	-0.00103304 	-0.274536   	0.0118791   	-0.000420826	0.024159    	0.0193127   	0.0217054   	-0.251641   	0.0267889   	0.0161805   	-0.000175259	-0.415783   	-0.0010453  	0.0182272   	0.0283755   	0.0135863   	-0.411694   	-0.00091728 	0.00776277  	0.00286923  	-0.262948   	-0.000758105	-0.00108105 	0.0273358   	-0.00077801 	-0.0015434  	0.0231805   	0.0164197   	-0.000663931	0.0188244   	0.0145289   	0.0157295   	-0.000291366	-0.296374   	0.0135211   	0.0125773   	-0.00108187 	0.0221792   	0.00862447  	0.0211759   
4.525 	-0.000450962	0.0114382   	-0.315107   	-0.0737923  	-0.000992749	0.0194896   	0.0193066   	0.0141674   	0.0232252   	-0.000816914	-0.156208   	0.0169672   	0.0225626   	-0.141768   	0.0205852   	-0.00124049 	-0.00126987 	0.0206117   	0.0159498   	-0.000987135	0.0110252   	0.012811    	-0.260426   	-0.287574   	0.00603191  	-0.152899   	0.0213053   	0.0133419   	-0.00147052 	-0.332212   	-0.0010424  	0.0150356   	-0.000942624	-0.274327   	0.012638    	-0.000391697	0.0246514   	0.0174275   	0.0226397   	-0.237436   	0.0267739   	0.0162813   	-0.000168809	-0.407895   	-0.000996077	0.0183559   	0.0277695   	0.0131877   	-0.386449   	-0.000897115	0.00705942  	0.00301497  	-0.233095   	-0.000770797	-0.000993778	0.0271873   	-0.000729009	-0.00146217 	0.022878    	0.0157361   	-0.000708115	0.0190646   	0.0136201   	0.0159132   	-0.000345681	-0.272726   	0.0136248   	0.0122576   	-0.00105931 	0.0215882   	0.00950175  	0.0184544   
4.535 	-0.000438142	0.0112041   	-0.326969   	-0.0747831  	-0.000960581	0.0198932   	0.0188643   	0.0150914   	0.0234212   	-0.000789765	-0.161575   	0.0156086   	0.0233629   	-0.135039   	0.020666    	-0.00116455 	-0.0012781  	0.0195756   	0.0161762   	-0.00101569 	0.0103552   	0.0113125   	-0.241035   	-0.286235   	0.00615299  	-0.150283   	0.0207224   	0.0138378   	-0.00144831 	-0.320532   	-0.00103405 	0.0151961   	-0.000856112	-0.273057   	0.0131726   	-0.000375578	0.02489     	0.0155882   	0.023343    	-0.225331   	0.0266947   	0.0160792   	-0.000168221	-0.400556   	-0.000940919	0.0183415   	0.0271035   	0.0127309   	-0.36554    	-0.000878742	0.00632326  	0.00326335  	-0.206201   	-0.000787844	-0.000908266	0.0269602   	-0.000683257	-0.00137737 	0.0223682   	0.014868    	-0.000756002	0.0191234   	0.0126794   	0.0158665   	-0.000403306	-0.252185   	0.0136055   	0.0118038   	-0.00104304 	0.0209392   	0.0103236   	0.0156826   
