q      	H_200-H_21   	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	C_100-H_19   	H_200-H_16   	C_100-C_3    	H_100-C_14   	H_200-Br_23  	C_100-C_13   	C_100-H_15   	H_100-C_1    	H_200-H_22   	H_100-N_7    	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_2    	H_200-C_12   	C_100-C_5    	H_200-C_3    	C_100-Br_23  	H_100-Br_23  	C_100-C_10   	H_100-C_13   	H_100-C_2    	C_100-C_2    	H_100-N_8    	H_200-C_5    	H_100-H_17   	H_200-H_15   	H_200-Br_24  	C_100-H_22   	H_200-N_7    	H_200-C_11   	C_100-H_17   	C_100-C_1    	H_200-C_1    	C_100-Br_24  	C_100-N_7    	C_100-C_14   	H_100-C_12   	C_100-H_21   	H_200-N_8    	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	C_100-C_11   	H_100-H_16   	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	C_100-N_8    	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-Br_24  	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	C_100-H_18  
3.905 	-0.0010927  	-0.344599   	-0.00277988 	0.0189642   	0.0193762   	0.0252697   	-0.000992017	0.440222    	0.0284196   	0.637818    	0.288013    	0.0338849   	0.026077    	-0.00395869 	0.0386389   	0.0268174   	0.0627331   	-0.00284992 	0.0284978   	0.00940707  	-0.211601   	0.00594913  	-1.36629    	0.445583    	-0.0885938  	0.0234909   	0.0423074   	0.0996649   	0.0359597   	0.00341708  	-0.000958422	0.00376344  	0.735532    	0.0265058   	0.0207016   	0.00215745  	0.0534555   	0.217308    	0.00903765  	-1.88984    	0.632892    	-0.121456   	0.0150554   	0.0301783   	0.0324337   	-0.383494   	-0.00344877 	0.0563913   	0.0137573   	0.0703024   	1.13161e-05 	0.0278971   	-0.0394267  	-0.00161905 	-0.00319784 	0.0406602   	-0.00304092 	-0.0042706  	0.56764     	0.00784274  	-0.00230493 	0.00431676  	0.0377713   	0.0204127   	0.583151    	-0.0021328  	0.282002    	0.0328086   	0.0194355   	0.000151846 	0.0484592   	0.0284395   
3.915 	-0.000881745	-0.368084   	-0.00270865 	0.0196888   	0.0199527   	0.027651    	-0.000276291	0.43178     	0.0274026   	0.645009    	0.269291    	0.0339988   	0.0286935   	-0.00394058 	0.0393152   	0.0246349   	0.066885    	-0.0024945  	0.029502    	0.00729879  	-0.255967   	0.00944184  	-1.42623    	0.447181    	-0.110083   	0.0227786   	0.0443096   	0.0957615   	0.0369869   	0.0019571   	-0.000766072	0.00395029  	0.701984    	0.0309498   	0.0233679   	0.00330238  	0.0522072   	0.214693    	0.0122534   	-2.2108     	0.604798    	-0.120759   	0.0174022   	0.0292982   	0.035487    	-0.404797   	-0.00333357 	0.0550146   	0.0145406   	0.0616553   	0.000339413 	0.0288464   	-0.0802733  	-0.00154576 	-0.00285025 	0.0405194   	-0.00300164 	-0.00387717 	0.575867    	0.00799513  	-0.00216961 	0.00437772  	0.036082    	0.0195367   	0.565138    	-0.00186409 	0.262271    	0.0352869   	0.0191214   	0.000276435 	0.0484945   	0.0347315   
3.925 	-0.000733792	-0.388131   	-0.00265698 	0.0200778   	0.02007     	0.0294605   	0.000280052 	0.415934    	0.0263335   	0.645272    	0.246368    	0.032679    	0.030245    	-0.00394201 	0.0390159   	0.0218508   	0.0695668   	-0.00219057 	0.0297586   	0.00494611  	-0.291152   	0.0122248   	-1.56341    	0.446815    	-0.136175   	0.0217763   	0.0453133   	0.0819034   	0.0372799   	0.000670928 	-0.000672849	0.00398408  	0.661612    	0.0346683   	0.0252007   	0.00462201  	0.0508847   	0.207188    	0.0148217   	-2.52027    	0.559849    	-0.124307   	0.0192981   	0.0279325   	0.0375241   	-0.418141   	-0.00324264 	0.0530165   	0.0151373   	0.0511825   	0.00055759  	0.0292531   	-0.120823   	-0.00151679 	-0.00253236 	0.0399361   	-0.00299527 	-0.00351651 	0.568324    	0.00819236  	-0.00207555 	0.00398273  	0.0339894   	0.0186813   	0.541238    	-0.00166155 	0.236096    	0.0373325   	0.0183688   	0.000332269 	0.0478077   	0.0405542   
3.935 	-0.000646799	-0.403941   	-0.0026218  	0.0201273   	0.0197045   	0.030686    	0.000668276 	0.392571    	0.0251986   	0.63876     	0.219869    	0.0299986   	0.0307461   	-0.00396232 	0.0377372   	0.018566    	0.0706963   	-0.00194082 	0.0292938   	0.00244104  	-0.316342   	0.0142815   	-1.778      	0.444212    	-0.166354   	0.0204935   	0.0453188   	0.0587175   	0.0368708   	-0.000433394	-0.000670846	0.0038671   	0.615319    	0.0376149   	0.0261958   	0.00608737  	0.0495428   	0.195031    	0.0167287   	-2.81215    	0.499449    	-0.132048   	0.0207116   	0.0261444   	0.0385709   	-0.424169   	-0.00317492 	0.0504422   	0.0155195   	0.0392704   	0.000667599 	0.0291327   	-0.160019   	-0.00153176 	-0.00224626 	0.038888    	-0.00302124 	-0.00319812 	0.545168    	0.00839646  	-0.00202161 	0.00317294  	0.0315499   	0.0178674   	0.511763    	-0.00152531 	0.204421    	0.0389159   	0.0172087   	0.000320709 	0.0464271   	0.0457856   
3.945 	-0.000616532	-0.41488    	-0.0025998  	0.0198485   	0.0188566   	0.0313386   	0.000886061 	0.361898    	0.0239901   	0.625861    	0.1905      	0.0260839   	0.0302486   	-0.00399959 	0.0355172   	0.0148945   	0.070257    	-0.00174608 	0.0281635   	-0.000119137	-0.331126   	0.0156246   	-2.06667    	0.439204    	-0.199941   	0.018955    	0.0443643   	0.027155    	0.0358139   	-0.00134933 	-0.000749654	0.00360692  	0.564194    	0.0397742   	0.0263828   	0.00766895  	0.0482311   	0.178622    	0.0179837   	-3.08138    	0.425559    	-0.143762   	0.021631    	0.0240195   	0.038685    	-0.423748   	-0.00312824 	0.0473533   	0.0156696   	0.0263309   	0.000674798 	0.028521    	-0.19686    	-0.00158873 	-0.00199307 	0.037375    	-0.00307765 	-0.00292906 	0.507154    	0.00857458  	-0.00200531 	0.00200544  	0.0288285   	0.0171148   	0.477269    	-0.00145318 	0.168381    	0.0400262   	0.0156889   	0.000245773 	0.0444046   	0.0503232   
3.955 	-0.000636815	-0.420499   	-0.00258749 	0.019267    	0.0175495   	0.0314507   	0.000937337 	0.324422    	0.0227059   	0.607182    	0.159026    	0.0211086   	0.028838    	-0.00405079 	0.0324328   	0.0109597   	0.0682977   	-0.00160529 	0.0264495   	-0.00263541 	-0.335499   	0.0162938   	-2.42276    	0.431727    	-0.236119   	0.0171995   	0.0425239   	-0.0115494  	0.0341826   	-0.00207239 	-0.000896802	0.00321599  	0.509474    	0.0411612   	0.0258233   	0.00933745  	0.0469925   	0.15851     	0.0186175   	-3.32409    	0.340615    	-0.159075   	0.0220631   	0.0216616   	0.0379527   	-0.417922   	-0.00309944 	0.0438261   	0.0155812   	0.0127818   	0.000587812 	0.0274717   	-0.230432   	-0.00168428 	-0.00177305 	0.0354188   	-0.00316142 	-0.00271377 	0.455592    	0.00869987  	-0.00202293 	0.000550793 	0.025896    	0.0164416   	0.43854     	-0.00144088 	0.129263    	0.0406713   	0.0138715   	0.000113914 	0.0418135   	0.0540875   
3.965 	-0.000699843	-0.420548   	-0.00258133 	0.0184202   	0.0158281   	0.0310749   	0.000831904 	0.280925    	0.0213503   	0.583516    	0.126239    	0.0152859   	0.0266293   	-0.00411187 	0.0285962   	0.00688981  	0.0649282   	-0.00151569 	0.024256    	-0.00501064 	-0.329852   	0.0163543   	-2.83669    	0.421823    	-0.273969   	0.0152774   	0.0399036   	-0.0559288  	0.0320668   	-0.00260061 	-0.00109827 	0.00271108  	0.452504    	0.0418201   	0.0246066   	0.0110645   	0.0458617   	0.13537     	0.0186798   	-3.53782    	0.247421    	-0.177479   	0.0220327   	0.0191881   	0.0364846   	-0.40787    	-0.00308448 	0.0399488   	0.0152585   	-0.000971257	0.000418069 	0.0260543   	-0.259941   	-0.00181369 	-0.00158556 	0.0330612   	-0.00326834 	-0.00255409 	0.392285    	0.00875206  	-0.00206968 	-0.00110987 	0.0228269   	0.0158628   	0.396553    	-0.00148225 	0.0884516   	0.0408762   	0.0118305   	-6.62994e-05	0.0387448   	0.0570248   
3.975 	-0.000796564	-0.414986   	-0.00257786 	0.0173557   	0.0137559   	0.0302808   	0.000584831 	0.232429    	0.0199336   	0.555812    	0.092937    	0.00885976  	0.0237616   	-0.004178   	0.0241497   	0.00281358  	0.0603135   	-0.00147301 	0.0217044   	-0.00715304 	-0.314944   	0.0158924   	-3.29633    	0.409637    	-0.312504   	0.0132486   	0.0366361   	-0.104343   	0.0295692   	-0.00293501 	-0.00133903 	0.00211255  	0.394695    	0.0418213   	0.0228453   	0.012823    	0.0448651   	0.109971    	0.018236    	-3.72153    	0.14904     	-0.198357   	0.0215803   	0.0167246   	0.0344107   	-0.39486    	-0.00307869 	0.0358187   	0.0147158   	-0.0145518  	0.000179267 	0.0243502   	-0.284739   	-0.00197108 	-0.00142922 	0.0303614   	-0.00339328 	-0.00244928 	0.319445    	0.00871775  	-0.00213991 	-0.00288812 	0.0196959   	0.0153907   	0.352445    	-0.00156967 	0.0473816   	0.0406819   	0.00964925  	-0.000284579	0.0353045   	0.0591087   
3.985 	-0.000917091	-0.403974   	-0.00257375 	0.0161287   	0.011412    	0.0291519   	0.000215688 	0.180148    	0.0184715   	0.525135    	0.059892    	0.00209468  	0.0203917   	-0.00424377 	0.0192591   	-0.001144   	0.0546657   	-0.00147166 	0.0189285   	-0.0089794  	-0.291871   	0.0150124   	-3.78764    	0.395406    	-0.350703   	0.0111796   	0.0328747   	-0.15504    	0.0268013   	-0.00307987 	-0.0016036  	0.00144356  	0.33747     	0.0412582   	0.02067     	0.0145879   	0.0440199   	0.0831512   	0.0173645   	-3.87563    	0.0486672   	-0.221011   	0.0207602   	0.0143994   	0.0318746   	-0.38019    	-0.00307694 	0.0315396   	0.0139765   	-0.027628   	-0.00011324 	0.0224493   	-0.304341   	-0.0021497  	-0.00130195 	0.0273934   	-0.00353039 	-0.00239619 	0.239595    	0.00859035  	-0.00222734 	-0.00469175 	0.0165765   	0.0150335   	0.307463    	-0.00169439 	0.00748304  	0.0401425   	0.00741689  	-0.00052938 	0.0316089   	0.0603411   
3.995 	-0.00105115 	-0.387872   	-0.00256595 	0.014799    	0.00888718  	0.0277822   	-0.00025237 	0.125435    	0.0169847   	0.492617    	0.0278286   	-0.00473488 	0.0166879   	-0.00430349 	0.0141064   	-0.00486578 	0.0482345   	-0.00150504 	0.0160683   	-0.010418   	-0.262005   	0.0138312   	-4.29522    	0.379453    	-0.38755    	0.00914016  	0.0287873   	-0.206227   	0.0238797   	-0.00304292 	-0.00187665 	0.000729107 	0.282224    	0.0402427   	0.0182227   	0.0163361   	0.0433343   	0.0557824   	0.0161523   	-4.00193    	-0.0504926  	-0.244695   	0.0196379   	0.0123383   	0.0290278   	-0.365142   	-0.00307389 	0.0272176   	0.013072    	-0.0399247  	-0.000443079	0.0204461   	-0.318446   	-0.00234216 	-0.00120117 	0.0242418   	-0.0036733  	-0.00238952 	0.155471    	0.00836984  	-0.00232528 	-0.00642836 	0.0135379   	0.0147958   	0.262921    	-0.00184691 	-0.0298712  	0.0393233   	0.00522476  	-0.000788401	0.0277806   	0.0607508   
4.005 	-0.0011885  	-0.367217   	-0.00255176 	0.0134282   	0.0062798   	0.0262719   	-0.000793619	0.0697278   	0.0154977   	0.45942     	-0.0026012  	-0.0113552  	0.0128228   	-0.00435139 	0.0088827   	-0.00824625 	0.0412958   	-0.00156583 	0.0132641   	-0.011411   	-0.226942   	0.0124733   	-4.803      	0.362169    	-0.422076   	0.00720068  	0.0245489   	-0.256133   	0.020921    	-0.00283548 	-0.0021435  	-4.90213e-06	0.230274    	0.0388999   	0.0156514   	0.0180466   	0.0428081   	0.0287358   	0.0146912   	-4.10353    	-0.145349   	-0.268639   	0.0182864   	0.0106587   	0.0260234   	-0.350932   	-0.00306426 	0.0229583   	0.0120395   	-0.0512336  	-0.000793517	0.0184357   	-0.326938   	-0.00254073 	-0.00112386 	0.0209988   	-0.00381538 	-0.00242217 	0.0699056   	0.00806222  	-0.00242693 	-0.00800886 	0.010643    	0.0146775   	0.220146    	-0.00201743 	-0.063416   	0.0382969   	0.00316288  	-0.00104911 	0.023944    	0.0603927   
4.015 	-0.00131941 	-0.342706   	-0.0025289  	0.0120773   	0.00369163  	0.0247234   	-0.00138084 	0.0144838   	0.0140375   	0.426685    	-0.0308376  	-0.0175037  	0.0089671   	-0.00438192 	0.00377974  	-0.0111948  	0.0341402   	-0.00164633 	0.0106511   	-0.0119165  	-0.188432   	0.011066    	-5.29494    	0.343998    	-0.453383   	0.00542863  	0.0203347   	-0.303076   	0.0180381   	-0.00247231 	-0.00239063 	-0.000732642	0.182816    	0.037363    	0.0131028   	0.019701    	0.0424329   	0.00284934  	0.0130744   	-4.1846     	-0.233041   	-0.292089   	0.0167839   	0.00946502  	0.0230104   	-0.338662   	-0.00304302 	0.0188633   	0.0109212   	-0.0614198  	-0.0011481  	0.0165099   	-0.329896   	-0.00273763 	-0.00106675 	0.0177591   	-0.00395002 	-0.00248563 	-0.0142821  	0.00767873  	-0.00252562 	-0.00935088 	0.00794711  	0.0146745   	0.18043     	-0.00219621 	-0.0920394  	0.0371402   	0.00131637  	-0.00129924 	0.0202205   	0.0593446   
4.025 	-0.00143499 	-0.315164   	-0.00249557 	0.0108038   	0.00122345  	0.0232373   	-0.00198639 	-0.0388747  	0.0126329   	0.395488    	-0.0564293  	-0.022939   	0.00528265  	-0.00438997 	-0.00101749 	-0.0136381  	0.0270612   	-0.0017387  	0.00835335  	-0.0119098  	-0.148304   	0.00973366  	-5.75568    	0.325421    	-0.480689   	0.00388579  	0.0163131   	-0.345522   	0.0153363   	-0.00197146 	-0.00260612 	-0.0014293  	0.140889    	0.0357675   	0.0107171   	0.0212826   	0.0421933   	-0.021104   	0.0113927   	-4.25023    	-0.311042   	-0.314332   	0.01521     	0.00884418  	0.0201279   	-0.329281   	-0.00300567 	0.0150268   	0.00976146  	-0.0704246  	-0.00149126 	0.0147537   	-0.327582   	-0.00292533 	-0.00102643 	0.0146166   	-0.0040708  	-0.00257038 	-0.0943934  	0.00723496  	-0.00261503 	-0.0103818  	0.00549588  	0.0147782   	0.144979    	-0.00237396 	-0.114823   	0.0359315   	-0.000237923	-0.00152734 	0.0167247   	0.057704    
4.035 	-0.00152758 	-0.285513   	-0.00245051 	0.00965958  	-0.00102912 	0.0219084   	-0.00258331 	-0.0890197  	0.0113129   	0.366806    	-0.0790463  	-0.0274495  	0.00191688  	-0.00437115 	-0.00533809 	-0.0155227  	0.0203428   	-0.00183536 	0.00647946  	-0.0113838  	-0.108398   	0.00859297  	-6.17117    	0.306936    	-0.503342   	0.00262558  	0.0126397   	-0.382141   	0.0129093   	-0.00135388 	-0.00278004 	-0.00207194 	0.105338    	0.0342455   	0.00862166  	0.0227773   	0.0420681   	-0.0424445  	0.00973097  	-4.3061     	-0.377252   	-0.334722   	0.0136431   	0.00886194  	0.0175006   	-0.323553   	-0.00294839 	0.0115332   	0.00860567  	-0.0782659  	-0.00180885 	0.0132416   	-0.320435   	-0.00309685 	-0.000999539	0.0116601   	-0.0041718  	-0.0026664  	-0.167953   	0.00674977  	-0.00268946 	-0.0110413  	0.00332482  	0.0149761   	0.114871    	-0.00254215 	-0.131073   	0.0347466   	-0.00143442 	-0.00172313 	0.0135601   	0.0555842   
4.045 	-0.00159102 	-0.254736   	-0.00239301 	0.00868866  	-0.00297939 	0.0208221   	-0.00314626 	-0.134769   	0.0101053   	0.341474    	-0.0984873  	-0.0308611  	-0.00100239 	-0.00432191 	-0.0090318  	-0.0168155  	0.0142491   	-0.00192916 	0.00511799  	-0.0103496  	-0.0704914  	0.00774841  	-6.52924    	0.289041    	-0.520852   	0.00169077  	0.00945097  	-0.411849   	0.0108365   	-0.000642954	-0.00290469 	-0.00264031 	0.0767919   	0.0329207   	0.00692664  	0.0241725   	0.0420316   	-0.0606108  	0.00816524  	-4.35826    	-0.430063   	-0.352707   	0.0121568   	0.00956017  	0.0152339   	-0.322029   	-0.00286825 	0.00845411  	0.00749797  	-0.0850343  	-0.00208861 	0.0120354   	-0.309048   	-0.00324596 	-0.000982816	0.00896967  	-0.00424777 	-0.00276362 	-0.232796   	0.00624421  	-0.00274398 	-0.0112836  	0.00145848  	0.0152519   	0.0910139   	-0.00269337 	-0.140346   	0.033656    	-0.00222139 	-0.00187801 	0.0108158   	0.0531093   
4.055 	-0.0016209  	-0.223842   	-0.00232295 	0.00792582  	-0.00455297 	0.0200515   	-0.00365248 	-0.175131   	0.00903566  	0.320163    	-0.114683   	-0.0330429  	-0.00337109 	-0.00423979 	-0.0119746  	-0.0175048  	0.00901346  	-0.00201373 	0.00433431  	-0.00883585 	-0.036229   	0.00728829  	-6.82009    	0.272213    	-0.532901   	0.00111175  	0.00685981  	-0.433844   	0.00918021  	0.000136047 	-0.00297481 	-0.00311748 	0.0556433   	0.0319032   	0.00572056  	0.0254575   	0.0420549   	-0.0751787  	0.00676046  	-4.41282    	-0.468416   	-0.367846   	0.010818    	0.010955    	0.013411    	-0.325037   	-0.00276335 	0.00584684  	0.00647964  	-0.0908872  	-0.00232055 	0.0111818   	-0.294151   	-0.00336744 	-0.000973272	0.00661388  	-0.00429432 	-0.00285232 	-0.287148   	0.00574034  	-0.00277462 	-0.011079   	-8.96022e-05	0.0155858   	0.0741119   	-0.00282147 	-0.142461   	0.0327221   	-0.00256291 	-0.00198527 	0.00856395  	0.0504098   
4.065 	-0.00161463 	-0.193827   	-0.00224075 	0.00739539  	-0.00569053 	0.0196546   	-0.00408248 	-0.209343   	0.00812597  	0.303351    	-0.127693   	-0.0339115  	-0.00511202 	-0.00412345 	-0.0140731  	-0.0175999  	0.00483046  	-0.00208361 	0.00416827  	-0.00688712 	-0.00706652 	0.00728152  	-7.03666    	0.256893    	-0.539352   	0.000905325 	0.00495166  	-0.447631   	0.00798405  	0.000956686 	-0.00298766 	-0.00349038 	0.0420404   	0.0312854   	0.00506738  	0.0266232   	0.0421073   	-0.0858754  	0.00556848  	-4.47561    	-0.491825   	-0.379824   	0.00968412  	0.0130363   	0.0120903   	-0.332667   	-0.00263286 	0.00375264  	0.0055876   	-0.0960396  	-0.0024972  	0.0107105   	-0.27658    	-0.00345726 	-0.000968261	0.00464693  	-0.00430806 	-0.00292359 	-0.329681   	0.00526009  	-0.00277847 	-0.0104145  	-0.00131667 	0.0159557   	0.0646429   	-0.00292181 	-0.137506   	0.0319969   	-0.00244029 	-0.00204039 	0.00685701  	0.0476171   
4.075 	-0.00157155 	-0.165637   	-0.00214736 	0.00711067  	-0.00634989 	0.0196728   	-0.00442071 	-0.236894   	0.00739388  	0.291317    	-0.137704   	-0.0334332  	-0.0061768  	-0.00397281 	-0.0152676  	-0.0171298  	0.00184876  	-0.00213441 	0.00463295  	-0.0045627  	0.0157833   	0.00777522  	-7.17489    	0.243472    	-0.540255   	0.00107407  	0.00378182  	-0.453031   	0.00727182  	0.00179207  	-0.002943   	-0.0037501  	0.035885    	0.0311387   	0.00500449  	0.0276614   	0.0421583   	-0.0925872  	0.00462681  	-4.55197    	-0.500386   	-0.388459   	0.00880149  	0.0157675   	0.0113039   	-0.344781   	-0.00247712 	0.00219593  	0.00485305  	-0.100753   	-0.00261378 	0.0106342   	-0.257248   	-0.00351268 	-0.000965555	0.00310691  	-0.00428674 	-0.0029697  	-0.359552   	0.00482426  	-0.00275376 	-0.00929466 	-0.0022301  	0.0163373   	0.0628407   	-0.0029913  	-0.12583    	0.0315201   	-0.00185267 	-0.00204114 	0.00572683  	0.0448591   
4.085 	-0.00149289 	-0.140138   	-0.00204422 	0.00707374  	-0.00650733 	0.0201291   	-0.00465595 	-0.257545   	0.00685176  	0.284129    	-0.145011   	-0.031624   	-0.00654661 	-0.00378901 	-0.015534   	-0.0161421  	0.000166279 	-0.00216297 	0.0057145   	-0.00193419 	0.0313911   	0.00879334  	-7.23385    	0.232275    	-0.535841   	0.00160635  	0.00337417  	-0.450183   	0.00704726  	0.00261565  	-0.00284302 	-0.00389217 	0.0368408   	0.0315108   	0.00554187  	0.0285656   	0.0421783   	-0.0953611  	0.00395804  	-4.64647    	-0.494756   	-0.393706   	0.00820417  	0.0190875   	0.0110578   	-0.361023   	-0.0022976  	0.00118404  	0.00430049  	-0.105321   	-0.00266824 	0.0109477   	-0.237109   	-0.00353232 	-0.000963399	0.00201463  	-0.00422926 	-0.00298436 	-0.376429   	0.00445151  	-0.00269992 	-0.00774048 	-0.00284642 	0.0167052   	0.0686883   	-0.0030285  	-0.108031   	0.0313178   	-0.000817105	-0.00198764 	0.00518383  	0.0422553   
4.095 	-0.00138164 	-0.118081   	-0.00193319 	0.00727585  	-0.00615818 	0.0210285   	-0.00478156 	-0.271331   	0.00650616  	0.281651    	-0.150012   	-0.0285486  	-0.00623179 	-0.00357441 	-0.0148836  	-0.0146998  	-0.000172552	-0.00216735 	0.00737308  	0.000917041 	0.0391396   	0.0103361   	-7.21576    	0.223552    	-0.526507   	0.00247693  	0.00372101  	-0.439535   	0.0072945   	0.00340196  	-0.00269211 	-0.00391651 	0.0443492   	0.0324242   	0.00666244  	0.0293298   	0.0421405   	-0.0943992  	0.00356983  	-4.76268    	-0.476116   	-0.395654   	0.00791307  	0.0229124   	0.0113322   	-0.380837   	-0.00209686 	0.000707552 	0.00394699  	-0.110057   	-0.00266119 	0.0116293   	-0.217127   	-0.00351621 	-0.000960535	0.00137325  	-0.00413574 	-0.00296296 	-0.380486   	0.00415758  	-0.00261751 	-0.00578897 	-0.00319002 	0.0170335   	0.0819204   	-0.00303354 	-0.0849287  	0.0314015   	0.000632263 	-0.00188229 	0.0052172   	0.0399127   
4.105 	-0.00124242 	-0.100081   	-0.00181647 	0.00769821  	-0.00531665 	0.0223574   	-0.00479557 	-0.278556   	0.00635756  	0.28355     	-0.153182   	-0.0243167  	-0.00527029 	-0.00333252 	-0.0133624  	-0.0128797  	0.00082261  	-0.00214685 	0.00954483  	0.00390276  	0.0387397   	0.0123804   	-7.12582    	0.217471    	-0.512806   	0.00364812  	0.00478427  	-0.421811   	0.00797928  	0.00412745  	-0.00249659 	-0.00382731 	0.0576522   	0.0338757   	0.00832339  	0.0299493   	0.0420215   	-0.0900486  	0.00345555  	-4.90302    	-0.446112   	-0.39452    	0.00793579  	0.027139    	0.0120834   	-0.403498   	-0.00187846 	0.000741186 	0.00380181  	-0.11528    	-0.00259576 	0.0126416   	-0.198241   	-0.00346571 	-0.000956206	0.00116858  	-0.00400746 	-0.00290275 	-0.372385   	0.00395462  	-0.00250821 	-0.00349134 	-0.00329173 	0.0172969   	0.102035    	-0.00300803 	-0.0575351  	0.0317687   	0.00244554  	-0.00172961 	0.00579588  	0.037922    
4.115 	-0.00108118 	-0.0865971  	-0.00169653 	0.00831314  	-0.00401478 	0.0240851   	-0.0047005  	-0.279776   	0.00640024  	0.289317    	-0.15506    	-0.0190779  	-0.00372506 	-0.00306784 	-0.0110485  	-0.0107679  	0.00308959  	-0.00210199 	0.0121447   	0.00693096  	0.0302322   	0.0148813   	-6.972      	0.214115    	-0.495422   	0.0050715   	0.00649778  	-0.39799    	0.00905078  	0.00477113  	-0.00226443 	-0.00363274 	0.0758227   	0.0358369   	0.0104587   	0.0304202   	0.0418023   	-0.0827848  	0.00359539  	-5.0686     	-0.40678    	-0.390631   	0.0082669   	0.0316484   	0.0132467   	-0.428146   	-0.00164682 	0.00124526  	0.00386639  	-0.121297   	-0.0024773  	0.0139335   	-0.181331   	-0.00338348 	-0.000950139	0.00137019  	-0.00384681 	-0.00280289 	-0.353239   	0.00385077  	-0.0023747  	-0.00091095 	-0.00318711 	0.0174713   	0.128313    	-0.00295493 	-0.0270145  	0.0324027   	0.00455909  	-0.00153606 	0.00687018  	0.0363554   
4.125 	-0.000904953	-0.0779174  	-0.00157601 	0.00908565  	-0.00230089 	0.0261654   	-0.00450311 	-0.27577    	0.00662251  	0.298293    	-0.15622    	-0.0130154  	-0.00168063 	-0.0027857  	-0.00804813 	-0.0084574  	0.00651729  	-0.00203436 	0.0150702   	0.00990898  	0.0139781   	0.0177742   	-6.76468    	0.213477    	-0.475142   	0.00668996  	0.00877063  	-0.369253   	0.0104441   	0.00531528  	-0.0020048  	-0.00334447 	0.0977997   	0.038256    	0.0129822   	0.0307395   	0.0414695   	-0.07319    	0.00395807  	-5.25922    	-0.360456   	-0.384409   	0.00888879  	0.0363106   	0.0147392   	-0.453822   	-0.00140704 	0.00216758  	0.00413458  	-0.12839    	-0.0023131  	0.015443    	-0.167187   	-0.00327328 	-0.000942503	0.00193309  	-0.00365719 	-0.0026644  	-0.324558   	0.00384987  	-0.00222053 	0.00187915  	-0.00291482 	0.0175349   	0.159848    	-0.00287835 	0.00535986  	0.033274    	0.00689807  	-0.00130967 	0.0083741   	0.0352639   
4.135 	-0.00072151 	-0.0741531  	-0.0014576  	0.00997516  	-0.000237304	0.0285384   	-0.00421396 	-0.267508   	0.00700716  	0.309693    	-0.157254   	-0.00633847 	0.000761147 	-0.0024921  	-0.00449118 	-0.00604396 	0.0109511   	-0.00194652 	0.0182057   	0.0127467   	-0.0093647  	0.0209773   	-6.51616    	0.215465    	-0.45283    	0.00844023  	0.0114914   	-0.336943   	0.0120832   	0.00574594  	-0.00172767 	-0.00297719 	0.122427    	0.0410595   	0.0157922   	0.0309053   	0.0410149   	-0.0619288  	0.00450285  	-5.47329    	-0.309676   	-0.376352   	0.00977287  	0.0409892   	0.0164647   	-0.479516   	-0.00116473 	0.00344571  	0.00459323  	-0.136805   	-0.00211195 	0.0170994   	-0.156486   	-0.00313983 	-0.000933853	0.00280004  	-0.00344286 	-0.00249014 	-0.288178   	0.0039514   	-0.00204999 	0.00479903  	-0.00251484 	0.0174687   	0.195578    	-0.00278327 	0.0382536   	0.0343418   	0.00937937  	-0.00105973 	0.0102282   	0.0346762   
4.145 	-0.000538995	-0.0752384  	-0.00134397 	0.0109375   	0.0021024   	0.0311335   	-0.00384679 	-0.256105   	0.00753212  	0.322649    	-0.158742   	0.00072579  	0.00348582  	-0.00219346 	-0.000525598	-0.00362261 	0.0161999   	-0.00184182 	0.021427    	0.0153595   	-0.0388755  	0.0243959   	-6.24017    	0.219908    	-0.42939    	0.0102555   	0.0145332   	-0.302504   	0.0138841   	0.00605336  	-0.00144343 	-0.00254789 	0.148497    	0.0441563   	0.0187752   	0.0309168   	0.0404362   	-0.0497199  	0.0051818   	-5.70793    	-0.257073   	-0.367006   	0.0108812   	0.0455461   	0.0183173   	-0.504204   	-0.000925771	0.00500954  	0.00522305  	-0.146739   	-0.00188371 	0.0188272   	-0.149764   	-0.00298862 	-0.000925059	0.00390423  	-0.00320877 	-0.00228459 	-0.246185   	0.00415058  	-0.00186786 	0.00776484  	-0.00202688 	0.0172573   	0.234325    	-0.00267533 	0.0703197   	0.0355559   	0.0119149   	-0.000796344	0.0123427   	0.0345988   
