q      	cage        
7.335 	-0.498727   
7.345 	-0.449836   
7.355 	-0.412236   
7.365 	-0.387097   
7.375 	-0.375035   
7.385 	-0.376097   
7.395 	-0.389769   
7.405 	-0.415003   
7.415 	-0.450274   
7.425 	-0.493642   
7.435 	-0.542846   
7.445 	-0.595396   
7.455 	-0.648681   
7.465 	-0.700079   
7.475 	-0.747066   
7.485 	-0.787321   
7.495 	-0.818822   
7.505 	-0.839924   
7.515 	-0.849431   
7.525 	-0.846638   
7.535 	-0.831364   
7.545 	-0.803949   
7.555 	-0.765248   
7.565 	-0.716584   
7.575 	-0.6597     
7.585 	-0.596681   
7.595 	-0.52987    
7.605 	-0.461769   
7.615 	-0.394936   
7.625 	-0.331881   
7.635 	-0.27496    
7.645 	-0.226278   
7.655 	-0.187604   
7.665 	-0.160294   
7.675 	-0.145237   
7.685 	-0.142812   
7.695 	-0.152876   
7.705 	-0.174758   
7.715 	-0.207293   
7.725 	-0.248854   
7.735 	-0.297422   
7.745 	-0.35066    
7.755 	-0.406002   
7.765 	-0.460754   
7.775 	-0.512196   
7.785 	-0.55769    
7.795 	-0.59478    
7.805 	-0.621291   
7.815 	-0.635411   
7.825 	-0.635764   
7.835 	-0.621468   
7.845 	-0.592163   
7.855 	-0.548038   
7.865 	-0.489817   
7.875 	-0.418743   
7.885 	-0.336525   
7.895 	-0.245286   
7.905 	-0.147478   
7.915 	-0.0457987  
7.925 	0.0569102   
7.935 	0.157764    
7.945 	0.253938    
7.955 	0.342774    
7.965 	0.421868    
7.975 	0.489161    
7.985 	0.543009    
7.995 	0.582235    
8.005 	0.606174    
8.015 	0.614687    
8.025 	0.608161    
8.035 	0.587493    
8.045 	0.554045    
8.055 	0.509596    
8.065 	0.456268    
8.075 	0.396443    
8.085 	0.332679    
8.095 	0.267607    
8.105 	0.203842    
8.115 	0.143882    
8.125 	0.0900219   
8.135 	0.0442739   
8.145 	0.00829844  
8.155 	-0.0166491  
8.165 	-0.0297565  
8.175 	-0.0306748  
8.185 	-0.0195212  
8.195 	0.00313554  
8.205 	0.0363074   
8.215 	0.0786334   
8.225 	0.12844     
8.235 	0.183812    
8.245 	0.242669    
8.255 	0.302855    
8.265 	0.362213    
8.275 	0.418677    
8.285 	0.470343    
8.295 	0.515544    
8.305 	0.552901    
8.315 	0.581379    
8.325 	0.600311    
8.335 	0.609416    
8.345 	0.608806    
8.355 	0.598961    
8.365 	0.58071     
8.375 	0.555183    
8.385 	0.523758    
8.395 	0.488001    
8.405 	0.449595    
8.415 	0.410268    
8.425 	0.37172     
8.435 	0.335556    
8.445 	0.303217    
8.455 	0.275922    
8.465 	0.254624    
8.475 	0.239974    
8.485 	0.232295    
8.495 	0.231574    
8.505 	0.237471    
8.515 	0.249332    
8.525 	0.266222    
8.535 	0.286971    
8.545 	0.310219    
8.555 	0.33448     
8.565 	0.358204    
8.575 	0.379844    
8.585 	0.397918    
8.595 	0.411075    
8.605 	0.418149    
8.615 	0.418208    
8.625 	0.410591    
8.635 	0.394941    
8.645 	0.371212    
8.655 	0.339678    
8.665 	0.300922    
8.675 	0.255808    
8.685 	0.205455    
8.695 	0.151187    
8.705 	0.0944847   
8.715 	0.0369278   
8.725 	-0.0198667  
8.735 	-0.0743063  
8.745 	-0.124883   
8.755 	-0.170232   
8.765 	-0.209181   
8.775 	-0.240792   
8.785 	-0.264398   
8.795 	-0.279622   
8.805 	-0.286391   
8.815 	-0.284934   
8.825 	-0.275768   
8.835 	-0.259674   
8.845 	-0.237665   
8.855 	-0.210943   
8.865 	-0.180849   
8.875 	-0.148807   
8.885 	-0.116271   
8.895 	-0.0846651  
8.905 	-0.0553275  
8.915 	-0.0294621  
8.925 	-0.00809168 
8.935 	0.00797879  
8.945 	0.0181901   
8.955 	0.0222466   
8.965 	0.0201229   
8.975 	0.0120596   
8.985 	-0.00145138 
8.995 	-0.0196917  
9.005 	-0.0417504  
9.015 	-0.0665654  
9.025 	-0.0929699  
9.035 	-0.119743   
9.045 	-0.145664   
9.055 	-0.16956    
9.065 	-0.190359   
9.075 	-0.207136   
9.085 	-0.219146   
9.095 	-0.225858   
9.105 	-0.226979   
9.115 	-0.222461   
9.125 	-0.212507   
9.135 	-0.197559   
9.145 	-0.178284   
9.155 	-0.155541   
9.165 	-0.130349   
9.175 	-0.103849   
9.185 	-0.0772479  
9.195 	-0.0517797  
9.205 	-0.0286489  
9.215 	-0.00898417 
9.225 	0.00620828  
9.235 	0.0160851   
9.245 	0.0200007   
9.255 	0.0175333   
9.265 	0.00850319  
9.275 	-0.00701925 
9.285 	-0.028715   
9.295 	-0.0560275  
9.305 	-0.0881831  
9.315 	-0.12422    
9.325 	-0.163022   
9.335 	-0.203364   
9.345 	-0.243954   
9.355 	-0.283483   
9.365 	-0.320671   
9.375 	-0.354317   
9.385 	-0.383339   
9.395 	-0.406816   
9.405 	-0.424018   
9.415 	-0.434429   
9.425 	-0.437769   
9.435 	-0.433995   
9.445 	-0.423303   
9.455 	-0.406117   
9.465 	-0.383067   
9.475 	-0.354965   
9.485 	-0.322772   
9.495 	-0.287556   
9.505 	-0.250456   
9.515 	-0.212634   
9.525 	-0.175232   
9.535 	-0.139332   
9.545 	-0.105915   
9.555 	-0.0758265  
9.565 	-0.0497511  
9.575 	-0.0281883  
9.585 	-0.0114398  
9.595 	0.000395887 
9.605 	0.00742102  
9.615 	0.00992832  
9.625 	0.00838314  
9.635 	0.00339924  
9.645 	-0.00429076 
9.655 	-0.0138691  
9.665 	-0.0244691  
9.675 	-0.0352129  
9.685 	-0.0452481  
9.695 	-0.0537832  
9.705 	-0.0601191  
9.715 	-0.0636766  
9.725 	-0.0640178  
9.735 	-0.0608613  
9.745 	-0.0540909  
9.755 	-0.0437559  
9.765 	-0.0300663  
9.775 	-0.0133791  
9.785 	0.00581944  
