q      	cage        
5.415 	-0.902638   
5.425 	-0.957757   
5.435 	-1.01556    
5.445 	-1.07901    
5.455 	-1.1506     
5.465 	-1.23223    
5.475 	-1.32515    
5.485 	-1.42992    
5.495 	-1.54636    
5.505 	-1.67354    
5.515 	-1.80988    
5.525 	-1.95314    
5.535 	-2.10056    
5.545 	-2.24895    
5.555 	-2.39481    
5.565 	-2.53449    
5.575 	-2.66432    
5.585 	-2.78074    
5.595 	-2.88047    
5.605 	-2.96063    
5.615 	-3.01885    
5.625 	-3.05335    
5.635 	-3.06305    
5.645 	-3.04756    
5.655 	-3.00724    
5.665 	-2.9432     
5.675 	-2.85719    
5.685 	-2.75162    
5.695 	-2.62941    
5.705 	-2.49393    
5.715 	-2.34884    
5.725 	-2.19797    
5.735 	-2.0452     
5.745 	-1.89429    
5.755 	-1.74877    
5.765 	-1.61182    
5.775 	-1.48613    
5.785 	-1.37386    
5.795 	-1.27653    
5.805 	-1.19501    
5.815 	-1.12949    
5.825 	-1.07948    
5.835 	-1.04387    
5.845 	-1.02097    
5.855 	-1.00859    
5.865 	-1.00417    
5.875 	-1.00484    
5.885 	-1.00759    
5.895 	-1.00936    
5.905 	-1.0072     
5.915 	-0.998362   
5.925 	-0.980423   
5.935 	-0.951385   
5.945 	-0.909749   
5.955 	-0.854574   
5.965 	-0.785515   
5.975 	-0.702831   
5.985 	-0.607377   
5.995 	-0.500567   
6.005 	-0.384318   
6.015 	-0.260971   
6.025 	-0.133201   
6.035 	-0.00391317 
6.045 	0.123874    
6.055 	0.247142    
6.065 	0.362989    
6.075 	0.46874     
6.085 	0.562048    
6.095 	0.640982    
6.105 	0.704096    
6.115 	0.750482    
6.125 	0.7798      
6.135 	0.792286    
6.145 	0.788739    
6.155 	0.770484    
6.165 	0.739318    
6.175 	0.697439    
6.185 	0.647355    
6.195 	0.591792    
6.205 	0.533579    
6.215 	0.475552    
6.225 	0.420435    
6.235 	0.370747    
6.245 	0.328705    
6.255 	0.296145    
6.265 	0.274459    
6.275 	0.264546    
6.285 	0.26679     
6.295 	0.281048    
6.305 	0.306668    
6.315 	0.342521    
6.325 	0.387053    
6.335 	0.438352    
6.345 	0.494231    
6.355 	0.552314    
6.365 	0.610139    
6.375 	0.665251    
6.385 	0.715302    
6.395 	0.758145    
6.405 	0.791914    
6.415 	0.815098    
6.425 	0.826598    
6.435 	0.825765    
6.445 	0.812426    
6.455 	0.786882    
6.465 	0.749898    
6.475 	0.702669    
6.485 	0.646766    
6.495 	0.584079    
6.505 	0.516737    
6.515 	0.447025    
6.525 	0.377296    
6.535 	0.309877    
6.545 	0.246983    
6.555 	0.190632    
6.565 	0.142569    
6.575 	0.104202    
6.585 	0.0765513   
6.595 	0.0602148   
6.605 	0.05535     
6.615 	0.0616729   
6.625 	0.0784737   
6.635 	0.104649    
6.645 	0.138751    
6.655 	0.179043    
6.665 	0.223574    
6.675 	0.270258    
6.685 	0.31695     
6.695 	0.361536    
6.705 	0.40201     
6.715 	0.436555    
6.725 	0.463606    
6.735 	0.481912    
6.745 	0.490577    
6.755 	0.489093    
6.765 	0.477354    
6.775 	0.455655    
6.785 	0.424676    
6.795 	0.385448    
6.805 	0.339313    
6.815 	0.287865    
6.825 	0.232885    
6.835 	0.176269    
6.845 	0.119954    
6.855 	0.0658394   
6.865 	0.0157152   
6.875 	-0.0288069  
6.885 	-0.0663546  
6.895 	-0.0958457  
6.905 	-0.116527   
6.915 	-0.127999   
6.925 	-0.130228   
6.935 	-0.123542   
6.945 	-0.108616   
6.955 	-0.0864359  
6.965 	-0.0582619  
6.975 	-0.0255719  
6.985 	0.00999766  
6.995 	0.0467183   
7.005 	0.0828389   
7.015 	0.116654    
7.025 	0.146572    
7.035 	0.171174    
7.045 	0.189269    
7.055 	0.199938    
7.065 	0.202569    
7.075 	0.196873    
7.085 	0.182894    
7.095 	0.161005    
7.105 	0.131888    
7.115 	0.0965032   
7.125 	0.0560488   
7.135 	0.011911    
7.145 	-0.0343924  
7.155 	-0.0812737  
7.165 	-0.127138   
7.175 	-0.170446   
7.185 	-0.209773   
7.195 	-0.243867   
7.205 	-0.271689   
7.215 	-0.292458   
7.225 	-0.305675   
7.235 	-0.311139   
7.245 	-0.308951   
7.255 	-0.299508   
7.265 	-0.283481   
