q      	sum          	Hg-I_2       	H_1-I_2      	I_2-I_2      	I_1-I_2      	O-Hg         	O-I_1        	H_2-Hg       	C-I_1        	H_1-I_1      	H_1-H_1      	C-C          	O-O          	H_2-H_2      	C-H_2        	O-I_2        	C-H_1        	C-I_2        	Hg-I_1       	O-H_2        	Hg-Hg        	H_1-H_2      	H_2-I_1      	O-H_1        	O-C          	H_1-Hg       	I_1-I_1      	H_2-I_2      	C-Hg        
6.395 	7687.5      	-123.008    	0.214027    	772.957     	-18.1389    	8.38159     	5.79513     	-0.0811099  	-2.00543    	0.120216    	6.59093     	1417.54     	2685.98     	2.19089     	8.0127      	4.1449      	-7.28258    	0.129916    	-123.008    	4.06464     	2218.26     	0.263056    	0.0184072   	-7.31354    	67.0296     	-0.748885   	772.957     	0.0285711   	-5.58911    
6.405 	7670.81     	-121.84     	0.230473    	771.373     	-19.8063    	9.38343     	5.63135     	-0.0846266  	-1.82653    	0.122187    	6.52755     	1415.88     	2680.1      	2.17139     	8.07386     	4.29049     	-6.84384    	0.0957328   	-121.84     	4.20367     	2214.41     	0.258018    	0.0200682   	-6.55062    	61.3932     	-0.750883   	771.373     	0.0286683   	-5.21178    
6.415 	7654.5      	-120.589    	0.246018    	769.792     	-21.4022    	10.3354     	5.46868     	-0.0865993  	-1.63524    	0.123733    	6.465       	1414.27     	2674.24     	2.15209     	8.13202     	4.37162     	-6.406      	0.0620029   	-120.589    	4.33993     	2210.58     	0.252984    	0.0208492   	-5.79836    	55.9163     	-0.752733   	769.792     	0.0281525   	-4.82476    
6.425 	7638.54     	-119.255    	0.260283    	768.216     	-22.9223    	11.229      	5.30912     	-0.0869068  	-1.43692    	0.124838    	6.4033      	1412.69     	2668.41     	2.133       	8.18728     	4.38701     	-5.96857    	0.0314602   	-119.255    	4.47294     	2206.75     	0.247947    	0.0208183   	-5.05735    	50.5892     	-0.754428   	768.216     	0.0270705   	-4.43203    
6.435 	7622.87     	-117.841    	0.272942    	766.644     	-24.3626    	12.0584     	5.15347     	-0.0854904  	-1.23704    	0.125526    	6.34247     	1411.14     	2662.59     	2.11412     	8.23976     	4.33796     	-5.53119    	0.00667694  	-117.841    	4.60224     	2202.93     	0.242899    	0.0200806   	-4.32815    	45.398      	-0.755935   	766.644     	0.0254882   	-4.03798    
6.445 	7607.47     	-116.348    	0.283731    	765.076     	-25.7193    	12.8206     	5.00152     	-0.0823579  	-1.04093    	0.125854    	6.28254     	1409.62     	2656.76     	2.09544     	8.28964     	4.22823     	-5.09366    	-0.010035   	-116.348    	4.72747     	2199.13     	0.237832    	0.0187712   	-3.61124    	40.3258     	-0.757198   	765.076     	0.0234882   	-3.64734    
6.455 	7592.28     	-114.777    	0.292447    	763.511     	-26.989     	13.515      	4.85218     	-0.0775845  	-0.853538   	0.1259      	6.22353     	1408.12     	2650.93     	2.07696     	8.33713     	4.06382     	-4.6559     	-0.0167188  	-114.777    	4.8483      	2195.33     	0.232741    	0.0170458   	-2.90702    	35.3527     	-0.758144   	763.511     	0.0211663   	-3.26517    
6.465 	7577.28     	-113.131    	0.298947    	761.951     	-28.1685    	14.1432     	4.7037      	-0.0713108  	-0.679255   	0.125753    	6.16546     	1406.63     	2645.08     	2.05868     	8.38245     	3.85268     	-4.21801    	-0.011862   	-113.131    	4.9645      	2191.54     	0.227621    	0.0150715   	-2.21579    	30.4574     	-0.758701   	761.951     	0.018628    	-2.89679    
6.475 	7562.43     	-111.411    	0.303143    	760.395     	-29.2549    	14.7084     	4.55396     	-0.0637389  	-0.52173    	0.125502    	6.10832     	1405.13     	2639.21     	2.04059     	8.42584     	3.60434     	-3.78028    	0.00552609  	-111.411    	5.07595     	2187.76     	0.22247     	0.0130164   	-1.53772    	25.6182     	-0.758798   	760.395     	0.0159842   	-2.5476     
6.485 	7547.7      	-109.619    	0.304998    	758.843     	-30.2456    	15.2149     	4.40065     	-0.0551253  	-0.383735   	0.125225    	6.05213     	1403.63     	2633.32     	2.0227      	8.46751     	3.32945     	-3.34311    	0.0358529   	-109.619    	5.18261     	2183.99     	0.217287    	0.0110406   	-0.87283    	20.8137     	-0.758379   	758.843     	0.0133468   	-2.223      
6.495 	7533.06     	-107.756    	0.30452     	757.294     	-31.1383    	15.6678     	4.24155     	-0.0457711  	-0.267081   	0.124981    	5.99689     	1402.11     	2627.4      	2.00501     	8.50768     	3.03929     	-2.90709    	0.0789004   	-107.756    	5.28455     	2180.23     	0.212075    	0.00928743  	-0.22103    	16.0245     	-0.757404   	757.294     	0.0108243   	-1.92813    
6.505 	7518.5      	-105.825    	0.301756    	755.75      	-31.9311    	16.0723     	4.0747      	-0.0360112  	-0.172574   	0.124801    	5.94257     	1400.57     	2621.45     	1.98751     	8.54651     	2.74527     	-2.47289    	0.133807    	-105.825    	5.38191     	2176.48     	0.206838    	0.00787628  	0.417912    	11.2338     	-0.755852   	755.75      	0.00851804  	-1.6677     
6.515 	7504.01     	-103.828    	0.296784    	754.21      	-32.6223    	16.4334     	3.89861     	-0.0262011  	-0.100026   	0.124684    	5.88915     	1399        	2615.48     	1.9702      	8.58414     	2.45841     	-2.04129    	0.199076    	-103.828    	5.47494     	2172.73     	0.201582    	0.00689701  	1.04434     	6.42834     	-0.753719   	754.21      	0.00651786  	-1.44578    
6.525 	7489.59     	-101.765    	0.289711    	752.673     	-33.2105    	16.7556     	3.71237     	-0.0167026  	-0.0483082  	0.124593    	5.8366      	1397.39     	2609.5      	1.95308     	8.62067     	2.18892     	-1.61312    	0.272609    	-101.765    	5.56391     	2169        	0.196317    	0.00640646  	1.65871     	1.59936     	-0.751011   	752.673     	0.00489938  	-1.26555    
6.535 	7475.24     	-99.6407    	0.280661    	751.141     	-33.6947    	17.0427     	3.51571     	-0.00786979 	-0.015445   	0.124456    	5.78489     	1395.74     	2603.51     	1.93614     	8.65614     	1.94568     	-1.18926    	0.351772    	-99.6407    	5.64917     	2165.28     	0.191051    	0.00642694  	2.26153     	-3.25715    	-0.747741   	751.141     	0.00372117  	-1.12911    
6.545 	7460.97     	-97.4553    	0.269777    	749.613     	-34.0742    	17.2972     	3.30908     	-3.37716e-05	0.00125047  	0.124167    	5.73396     	1394.05     	2597.52     	1.9194      	8.69055     	1.73599     	-0.770526   	0.433482    	-97.4553    	5.73107     	2161.56     	0.185797    	0.00694683  	2.85337     	-8.1401     	-0.743909   	749.613     	0.00302307  	-1.03732    
6.555 	7446.81     	-95.2114    	0.257218    	748.088     	-34.3487    	17.5212     	3.09357     	0.00651077  	0.00501614  	0.123586    	5.68377     	1392.32     	2591.53     	1.90284     	8.72385     	1.5652      	-0.357732   	0.514327    	-95.2114    	5.80997     	2157.85     	0.180566    	0.00792312  	3.43482     	-13.0433    	-0.739497   	748.088     	0.00282516  	-0.989622   
6.565 	7432.78     	-92.911     	0.243154    	746.568     	-34.5179    	17.7154     	2.8709      	0.0115184   	-0.000541594	0.122552    	5.63427     	1390.54     	2585.56     	1.88646     	8.75595     	1.43662     	0.0484083   	0.590695    	-92.911     	5.88622     	2154.16     	0.17537     	0.00928575  	4.00646     	-17.956     	-0.734451   	746.568     	0.0031277   	-0.983963   
6.575 	7418.9      	-90.5563    	0.227766    	745.052     	-34.5822    	17.88       	2.64326     	0.0148035   	-0.0116406  	0.120887    	5.58539     	1388.73     	2579.61     	1.87026     	8.78673     	1.35136     	0.447283    	0.65893     	-90.5563    	5.96012     	2150.47     	0.17022     	0.0109432   	4.56884     	-22.8628    	-0.728674   	745.052     	0.00391186  	-1.01677    
6.585 	7405.22     	-88.1493    	0.21125     	743.539     	-34.5422    	18.015      	2.4132      	0.0162493   	-0.0245168  	0.118404    	5.5371      	1386.89     	2573.69     	1.85424     	8.81605     	1.30843     	0.838408    	0.715489    	-88.1493    	6.03193     	2146.79     	0.165126    	0.0127895   	5.12241     	-27.7451    	-0.722013   	743.539     	0.00514121  	-1.08295    
6.595 	7391.75     	-85.6922    	0.193812    	742.031     	-34.3986    	18.1196     	2.18348     	0.0158129   	-0.0356103  	0.114921    	5.48934     	1385.02     	2567.81     	1.8384      	8.84374     	1.30482     	1.22144     	0.757113    	-85.6922    	6.10184     	2143.12     	0.160096    	0.014711    	5.66759     	-32.5817    	-0.714255   	742.031     	0.00676394  	-1.17604    
6.605 	7378.53     	-83.1871    	0.175672    	740.526     	-34.1527    	18.1937     	1.95686     	0.0135286   	-0.0417335  	0.110269    	5.44207     	1383.12     	2561.96     	1.82273     	8.86965     	1.33575     	1.59618     	0.780978    	-83.1871    	6.16996     	2139.46     	0.155138    	0.0165943   	6.20464     	-37.3499    	-0.705124   	740.526     	0.00871566  	-1.28832    
6.615 	7365.6      	-80.6364    	0.157064    	739.025     	-33.8059    	18.2372     	1.736       	0.00950715  	-0.0402151  	0.104303    	5.39524     	1381.22     	2556.15     	1.80723     	8.8936      	1.39492     	1.96259     	0.784854    	-80.6364    	6.23635     	2135.8      	0.150255    	0.0183331   	6.73376     	-42.0266    	-0.694289   	739.025     	0.0109226   	-1.41105    
6.625 	7352.98     	-78.0421    	0.138236    	737.529     	-33.3599    	18.2508     	1.52326     	0.0039321   	-0.0290127  	0.0969114   	5.34883     	1379.3      	2550.38     	1.7919      	8.91548     	1.47493     	2.32076     	0.767228    	-78.0421    	6.30095     	2132.16     	0.145448    	0.0198348   	7.25501     	-46.5896    	-0.681374   	737.529     	0.0133051   	-1.5348     
6.635 	7340.7      	-75.4065    	0.119447    	736.036     	-32.8168    	18.236      	1.32057     	-0.00294699 	-0.0067903  	0.088027    	5.30281     	1377.39     	2544.64     	1.77674     	8.93516     	1.56762     	2.67091     	0.727417    	-75.4065    	6.36367     	2128.52     	0.140718    	0.0210252   	7.76834     	-51.0187    	-0.665973   	736.036     	0.0157812   	-1.64976    
6.645 	7328.77     	-72.7319    	0.100966    	734.547     	-32.179     	18.1953     	1.12935     	-0.0108243  	0.0270431   	0.0776324   	5.25717     	1375.48     	2538.93     	1.76174     	8.95256     	1.66455     	3.01336     	0.665638    	-72.7319    	6.42433     	2124.9      	0.136061    	0.0218531   	8.27359     	-55.2965    	-0.647671   	734.547     	0.0182701   	-1.7461     
6.655 	7317.21     	-70.0205    	0.0830666   	733.062     	-31.4489    	18.1322     	0.950429    	-0.01935    	0.0723333   	0.0657659   	5.21189     	1373.58     	2533.24     	1.7469      	8.96763     	1.75738     	3.34852     	0.583053    	-70.0205    	6.48269     	2121.28     	0.131471    	0.0222921   	8.77055     	-59.4098    	-0.626076   	733.062     	0.0206956   	-1.8144     
6.665 	7306.02     	-67.2746    	0.0660245   	731.581     	-30.6294    	18.0512     	0.78404     	-0.0281443  	0.128219    	0.052525    	5.16698     	1371.71     	2527.55     	1.73221     	8.98039     	1.83828     	3.67685     	0.481771    	-67.2746    	6.5385      	2117.67     	0.126942    	0.0223415   	9.25892     	-63.3496    	-0.60084    	731.581     	0.0229888   	-1.84601    
6.675 	7295.19     	-64.4964    	0.0501073   	730.104     	-29.7237    	17.9575     	0.629795    	-0.0368134  	0.193203    	0.0380667   	5.12245     	1369.85     	2521.86     	1.71768     	8.99087     	1.90031     	3.99884     	0.364812    	-64.4964    	6.59146     	2114.07     	0.122464    	0.0220253   	9.73837     	-67.1122    	-0.571695   	730.104     	0.0250908   	-1.83347    
6.685 	7284.72     	-61.6883    	0.0355686   	728.631     	-28.735     	17.857      	0.48676     	-0.0449656  	0.265257    	0.0226061   	5.07831     	1368.03     	2516.16     	1.7033      	8.99914     	1.93774     	4.31498     	0.236032    	-61.6883    	6.64129     	2110.48     	0.118029    	0.0213899   	10.2086     	-70.6988    	-0.538484   	728.631     	0.0269541   	-1.77082    
6.695 	7274.58     	-58.8526    	0.0226389   	727.161     	-27.6669    	17.7559     	0.353527    	-0.052228   	0.341947    	0.00641135  	5.03459     	1366.23     	2510.43     	1.68906     	9.00532     	1.94622     	4.62573     	0.100008    	-58.8526    	6.68768     	2106.89     	0.113626    	0.0204999   	10.6692     	-74.1161    	-0.501183   	727.161     	0.0285445   	-1.65394    
6.705 	7264.76     	-55.9915    	0.0115164   	725.696     	-26.5231    	17.6601     	0.228325    	-0.0582618  	0.420575    	-0.0102032  	4.99129     	1364.46     	2504.65     	1.67496     	9.00955     	1.92303     	4.93149     	-0.0381056  	-55.9915    	6.73039     	2103.32     	0.109246    	0.0194338   	11.1199     	-77.3751    	-0.459926   	725.696     	0.029841    	-1.48074    
6.715 	7255.21     	-53.1073    	0.002358    	724.234     	-25.3076    	17.5752     	0.109152    	-0.0627774  	0.498339    	-0.0268864  	4.94845     	1362.73     	2498.81     	1.661       	9.01198     	1.86706     	5.2326      	-0.172753   	-53.1073    	6.76919     	2099.75     	0.104881    	0.0182782   	11.5605     	-80.4914    	-0.415021   	724.234     	0.0308359   	-1.25133    
6.725 	7245.91     	-50.2025    	-0.00472902 	722.777     	-24.0245    	17.5062     	-0.00608819 	-0.0655459  	0.57248     	-0.0432615  	4.90609     	1361.02     	2492.91     	1.64718     	9.01279     	1.77886     	5.52932     	-0.298174   	-50.2025    	6.80391     	2096.2      	0.100522    	0.017122    	11.991      	-83.484     	-0.366955   	722.777     	0.0315341   	-0.968092   
6.735 	7236.8      	-47.2791    	-0.00969448 	721.323     	-22.6782    	17.4564     	-0.119436   	-0.0664095  	0.640436    	-0.0589397  	4.86424     	1359.33     	2486.93     	1.63349     	9.01214     	1.66052     	5.82181     	-0.408616   	-47.2791    	6.83444     	2092.65     	0.0961657   	0.0160504   	12.4112     	-86.3741    	-0.316393   	721.323     	0.0319521   	-0.635628   
6.745 	7227.86     	-44.3397    	-0.0125507  	719.873     	-21.2732    	17.4281     	-0.232738   	-0.065288   	0.699979    	-0.073534   	4.82292     	1357.66     	2480.86     	1.61993     	9.01021     	1.51549     	6.11014     	-0.498551   	-44.3397    	6.86072     	2089.11     	0.0918072   	0.0151399   	12.8213     	-89.1846    	-0.264163   	719.873     	0.0321156   	-0.260641   
6.755 	7219.03     	-41.3864    	-0.0133759  	718.427     	-19.814     	17.4217     	-0.347523   	-0.0621821  	0.749326    	-0.086674   	4.78214     	1356.01     	2474.7      	1.60649     	9.00713     	1.34833     	6.39429     	-0.562893   	-41.3864    	6.88275     	2085.57     	0.0874457   	0.0144534   	13.2214     	-91.9388    	-0.211234   	718.427     	0.0320581   	0.148292    
6.765 	7210.27     	-38.4216    	-0.012315   	716.985     	-18.3054    	17.4358     	-0.464891   	-0.0571732  	0.787237    	-0.0980208  	4.74193     	1354.37     	2468.45     	1.59318     	9.00303     	1.16449     	6.67417     	-0.597203   	-38.4216    	6.9006      	2082.05     	0.0830826   	0.0140363   	13.6119     	-94.659     	-0.158685   	716.985     	0.0318183   	0.581033    
6.775 	7201.53     	-35.4475    	-0.00957797 	715.547     	-16.7524    	17.4671     	-0.585443   	-0.0504198  	0.81307     	-0.107281   	4.70228     	1352.74     	2462.1      	1.57999     	8.99801     	0.96993     	6.94959     	-0.597874   	-35.4475    	6.9144      	2078.54     	0.0787213   	0.0139143   	13.9931     	-97.3658    	-0.107659   	715.547     	0.031438    	1.02627     
6.785 	7192.79     	-32.4665    	-0.00543438 	714.112     	-15.1597    	17.5106     	-0.709224   	-0.0421506  	0.826821    	-0.114221   	4.6632      	1351.1      	2455.66     	1.56692     	8.99211     	0.770811    	7.22033     	-0.562289   	-32.4665    	6.9243      	2075.03     	0.0743676   	0.0140921   	14.3655     	-100.077    	-0.0593152  	714.112     	0.0309595   	1.47196     
6.795 	7183.99     	-29.4808    	-0.000206109	712.682     	-13.5326    	17.5597     	-0.835718   	-0.0326541  	0.829114    	-0.118674   	4.62469     	1349.46     	2449.14     	1.55397     	8.98537     	0.573189    	7.48615     	-0.488952   	-29.4808    	6.93049     	2071.53     	0.0700287   	0.0145537   	14.7297     	-102.806    	-0.0147803  	712.682     	0.0304237   	1.90581     
6.805 	7175.13     	-26.4926    	0.00574332  	711.255     	-11.876     	17.6067     	-0.963857   	-0.0222659  	0.821177    	-0.120555   	4.58674     	1347.81     	2442.54     	1.54114     	8.97777     	0.382701    	7.74676     	-0.377569   	-26.4926    	6.93319     	2068.04     	0.0657137   	0.0152637   	15.0862     	-105.564    	0.0249108   	711.255     	0.0298683   	2.31581     
6.815 	7166.16     	-23.5043    	0.0120215   	709.832     	-10.1953    	17.6427     	-1.09208    	-0.0113541  	0.804773    	-0.119861   	4.54934     	1346.14     	2435.87     	1.52842     	8.96926     	0.204305    	8.00188     	-0.229099   	-23.5043    	6.93261     	2064.56     	0.0614323   	0.0161706   	15.4355     	-108.356    	0.0588666   	709.832     	0.0293261   	2.69071     
6.825 	7157.08     	-20.5179    	0.0182218   	708.413     	-8.49549    	17.6587     	-1.21841    	-0.000303306	0.782119    	-0.116677   	4.51246     	1344.45     	2429.16     	1.51582     	8.95977     	0.0420722   	8.25128     	-0.0457507  	-20.5179    	6.92896     	2061.08     	0.0571945   	0.0172097   	15.7781     	-111.182    	0.086388    	708.413     	0.028824    	3.0205      
6.835 	7147.87     	-17.5358    	0.0239389   	706.998     	-6.78194    	17.6457     	-1.34056    	0.0105026   	0.755769    	-0.111175   	4.4761      	1342.73     	2422.4      	1.50334     	8.94918     	-0.10097    	8.49473     	0.169058    	-17.5358    	6.92243     	2057.62     	0.0530103   	0.0183083   	16.1146     	-114.038    	0.107011    	706.998     	0.0283826   	3.29684     
6.845 	7138.53     	-14.5602    	0.0287858   	705.586     	-5.05983    	17.5952     	-1.45604    	0.0206966   	0.728497    	-0.103608   	4.44022     	1340.99     	2415.61     	1.49097     	8.93738     	-0.222916   	8.73205     	0.410791    	-14.5602    	6.91318     	2054.16     	0.0488889   	0.0193903   	16.4453     	-116.916    	0.120538    	705.586     	0.0280155   	3.51345     
