q      	sum          	Hg-I_2       	H_1-I_2      	I_2-I_2      	I_1-I_2      	O-Hg         	O-I_1        	H_2-Hg       	C-I_1        	H_1-I_1      	H_1-H_1      	C-C          	O-O          	H_2-H_2      	C-H_2        	O-I_2        	C-H_1        	C-I_2        	Hg-I_1       	O-H_2        	Hg-Hg        	H_1-H_2      	H_2-I_1      	O-H_1        	O-C          	H_1-Hg       	I_1-I_1      	H_2-I_2      	C-Hg        
5.675 	9802.73     	31.1276     	0.0388677   	897.861     	-14.0378    	-36.3191    	-3.94681    	0.179385    	0.0304933   	0.065789    	14.3386     	1629.71     	3394.15     	4.41506     	-3.65982    	-2.20396    	-40.3934    	-0.72948    	31.1276     	-13.5437    	2521.6      	0.414375    	0.0187872   	-99.4343    	587.107     	1.66122     	897.861     	-0.0278517  	5.30875     
5.685 	9765.13     	26.6513     	0.0758607   	895.977     	-11.4332    	-36.3943    	-3.5147     	0.182218    	-0.0253443  	0.0716577   	14.1699     	1625.26     	3378.92     	4.36877     	-3.3664     	-2.14638    	-40.0989    	-1.16549    	26.6513     	-13.1733    	2517.01     	0.41953     	0.0144982   	-97.5291    	581.176     	1.5938      	895.977     	-0.0219357  	5.48027     
5.695 	9727.67     	22.188      	0.11374     	894.097     	-8.81429    	-36.3901    	-3.11748    	0.182727    	-0.0645756  	0.0905826   	14.0033     	1620.8      	3363.9      	4.32306     	-3.07744    	-2.09501    	-39.7908    	-1.58283    	22.188      	-12.8089    	2512.43     	0.424401    	0.0101587   	-95.6388    	575.09      	1.5311      	894.097     	-0.0163587  	5.60008     
5.705 	9690.32     	17.741      	0.151621    	892.222     	-6.18898    	-36.2925    	-2.76997    	0.180986    	-0.0882959  	0.121644    	13.839      	1616.32     	3349.09     	4.27794     	-2.79264    	-2.05205    	-39.4705    	-1.97347    	17.741      	-12.4502    	2507.86     	0.428947    	0.00600158  	-93.763     	568.844     	1.4744      	892.222     	-0.0112694  	5.65557     
5.715 	9653.08     	13.3135     	0.188612    	890.351     	-3.56521    	-36.0905    	-2.48315    	0.17717     	-0.0978252  	0.163381    	13.6771     	1611.84     	3334.49     	4.23339     	-2.51177    	-2.01966    	-39.1393    	-2.33016    	13.3135     	-12.0966    	2503.3      	0.433126    	0.00223067  	-91.9015    	562.437     	1.42476     	890.351     	-0.00679449 	5.6365      
5.725 	9615.95     	8.90875     	0.223842    	888.484     	-0.950845   	-35.7767    	-2.2637     	0.171541    	-0.0946786  	0.213866    	13.5177     	1607.35     	3320.1      	4.18939     	-2.23465    	-1.99987    	-38.7985    	-2.64671    	8.90875     	-11.7477    	2498.75     	0.436905    	-0.000990946	-90.0544    	555.867     	1.38299     	888.484     	-0.00303553 	5.53546     
5.735 	9578.93     	4.52976     	0.256479    	886.621     	1.64635     	-35.3478    	-2.11388    	0.164436    	-0.0805457  	0.270815    	13.3608     	1602.86     	3305.93     	4.14594     	-1.96114    	-1.99451    	-38.4493    	-2.9182     	4.52976     	-11.4028    	2494.21     	0.440256    	-0.00354912 	-88.222     	549.133     	1.34958     	886.621     	-6.64823e-05	5.34814     
5.745 	9542        	0.179648    	0.285755    	884.763     	4.21872     	-34.8051    	-2.03162    	0.156246    	-0.0572791  	0.331694    	13.2064     	1598.39     	3291.96     	4.10303     	-1.69119    	-2.00515    	-38.0929    	-3.14117    	0.179648    	-11.0613    	2489.68     	0.443157    	-0.00538359 	-86.405     	542.24      	1.32463     	884.763     	0.00206723  	5.07353     
5.755 	9505.19     	-4.13855    	0.310985    	882.909     	6.75873     	-34.1544    	-2.01088    	0.147396    	-0.026889   	0.393849    	13.0546     	1593.92     	3278.2      	4.06065     	-1.4248     	-2.03296    	-37.7304    	-3.31373    	-4.13855    	-10.7225    	2485.17     	0.445598    	-0.00648938 	-84.6041    	535.192     	1.30789     	882.909     	0.00334884  	4.71395     
5.765 	9468.5      	-8.42184    	0.331591    	881.059     	9.25902     	-33.4058    	-2.04218    	0.138326    	0.00845882  	0.454629    	12.9053     	1589.49     	3264.63     	4.01879     	-1.16204    	-2.07866    	-37.3624    	-3.43562    	-8.42184    	-10.3858    	2480.66     	0.447578    	-0.0069146  	-82.8204    	527.999     	1.29868     	881.059     	0.00378924  	4.27497     
5.775 	9431.94     	-12.6673    	0.347114    	879.214     	11.7124     	-32.5734    	-2.11331    	0.129464    	0.0464456   	0.511507    	12.7583     	1585.1      	3251.25     	3.97744     	-0.903028   	-2.14241    	-36.9897    	-3.50818    	-12.6673    	-10.0508    	2476.17     	0.449104    	-0.0067548  	-81.0548    	520.671     	1.29595     	879.214     	0.00342513  	3.7652      
5.785 	9395.52     	-16.872     	0.357231    	877.372     	14.1118     	-31.6747    	-2.21021    	0.121207    	0.0846071   	0.562197    	12.6138     	1580.76     	3238.05     	3.93659     	-0.647938   	-2.22367    	-36.6127    	-3.53428    	-16.872     	-9.71709    	2471.69     	0.450194    	-0.00614454 	-79.3086    	513.223     	1.29828     	877.372     	0.00231639  	3.19591     
5.795 	9359.27     	-21.0331    	0.361767    	875.535     	16.4505     	-30.7292    	-2.31786    	0.113904    	0.120349    	0.604744    	12.4714     	1576.49     	3225.02     	3.89624     	-0.396962   	-2.32122    	-36.2317    	-3.51823    	-21.0331    	-9.38454    	2467.22     	0.450872    	-0.00524643 	-77.5828    	505.673     	1.30396     	875.535     	0.000542757 	2.58062     
5.805 	9323.2      	-25.1479    	0.360702    	873.702     	18.722      	-29.758     	-2.42126    	0.107839    	0.150976    	0.637609    	12.3312     	1572.29     	3212.16     	3.85638     	-0.150308   	-2.433      	-35.8466    	-3.46549    	-25.1479    	-9.05306    	2462.76     	0.45117     	-0.00423871 	-75.8786    	498.038     	1.31104     	873.702     	-0.00179991 	1.93453     
5.815 	9287.34     	-29.2135    	0.354171    	871.874     	20.9199     	-28.7823    	-2.50634    	0.103214    	0.173734    	0.65972     	12.1929     	1568.17     	3199.46     	3.81701     	0.0918176   	-2.55617    	-35.4574    	-3.38256    	-29.2135    	-8.72277    	2458.31     	0.451127    	-0.00330195 	-74.1967    	490.339     	1.31739     	871.874     	-0.0046037  	1.27396     
5.825 	9251.68     	-33.2274    	0.342465    	870.05      	23.0382     	-27.8224    	-2.56077    	0.100149    	0.185867    	0.670509    	12.0565     	1564.14     	3186.9      	3.77813     	0.329225    	-2.68709    	-35.0635    	-3.27661    	-33.2274    	-8.39394    	2453.87     	0.450783    	-0.00260589 	-72.5381    	482.596     	1.32085     	870.05      	-0.00775289 	0.615678    
5.835 	9216.26     	-37.1869    	0.326024    	868.229     	25.0712     	-26.8965    	-2.57473    	0.0986697   	0.184693    	0.669915    	11.9218     	1560.2      	3174.48     	3.73973     	0.561758    	-2.82133    	-34.6647    	-3.15525    	-37.1869    	-8.06695    	2449.44     	0.450183    	-0.00229711 	-70.9033    	474.828     	1.31927     	868.229     	-0.0111282  	-0.0237313  
5.845 	9181.09     	-41.0894    	0.305426    	866.414     	27.0133     	-26.0199    	-2.5414     	0.0987153   	0.167692    	0.658374    	11.7887     	1556.37     	3162.19     	3.70181     	0.789304    	-2.9538     	-34.26      	-3.02621    	-41.0894    	-7.74233    	2445.03     	0.44937     	-0.00248851 	-69.2926    	467.055     	1.31063     	866.414     	-0.0146108  	-0.628493   
5.855 	9146.18     	-44.9325    	0.28137     	864.602     	28.8596     	-25.2039    	-2.45732    	0.100139    	0.132607    	0.636773    	11.6572     	1552.63     	3150.03     	3.66438     	1.01181     	-3.07887    	-33.849     	-2.89704    	-44.9325    	-7.42068    	2440.62     	0.448388    	-0.00325105 	-67.7064    	459.294     	1.29312     	864.602     	-0.0180862  	-1.18424    
5.865 	9111.54     	-48.7137    	0.254659    	862.795     	30.6051     	-24.4557    	-2.32259    	0.102718    	0.077547    	0.606396    	11.527      	1548.99     	3137.99     	3.62741     	1.22927     	-3.19048    	-33.4307    	-2.77484    	-48.7137    	-7.10262    	2436.23     	0.447276    	-0.00460833 	-66.1444    	451.558     	1.26527     	862.795     	-0.0214478  	-1.67854    
5.875 	9077.18     	-52.4306    	0.226169    	860.991     	32.2453     	-23.7773    	-2.14077    	0.106167    	0.0010971   	0.568851    	11.3982     	1545.43     	3126.07     	3.59093     	1.44177     	-3.28242    	-33.0046    	-2.66602    	-52.4306    	-6.78883    	2431.85     	0.446071    	-0.0065345  	-64.6065    	443.857     	1.22595     	860.991     	-0.0245997  	-2.10134    
5.885 	9043.11     	-56.081     	0.196833    	859.192     	33.7763     	-23.166     	-1.91863    	0.110153    	-0.0975807  	0.525981    	11.2707     	1541.97     	3114.27     	3.55491     	1.64942     	-3.34846    	-32.5698    	-2.57602    	-56.081     	-6.47992    	2427.47     	0.444803    	-0.00895528 	-63.0922    	436.2       	1.17449     	859.192     	-0.0274594  	-2.44531    
5.895 	9009.32     	-59.6626    	0.1676      	857.398     	35.1941     	-22.6143    	-1.66571    	0.114312    	-0.218657   	0.479771    	11.1445     	1538.58     	3102.58     	3.51935     	1.85242     	-3.38268    	-32.1258    	-2.50921    	-59.6626    	-6.17648    	2423.11     	0.443497    	-0.0117524  	-61.6009    	428.589     	1.11066     	857.398     	-0.0299596  	-2.70605    
5.905 	8975.83     	-63.1731    	0.139413    	855.607     	36.4955     	-22.1107    	-1.39371    	0.118269    	-0.361564   	0.432254    	11.0195     	1535.27     	3091.01     	3.48426     	2.05101     	-3.37966    	-31.6721    	-2.4687     	-63.1731    	-5.87899    	2418.76     	0.442172    	-0.0147708  	-60.1317    	421.025     	1.03472     	855.607     	-0.0320495  	-2.88227    
5.915 	8942.62     	-66.6106    	0.113175    	853.821     	37.6773     	-21.6398    	-1.1158     	0.121652    	-0.524949   	0.385417    	10.8959     	1532.01     	3079.56     	3.44962     	2.24545     	-3.33475    	-31.2086    	-2.45631    	-66.6106    	-5.5878     	2414.42     	0.44084     	-0.0178284  	-58.6839    	413.501     	0.947421    	853.821     	-0.0336957  	-2.97568    
5.925 	8909.7      	-69.973     	0.0897173   	852.038     	38.737      	-21.1839    	-0.845779   	0.124115    	-0.706661   	0.341113    	10.7736     	1528.81     	3068.24     	3.41543     	2.43605     	-3.24435    	-30.7352    	-2.47254    	-69.973     	-5.30313    	2410.09     	0.439505    	-0.0207278  	-57.2563    	406.013     	0.849917    	852.038     	-0.0348823  	-2.99098    
5.935 	8877.05     	-73.2583    	0.0697752   	850.26      	39.6722     	-20.7235    	-0.597302   	0.125352    	-0.903768   	0.300982    	10.6526     	1525.65     	3057.03     	3.38167     	2.6231      	-3.10609    	-30.2519    	-2.51658    	-73.2583    	-5.02507    	2405.77     	0.438168    	-0.0232692  	-55.8481    	398.549     	0.74377     	850.26      	-0.0356103  	-2.93552    
5.945 	8844.69     	-76.4646    	0.0539594   	848.487     	40.4811     	-20.2387    	-0.383026   	0.12511     	-1.11261    	0.266394    	10.5331     	1522.53     	3045.96     	3.34834     	2.80689     	-2.919      	-29.7593    	-2.58644    	-76.4646    	-4.75353    	2401.47     	0.436823    	-0.0252633  	-54.4581    	391.098     	0.63086     	848.487     	-0.035897   	-2.81904    
5.955 	8812.6      	-79.5901    	0.0427367   	846.717     	41.1623     	-19.7107    	-0.21388    	0.123202    	-1.3289     	0.238395    	10.415      	1519.43     	3035.03     	3.31544     	2.9877      	-2.68371    	-29.2578    	-2.67902    	-79.5901    	-4.48828    	2397.17     	0.435459    	-0.0265439  	-53.0855    	383.647     	0.513304    	846.717     	-0.0357744  	-2.65322    
5.965 	8780.79     	-82.6331    	0.0364135   	844.952     	41.7146     	-19.1223    	-0.0984073  	0.119512    	-1.54785    	0.217678    	10.2984     	1516.36     	3024.25     	3.28294     	3.16575     	-2.40247    	-28.7482    	-2.79032    	-82.6331    	-4.22897    	2392.88     	0.434062    	-0.0269796  	-51.7292    	376.184     	0.393369    	844.952     	-0.0352875  	-2.45121    
5.975 	8749.23     	-85.5918    	0.035125    	843.191     	42.1374     	-18.4597    	-0.0422482  	0.114006    	-1.76432    	0.204573    	10.1834     	1513.3      	3013.61     	3.25084     	3.34122     	-2.07919    	-28.2316    	-2.91562    	-85.5918    	-3.97511    	2388.61     	0.432616    	-0.0264833  	-50.3885    	368.695     	0.273375    	843.191     	-0.0344918  	-2.2271     
5.985 	8717.94     	-88.4647    	0.0388311   	841.434     	42.4304     	-17.7126    	-0.0477826  	0.106723    	-1.97302    	0.199049    	10.0699     	1510.26     	3003.13     	3.21913     	3.51421     	-1.71941    	-27.7089    	-3.04966    	-88.4647    	-3.72612    	2384.34     	0.431103    	-0.0250186  	-49.0627    	361.171     	0.155598    	841.434     	-0.0334514  	-1.9954     
5.995 	8686.92     	-91.2503    	0.0473183   	839.681     	42.5936     	-16.8759    	-0.113951   	0.0977826   	-2.16869    	0.200736    	9.95812     	1507.23     	2992.81     	3.18779     	3.68478     	-1.33016    	-27.1814    	-3.1869     	-91.2503    	-3.48139    	2380.09     	0.429503    	-0.0226045  	-47.7511    	353.603     	0.0421803   	839.681     	-0.0322356  	-1.77047    
6.005 	8656.15     	-93.9471    	0.0602079   	837.932     	42.6275     	-15.9492    	-0.23626    	0.087371    	-2.34635    	0.208961    	9.84796     	1504.22     	2982.66     	3.15683     	3.85291     	-0.919797   	-26.6503    	-3.32174    	-93.9471    	-3.24026    	2375.84     	0.4278      	-0.0193154  	-46.4532    	345.985     	-0.0649497  	837.932     	-0.0309168  	-1.56601    
6.015 	8625.64     	-96.5536    	0.0769705   	836.188     	42.5331     	-14.9374    	-0.406969   	0.0757368   	-2.50149    	0.222795    	9.73947     	1501.23     	2972.68     	3.12622     	4.01849     	-0.497726   	-26.1168    	-3.44869    	-96.5536    	-3.00208    	2371.61     	0.425975    	-0.0152789  	-45.1689    	338.315     	-0.16415    	836.188     	-0.0295671  	-1.39461    
6.025 	8595.39     	-99.0687    	0.0969466   	834.447     	42.3115     	-13.8506    	-0.615454   	0.0631783   	-2.63026    	0.241109    	9.63263     	1498.27     	2962.88     	3.09596     	4.18138     	-0.0741227  	-25.5821    	-3.5626     	-99.0687    	-2.76624    	2367.39     	0.424013    	-0.0106699  	-43.8978    	330.594     	-0.254116   	834.447     	-0.0282559  	-1.26726    
6.035 	8565.4      	-101.491    	0.119371    	832.711     	41.9643     	-12.7038    	-0.848708   	0.0500299   	-2.72965    	0.262638    	9.52744     	1495.34     	2953.25     	3.06605     	4.34138     	0.340432    	-25.0473    	-3.65882    	-101.491    	-2.53223    	2363.17     	0.421901    	-0.00570188 	-42.64      	322.826     	-0.333918   	832.711     	-0.0270466  	-1.19309    
6.045 	8535.67     	-103.82     	0.143403    	830.979     	41.4936     	-11.5158    	-1.09198    	0.0366483   	-2.79769    	0.286044    	9.42387     	1492.44     	2943.8      	3.03647     	4.49824     	0.735332    	-24.5134    	-3.73333    	-103.82     	-2.2996     	2358.97     	0.419628    	-0.000615921	-41.3955    	315.02      	-0.403017   	830.979     	-0.0259949  	-1.17905    
6.055 	8506.21     	-106.053    	0.168156    	829.251     	40.9017     	-10.3088    	-1.32947    	0.0233968   	-2.83347    	0.309982    	9.32189     	1489.59     	2934.53     	3.00721     	4.65169     	1.10035     	-23.9811    	-3.78285    	-106.053    	-2.06805    	2354.78     	0.417186    	0.00433207  	-40.1647    	307.184     	-0.461264   	829.251     	-0.0251459  	-1.22974    
6.065 	8477        	-108.191    	0.192733    	827.528     	40.1913     	-9.10713    	-1.54512    	0.0106307   	-2.83729    	0.333162    	9.22147     	1486.8      	2925.43     	2.97828     	4.80146     	1.42605     	-23.4512    	-3.80494    	-108.191    	-1.8374     	2350.6      	0.41457     	0.00888522  	-38.9478    	299.334     	-0.508879   	827.528     	-0.0245328  	-1.34739    
6.075 	8448.06     	-110.232    	0.216261    	825.808     	39.3653     	-7.93586    	-1.72337    	-0.0013173  	-2.8106     	0.354399    	9.12255     	1484.05     	2916.51     	2.94967     	4.94729     	1.70416     	-22.9241    	-3.798      	-110.232    	-1.60762    	2346.43     	0.411776    	0.0127997   	-37.7452    	291.481     	-0.546418   	825.808     	-0.0241751  	-1.53178    
6.085 	8419.38     	-112.175    	0.23792     	824.093     	38.4271     	-6.81991    	-1.84991    	-0.01215    	-2.75602    	0.372664    	9.0251      	1481.38     	2907.74     	2.92138     	5.08894     	1.92793     	-22.4001    	-3.76129    	-112.175    	-1.37882    	2342.27     	0.408804    	0.0158582   	-36.5575    	283.643     	-0.574722   	824.093     	-0.0240779  	-1.78045    
6.095 	8390.96     	-114.02     	0.256977    	822.382     	37.3803     	-5.78257    	-1.91231    	-0.0216174  	-2.6772     	0.387119    	8.92907     	1478.77     	2899.14     	2.8934      	5.22621     	2.09247     	-21.8792    	-3.69489    	-114.02     	-1.15122    	2338.12     	0.405654    	0.0178823   	-35.3851    	275.834     	-0.594857   	822.382     	-0.0242315  	-2.08881    
6.105 	8362.8      	-115.766    	0.272808    	820.675     	36.229      	-4.84439    	-1.90068    	-0.0295253  	-2.5787     	0.39714     	8.83441     	1476.23     	2890.68     	2.86574     	5.35896     	2.19492     	-21.3615    	-3.5997     	-115.766    	-0.925185   	2333.98     	0.40233     	0.0187424   	-34.2285    	268.068     	-0.608052   	820.675     	-0.0246114  	-2.45041    
6.115 	8334.89     	-117.413    	0.284924    	818.972     	34.9773     	-4.02213    	-1.80802    	-0.0357424  	-2.4658     	0.402333    	8.74109     	1473.76     	2882.37     	2.83838     	5.48712     	2.23471     	-20.8466    	-3.47727    	-117.413    	-0.701156   	2329.85     	0.398835    	0.0183653   	-33.0884    	260.358     	-0.615626   	818.972     	-0.0251796  	-2.85726    
6.125 	8307.25     	-118.959    	0.292987    	817.273     	33.6297     	-3.32791    	-1.6306     	-0.0402044  	-2.34427    	0.402535    	8.64908     	1471.37     	2874.19     	2.81134     	5.6107      	2.21356     	-20.3344    	-3.32979    	-118.959    	-0.479646   	2325.73     	0.395175    	0.016739    	-31.9651    	252.715     	-0.618928   	817.273     	-0.0258852  	-3.30019    
6.135 	8279.86     	-120.404    	0.296815    	815.578     	32.1909     	-2.76855    	-1.36804    	-0.0429148  	-2.22013    	0.397806    	8.55833     	1469.05     	2866.12     	2.78462     	5.72976     	2.13548     	-19.8244    	-3.15996    	-120.404    	-0.261203   	2321.62     	0.391354    	0.0139139   	-30.859     	245.146     	-0.619264   	815.578     	-0.0266669  	-3.76918    
6.145 	8252.73     	-121.749    	0.296391    	813.888     	30.6661     	-2.34526    	-1.02336    	-0.0439437  	-2.09938    	0.388409    	8.46884     	1466.79     	2858.18     	2.7582      	5.84448     	2.00669     	-19.3162    	-2.97086    	-121.749    	-0.0463823  	2317.52     	0.38738     	0.0100007   	-29.7706    	237.655     	-0.61785    	813.888     	-0.0274549  	-4.25377    
6.155 	8225.84     	-122.992    	0.291859    	812.201     	29.0603     	-2.05352    	-0.602718   	-0.0434237  	-1.98776    	0.374788    	8.38059     	1464.59     	2850.33     	2.7321      	5.95506     	1.83538     	-18.8095    	-2.76587    	-122.992    	0.164288    	2313.43     	0.383259    	0.00516519  	-28.7       	230.244     	-0.615762   	812.201     	-0.028174   	-4.74343    
6.165 	8199.22     	-124.134    	0.283512    	810.519     	27.379      	-1.88327    	-0.115187   	-0.0415432  	-1.89045    	0.35753     	8.29355     	1462.45     	2842.58     	2.7063      	6.06181     	1.63144     	-18.3038    	-2.54853    	-124.134    	0.370334    	2309.35     	0.378997    	-0.000379946	-27.6475    	222.911     	-0.613902   	810.519     	-0.0287463  	-5.22787    
6.175 	8172.85     	-125.174    	0.271781    	808.841     	25.6277     	-1.81939    	0.427748    	-0.038538   	-1.81188    	0.337334    	8.20773     	1460.35     	2834.91     	2.68082     	6.16506     	1.4061      	-17.7988    	-2.32248    	-125.174    	0.571365    	2305.28     	0.374602    	-0.00638569 	-26.6129    	215.651     	-0.612978   	808.841     	-0.0290948  	-5.6974     
6.185 	8146.74     	-126.112    	0.257212    	807.167     	23.8124     	-1.84239    	1.0127      	-0.034681   	-1.7555     	0.314968    	8.12311     	1458.3      	2827.32     	2.65565     	6.26519     	1.17144     	-17.2945    	-2.09133    	-126.112    	0.767092    	2301.22     	0.370082    	-0.0125793  	-25.5962    	208.457     	-0.613493   	807.167     	-0.0291467  	-6.14316    
6.195 	8120.91     	-126.949    	0.240443    	805.497     	21.9388     	-1.92934    	1.625       	-0.0302706  	-1.72364    	0.291231    	8.03969     	1456.27     	2819.81     	2.63078     	6.3626      	0.940009    	-16.7906    	-1.85859    	-126.949    	0.957345    	2297.17     	0.365443    	-0.0186779  	-24.597     	201.32      	-0.615749   	805.497     	-0.0288365  	-6.55736    
6.205 	8095.36     	-127.684    	0.222177    	803.831     	20.013      	-2.05489    	2.24932     	-0.0256185  	-1.7174     	0.266916    	7.95746     	1454.27     	2812.37     	2.60621     	6.45769     	0.724239    	-16.2873    	-1.62765    	-127.684    	1.14208     	2293.13     	0.360695    	-0.0244028  	-23.6151    	194.229     	-0.619858   	803.831     	-0.0281092  	-6.93336    
6.215 	8070.1      	-128.318    	0.203154    	802.169     	18.0412     	-2.19245    	2.87034     	-0.0210367  	-1.73663    	0.242778    	7.87641     	1452.28     	2805        	2.58195     	6.55085     	0.535981    	-15.7847    	-1.40164    	-128.318    	1.32139     	2289.1      	0.355846    	-0.0294934  	-22.6498    	187.174     	-0.625768   	802.169     	-0.0269231  	-7.26586    
6.225 	8045.15     	-128.851    	0.184118    	800.512     	16.0296     	-2.31541    	3.47335     	-0.0168256  	-1.77987    	0.2195      	7.79653     	1450.29     	2797.69     	2.55798     	6.64242     	0.385999    	-15.2832    	-1.18346    	-128.851    	1.49549     	2285.08     	0.350907    	-0.0337197  	-21.7005    	180.145     	-0.63329    	800.512     	-0.0252521  	-7.55084    
6.235 	8020.53     	-129.283    	0.165793    	798.858     	13.9845     	-2.39824    	4.04483     	-0.0132611  	-1.84448    	0.197674    	7.71781     	1448.31     	2790.46     	2.53431     	6.73272     	0.283524    	-14.783     	-0.975731   	-129.283    	1.66471     	2281.08     	0.345886    	-0.0368934  	-20.7665    	173.135     	-0.642135   	798.858     	-0.0230877  	-7.78558    
6.245 	7996.27     	-129.614    	0.148852    	797.209     	11.9124     	-2.41767    	4.57295     	-0.010585   	-1.92676    	0.177779    	7.64023     	1446.33     	2783.29     	2.51092     	6.822       	0.235852    	-14.2848    	-0.780735   	-129.614    	1.82946     	2277.08     	0.340795    	-0.0388771  	-19.847     	166.135     	-0.651945   	797.209     	-0.0204397  	-7.96859    
6.255 	7972.37     	-129.846    	0.133899    	795.564     	9.81962     	-2.35358    	5.04789     	-0.00899423 	-2.02207    	0.160174    	7.56375     	1444.34     	2776.2      	2.48782     	6.91043     	0.248035    	-13.789     	-0.600441   	-129.846    	1.99026     	2273.09     	0.335647    	-0.0395898  	-18.941     	159.144     	-0.662331   	795.564     	-0.0173365  	-8.09947    
6.265 	7948.87     	-129.978    	0.12144     	793.922     	7.71261     	-2.18981    	5.46218     	-0.00863434 	-2.1251     	0.145093    	7.48835     	1442.34     	2769.19     	2.46499     	6.99812     	0.32265     	-13.2962    	-0.436471   	-129.978    	2.14765     	2269.11     	0.330451    	-0.0390101  	-18.0478    	152.161     	-0.672907   	793.922     	-0.0138255  	-8.17877    
6.275 	7925.8      	-130.011    	0.111877    	792.285     	5.59779     	-1.91473    	5.81084     	-0.0095932  	-2.23009    	0.132647    	7.41399     	1440.34     	2762.26     	2.44243     	7.0851      	0.459675    	-12.807     	-0.290094   	-130.011    	2.30219     	2265.14     	0.325221    	-0.0371762  	-17.1664    	145.189     	-0.683313   	792.285     	-0.0099709  	-8.20786    
6.285 	7903.17     	-129.946    	0.105492    	790.652     	3.48156     	-1.52156    	6.09135     	-0.0118979  	-2.33109    	0.12283     	7.34064     	1438.34     	2755.41     	2.42014     	7.17132     	0.656475    	-12.3217    	-0.162221   	-129.946    	2.45446     	2261.18     	0.319969    	-0.0341826  	-16.296     	138.234     	-0.693243   	790.652     	-0.00585254 	-8.1887     
6.295 	7881.01     	-129.783    	0.102441    	789.023     	1.37027     	-1.00852    	6.30365     	-0.0155138  	-2.42225    	0.115535    	7.26827     	1436.33     	2748.65     	2.39811     	7.25668     	0.907899    	-11.841     	-0.0533953  	-129.783    	2.60496     	2257.23     	0.314705    	-0.0301744  	-15.4359    	131.308     	-0.702456   	789.023     	-0.00156293 	-8.12375    
6.305 	7859.34     	-129.524    	0.102761    	787.398     	-0.729783   	-0.378605   	6.44985     	-0.0203457  	-2.49805    	0.110566    	7.19682     	1434.34     	2741.98     	2.37633     	7.341       	1.20648     	-11.365     	0.0362105   	-129.524    	2.75417     	2253.29     	0.309441    	-0.0253384  	-14.5853    	124.423     	-0.710785   	787.398     	0.00279586  	-8.01574    
6.315 	7838.17     	-129.17     	0.106364    	785.778     	-2.81238    	0.360685    	6.53403     	-0.0262418  	-2.55357    	0.107661    	7.12626     	1432.35     	2735.41     	2.3548      	7.42406     	1.54274     	-10.8939    	0.106798    	-129.17     	2.90246     	2249.36     	0.304187    	-0.0198931  	-13.7437    	117.596     	-0.718142   	785.778     	0.00711585  	-7.86759    
6.325 	7817.53     	-128.72     	0.113057    	784.161     	-4.8714     	1.19794     	6.56184     	-0.0329996  	-2.58473    	0.106509    	7.05656     	1430.38     	2728.94     	2.33351     	7.5056      	1.90559     	-10.4279    	0.158942    	-128.72     	3.05011     	2245.43     	0.29895     	-0.0140766  	-12.9106    	110.842     	-0.724508   	784.161     	0.0112872   	-7.68226    
6.335 	7797.41     	-128.176    	0.122546    	782.548     	-6.90084    	2.11855     	6.54011     	-0.0403736  	-2.58841    	0.106772    	6.98768     	1428.43     	2722.55     	2.31246     	7.58536     	2.28275     	-9.96674    	0.193592    	-128.176    	3.19727     	2241.52     	0.293736    	-0.00813466 	-12.0859    	104.181     	-0.729924   	782.548     	0.0152024   	-7.46273    
6.345 	7777.82     	-127.54     	0.134461    	780.94      	-8.89483    	3.10549     	6.47641     	-0.0480854  	-2.56262    	0.108105    	6.91961     	1426.52     	2716.26     	2.29164     	7.66307     	2.66133     	-9.51031    	0.212057    	-127.54     	3.344       	2237.62     	0.288551    	-0.00230762 	-11.2692    	97.6308     	-0.734482   	780.94      	0.0187603   	-7.21193    
6.355 	7758.76     	-126.812    	0.148364    	779.335     	-10.8477    	4.1402      	6.37866     	-0.0558347  	-2.50657    	0.110173    	6.85232     	1424.64     	2710.06     	2.27105     	7.73845     	3.02828     	-9.05821    	0.215992    	-126.812    	3.4902      	2233.73     	0.283396    	0.00318091  	-10.4608    	91.2073     	-0.738304   	779.335     	0.0218702   	-6.93271    
6.365 	7740.22     	-125.993    	0.163777    	777.734     	-12.7538    	5.20353     	6.25468     	-0.0633109  	-2.42068    	0.112665    	6.78581     	1422.8      	2703.94     	2.25068     	7.81127     	3.37101     	-8.60996    	0.207373    	-125.993    	3.6357      	2229.85     	0.278273    	0.00813482  	-9.66061    	84.9256     	-0.741527   	777.734     	0.0244557   	-6.62791    
6.375 	7722.18     	-125.086    	0.180195    	776.138     	-14.6077    	6.27653     	6.11185     	-0.070206   	-2.30656    	0.11531     	6.72007     	1421        	2697.89     	2.23054     	7.88134     	3.67786     	-8.16502    	0.188461    	-125.086    	3.7802      	2225.97     	0.273177    	0.0123942   	-8.86907    	78.7974     	-0.744287   	776.138     	0.0264574   	-6.30039    
6.385 	7704.61     	-124.09     	0.197111    	774.546     	-16.4044    	7.34129     	5.95678     	-0.0762275  	-2.16692    	0.117884    	6.6551      	1419.25     	2691.91     	2.21061     	7.94851     	3.93862     	-7.72277    	0.161751    	-124.09     	3.92332     	2222.11     	0.268107    	0.0158418   	-8.08655    	72.8308     	-0.746708   	774.546     	0.0278353   	-5.95309    
