q      	H_200-H_21   	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	C_100-H_19   	H_200-H_16   	C_100-C_3    	C_100-H_24   	H_100-C_14   	C_100-C_13   	C_100-H_15   	H_100-C_1    	H_200-H_22   	H_100-N_7    	H_100-H_23   	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_2    	H_200-C_12   	C_100-C_5    	H_200-C_3    	C_100-C_10   	H_100-C_13   	H_100-C_2    	C_100-C_2    	H_100-N_8    	H_200-C_5    	H_100-H_17   	H_100-H_24   	H_200-H_15   	C_100-H_22   	H_200-N_7    	H_200-H_23   	H_200-C_11   	C_100-H_17   	C_100-C_1    	H_200-C_1    	C_100-N_7    	C_100-C_14   	H_100-C_12   	C_100-H_21   	H_200-N_8    	H_200-H_24   	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	C_100-C_11   	H_100-H_16   	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	C_100-H_23   	C_100-N_8    	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	C_100-H_18  
3.685 	-0.00616124 	0.189861    	-0.00393406 	0.0105202   	0.0169531   	-0.0706899  	-0.00712172 	0.332957    	-0.0448855  	0.064352    	0.264513    	0.032199    	-0.0135269  	-0.00593307 	-0.0352456  	-0.0102654  	-0.0038634  	0.0244512   	-0.00969222 	0.00167813  	-0.00981869 	0.694356    	-0.0205149  	0.0986912   	0.0313533   	0.0190463   	-0.124882   	-0.0222006  	0.00614633  	-0.00563106 	-0.00222781 	-0.00813733 	0.032662    	-0.0321695  	-0.00751933 	-0.0277464  	0.0508839   	-0.151472   	4.65587e-05 	0.726276    	-0.142293   	0.0202777   	0.0309474   	-0.0840176  	-0.000446469	-0.221861   	-0.00688203 	-0.00201552 	-0.00259416 	0.325279    	-0.00800733 	0.0258921   	0.561973    	0.000843957 	-0.00687836 	0.0486259   	-0.00668809 	-0.00774579 	0.031344    	0.829209    	0.0245838   	-0.00556859 	0.0120138   	-0.0113701  	0.0214111   	-0.00656852 	-0.0892922  	0.0397168   	0.0324868   	-0.00753369 	0.0447632   	0.0499315   
3.695 	-0.00588059 	0.169103    	-0.00402193 	0.0104283   	0.0180716   	-0.0645048  	-0.00705738 	0.280415    	-0.0445657  	0.0594693   	0.223292    	0.0296851   	-0.0143859  	-0.00600306 	-0.0339509  	-0.0100887  	-0.00495691 	0.0222247   	-0.00943968 	0.000875265 	-0.00822918 	0.645419    	-0.0205286  	0.0904909   	0.0329646   	0.0175177   	-0.137892   	-0.0210655  	0.00447293  	-0.00531842 	-0.00225018 	-0.00788206 	0.0295407   	-0.028421   	-0.00771437 	-0.0255142  	0.0461237   	-0.152001   	0.000691183 	0.685952    	-0.180167   	0.0214733   	0.0309954   	-0.0829922  	-0.000331041	-0.191193   	-0.00684567 	-0.0012097  	-0.00128068 	0.320731    	-0.0078314  	0.0236231   	0.499097    	0.000615693 	-0.00668795 	0.0468821   	-0.00645775 	-0.00799208 	0.0308732   	0.795938    	0.0233053   	-0.00528792 	0.0121367   	-0.0134318  	0.0204845   	-0.00629806 	-0.0913951  	0.0379691   	0.0313796   	-0.00712463 	0.0415974   	0.0503129   
3.705 	-0.00562071 	0.149333    	-0.00406401 	0.0100483   	0.0191938   	-0.0579247  	-0.00698388 	0.2318      	-0.0439423  	0.0540771   	0.181614    	0.0269732   	-0.0149371  	-0.0060782  	-0.0324811  	-0.00992507 	-0.00594333 	0.0202416   	-0.00919724 	0.000162098 	-0.00699754 	0.593761    	-0.0203151  	0.0803737   	0.0342906   	0.0160012   	-0.145866   	-0.0202318  	0.00275962  	-0.00504589 	-0.00228448 	-0.00760186 	0.0266169   	-0.0252272  	-0.00788615 	-0.02325    	0.0415811   	-0.14824    	0.00141109  	0.642143    	-0.215889   	0.022494    	0.0307841   	-0.0813605  	-0.000212185	-0.157424   	-0.00682522 	-0.000318052	0.000120564 	0.315034    	-0.00765864 	0.0213398   	0.437345    	0.000384785 	-0.00651199 	0.0449338   	-0.00623209 	-0.00820669 	0.0303711   	0.760708    	0.022089    	-0.0050606  	0.0122301   	-0.0149838  	0.0196128   	-0.00606542 	-0.0911984  	0.0356839   	0.0299192   	-0.00672443 	0.0382331   	0.0502248   
3.715 	-0.00538221 	0.131172    	-0.00406193 	0.00948776  	0.0203528   	-0.0511277  	-0.00689672 	0.188297    	-0.0430097  	0.0483095   	0.141194    	0.0241395   	-0.0151425  	-0.00614957 	-0.0308002  	-0.00977015 	-0.00679288 	0.0185475   	-0.00896443 	-0.000441475	-0.00607955 	0.540406    	-0.0198074  	0.0690378   	0.0353388   	0.0145426   	-0.148762   	-0.0195591  	0.00111544  	-0.0048101  	-0.00233062 	-0.00729472 	0.0239746   	-0.0225624  	-0.00802666 	-0.020952   	0.037376    	-0.13999    	0.00218426  	0.595774    	-0.248515   	0.0233735   	0.0303068   	-0.0790356  	-9.52871e-05	-0.121742   	-0.00681165 	0.000637041 	0.0016165   	0.308289    	-0.00748598 	0.0191264   	0.378329    	0.000152274 	-0.00634902 	0.0428025   	-0.00601072 	-0.00837993 	0.029932    	0.724505    	0.0209832   	-0.00488406 	0.0122688   	-0.0159599  	0.0188265   	-0.00586552 	-0.0880722  	0.0329666   	0.0281712   	-0.00633357 	0.034763    	0.0497431   
3.725 	-0.00516498 	0.115156    	-0.00401841 	0.00885094  	0.0215741   	-0.0442897  	-0.00679183 	0.15084     	-0.0417671  	0.0423065   	0.103647    	0.021261    	-0.0149737  	-0.006209   	-0.0288844  	-0.00961904 	-0.00748018 	0.017181    	-0.00874016 	-0.000918712	-0.00542412 	0.486381    	-0.0189515  	0.057178    	0.03612     	0.0131848   	-0.146672   	-0.0189154  	-0.000359231	-0.004607   	-0.00238779 	-0.00695948 	0.0216856   	-0.02039    	-0.00812878 	-0.0186193  	0.0336102   	-0.127261   	0.00298605  	0.547836    	-0.277215   	0.0241453   	0.0295716   	-0.0759558  	1.42393e-05 	-0.0853969  	-0.00679621 	0.00163212  	0.00321186  	0.300617    	-0.00731056 	0.0170617   	0.32353     	-8.08522e-05	-0.00619706 	0.0405144   	-0.00579302 	-0.00850353 	0.029642    	0.688292    	0.0200283   	-0.00475436 	0.0122287   	-0.0163145  	0.0181496   	-0.00569278 	-0.0815364  	0.0299321   	0.0262064   	-0.00595246 	0.0312792   	0.0489522   
3.735 	-0.0049683  	0.101708    	-0.00393714 	0.0082348   	0.0228748   	-0.0375789  	-0.00666578 	0.120081    	-0.0402187  	0.0362095   	0.0704191   	0.0184133   	-0.0144139  	-0.00624935 	-0.0267223  	-0.00946677 	-0.00798511 	0.0161717   	-0.00852283 	-0.00125619 	-0.00497556 	0.43268     	-0.0177084  	0.0454539   	0.0366475   	0.0119665   	-0.139821   	-0.0181823  	-0.00157562 	-0.00443208 	-0.00245458 	-0.00659599 	0.0198059   	-0.018664   	-0.00818657 	-0.0162525  	0.0303647   	-0.110262   	0.00379014  	0.499347    	-0.301311   	0.0248417   	0.0286008   	-0.0720866  	0.000111111 	-0.0496487  	-0.00677075 	0.00264368  	0.00490851  	0.292159    	-0.00712997 	0.0152169   	0.27425     	-0.000313642	-0.00605378 	0.0381004   	-0.00557825 	-0.0085709  	0.0295751   	0.652972    	0.0192553   	-0.00466638 	0.0120879   	-0.0160236  	0.0175987   	-0.00554142 	-0.0712791  	0.0267002   	0.0240985   	-0.00558151 	0.0278704   	0.0479411   
3.745 	-0.00479094 	0.0911229   	-0.00382265 	0.00772531  	0.0242629   	-0.0311496  	-0.00651589 	0.0963669   	-0.0383733  	0.0301574   	0.0427331   	0.015668    	-0.0134587  	-0.00626479 	-0.0243144  	-0.00930841 	-0.00829347 	0.0155398   	-0.0083104  	-0.00144389 	-0.00467593 	0.380223    	-0.0160553  	0.034462    	0.0369368   	0.010921    	-0.128561   	-0.0172592  	-0.00245898 	-0.00428059 	-0.00252906 	-0.00620514 	0.0183751   	-0.0173307  	-0.00819553 	-0.0138541  	0.027697    	-0.0893928  	0.00456961  	0.451318    	-0.320295   	0.0254919   	0.0274296   	-0.0674223  	0.000190316 	-0.0157281  	-0.00672802 	0.00364908  	0.00670492  	0.283058    	-0.00694227 	0.013653    	0.231566    	-0.000545164	-0.00591662 	0.0355947   	-0.00536565 	-0.00857741 	0.02979     	0.619348    	0.0186857   	-0.00461407 	0.0118275   	-0.0150851  	0.0171832   	-0.00540557 	-0.0571669  	0.0233914   	0.0219216   	-0.0052212  	0.024619    	0.0467999   
3.755 	-0.00463129 	0.083544    	-0.00368011 	0.00739448  	0.0257373   	-0.0251379  	-0.00634041 	0.0797387   	-0.0362443  	0.0242832   	0.0215404   	0.0130901   	-0.0121173  	-0.00625096 	-0.0216736  	-0.00913938 	-0.00839732 	0.0152951   	-0.00810057 	-0.00147516 	-0.00446734 	0.329829    	-0.0139858  	0.0247119   	0.0370048   	0.0100749   	-0.113364   	-0.0160661  	-0.00295045 	-0.00414775 	-0.00260891 	-0.0057889  	0.0174141   	-0.0163306  	-0.00815277 	-0.0114288  	0.0256398   	-0.0652171  	0.005298    	0.40472     	-0.333847   	0.026121    	0.0261044   	-0.0619867  	0.000247247 	0.0152087   	-0.00666192 	0.00462747  	0.00859568  	0.273454    	-0.0067461  	0.0124196   	0.196294    	-0.000774497	-0.00578293 	0.0330342   	-0.00515451 	-0.00852049 	0.0303279   	0.588098    	0.0183311   	-0.00459066 	0.0114329   	-0.013518   	0.0169055   	-0.00527958 	-0.0392485  	0.0201225   	0.0197479   	-0.00487214 	0.0215982   	0.0456155   
3.765 	-0.00448747 	0.0789609   	-0.0035152  	0.00729814  	0.0272875   	-0.0196573  	-0.00613853 	0.0699323   	-0.033849   	0.0187101   	0.00748796  	0.0107364   	-0.0104121  	-0.00620509 	-0.0188232  	-0.00895559 	-0.00829522 	0.0154367   	-0.00789083 	-0.00134664 	-0.00429399 	0.282188    	-0.0115098  	0.0166061   	0.0368695   	0.00944714  	-0.0948097  	-0.0145464  	-0.00300831 	-0.00402896 	-0.00269153 	-0.00535031 	0.0169256   	-0.0156002  	-0.00805716 	-0.00898413 	0.0242014   	-0.0384375  	0.00595036  	0.360453    	-0.341847   	0.0267492   	0.0246808   	-0.0558317  	0.00027782  	0.0421197   	-0.00656773 	0.00556054  	0.0105712   	0.263474    	-0.00654072 	0.0115527   	0.168962    	-0.00100073 	-0.00565018 	0.0304572   	-0.00494423 	-0.00839972 	0.0312108   	0.559746    	0.0181934   	-0.00458896 	0.0108939   	-0.0113614  	0.0167614   	-0.00515812 	-0.017751   	0.0170021   	0.0176453   	-0.00453509 	0.01887     	0.0444682   
3.775 	-0.00435748 	0.0772058   	-0.00333387 	0.00747452  	0.0288943   	-0.0147954  	-0.00591051 	0.0663978   	-0.0312085  	0.013549    	0.000897241 	0.0086536   	-0.00837886 	-0.00612605 	-0.0157964  	-0.0087536  	-0.00799213 	0.0159529   	-0.00767867 	-0.00105811 	-0.00410414 	0.237844    	-0.00865319 	0.0104268   	0.0365489   	0.00904883  	-0.0735636  	-0.0126683  	-0.00260854 	-0.00391993 	-0.00277419 	-0.00489337 	0.0168939   	-0.0150739  	-0.00790933 	-0.00653007 	0.0233655   	-0.00986337 	0.00650427  	0.319317    	-0.344372   	0.0273907   	0.0232209   	-0.0490362  	0.000278575 	0.0641124   	-0.0064422  	0.0064332   	0.0126177   	0.253225    	-0.00632604 	0.0110746   	0.149796    	-0.00122294 	-0.005516   	0.027903    	-0.00473446 	-0.00821679 	0.0324405   	0.534651    	0.0182652   	-0.00460157 	0.0102058   	-0.0086729  	0.0167405   	-0.00503641 	0.00693097  	0.0141278   	0.0156756   	-0.00421098 	0.0164836   	0.0434289   
3.785 	-0.00423927 	0.0779604   	-0.0031422  	0.0079436   	0.0305307   	-0.010612   	-0.00565762 	0.0683281   	-0.0283472  	0.00889574  	0.00175795  	0.00687739  	-0.00606534 	-0.00601428 	-0.0126345  	-0.00853079 	-0.00749913 	0.016822    	-0.00746161 	-0.000612266	-0.00385169 	0.197178    	-0.00545586 	0.00632679  	0.0360614   	0.00888263  	-0.0503624  	-0.0104244  	-0.00174477 	-0.00381682 	-0.00285412 	-0.00442299 	0.0172866   	-0.0146857  	-0.00771166 	-0.00407925 	0.0230934   	0.0196248   	0.00694073  	0.28199     	-0.341692   	0.0280534   	0.0217907   	-0.0417029  	0.000246761 	0.0804731   	-0.00628369 	0.00723407  	0.014717    	0.24279     	-0.0061026  	0.0109929   	0.138715    	-0.00144024 	-0.0053783  	0.0254103   	-0.00452504 	-0.0079754  	0.033999    	0.512998    	0.0185308   	-0.00462119 	0.00936908  	-0.00552571 	0.0168273   	-0.0049103  	0.0342521   	0.0115827   	0.0138928   	-0.00390093 	0.0144742   	0.0425563   
3.795 	-0.00413086 	0.0807685   	-0.00294618 	0.00870741  	0.0321628   	-0.00713774 	-0.00538213 	0.0746968   	-0.0252918  	0.00482908  	0.00973503  	0.00543165  	-0.00353037 	-0.00587171 	-0.00938563 	-0.00828538 	-0.00683294 	0.0180128   	-0.00723743 	-1.4426e-05 	-0.00349746 	0.160406    	-0.00197034 	0.00432774  	0.0354248   	0.00894307  	-0.0259898  	-0.0078317  	-0.000427706	-0.00371635 	-0.00292864 	-0.00394484 	0.0180559   	-0.0143716  	-0.00746819 	-0.00164668 	0.0233264   	0.049112    	0.0072449   	0.249009    	-0.334254   	0.0287389   	0.0204573   	-0.0339553  	0.000180399 	0.0906898   	-0.00609214 	0.00795586  	0.0168468   	0.232221    	-0.00587154 	0.0113012   	0.13534     	-0.00165173 	-0.00523541 	0.0230164   	-0.00431613 	-0.0076811  	0.0358494   	0.494794    	0.018967    	-0.00464081 	0.0083901   	-0.00200606 	0.0170021   	-0.00477642 	0.0635394   	0.00943314  	0.0123417   	-0.00360618 	0.012862    	0.0418954   
3.805 	-0.00403039 	0.0850553   	-0.00275154 	0.00975096  	0.0337514   	-0.00437433 	-0.0050872  	0.0843044   	-0.0220713  	0.00140957  	0.0241888   	0.0043283   	-0.000841909	-0.00570163 	-0.00610218 	-0.00801652 	-0.0060152  	0.0194858   	-0.00700418 	0.00072776  	-0.00301017 	0.127577    	0.00174061  	0.00432286  	0.0346564   	0.00921691  	-0.00125426 	-0.00492957 	0.00131617  	-0.00361587 	-0.00299528 	-0.00346513 	0.0191411   	-0.0140705  	-0.00718445 	0.000750638 	0.0239884   	0.0776867   	0.00740669  	0.220759    	-0.322661   	0.0294425   	0.0192859   	-0.0259328  	7.83246e-05 	0.0944667   	-0.00586906 	0.00859556  	0.0189816   	0.221539    	-0.00563451 	0.0119795   	0.13901     	-0.00185656 	-0.00508606 	0.0207564   	-0.00410817 	-0.00734102 	0.0379374   	0.479878    	0.0195443   	-0.00465394 	0.00728055  	0.00179011  	0.0172417   	-0.00463225 	0.0940197   	0.00772724  	0.0110567   	-0.00332811 	0.0116527   	0.0414762   
3.815 	-0.00393619 	0.0901511   	-0.00256362 	0.011044    	0.0352532   	-0.00229534 	-0.00477684 	0.0958303   	-0.0187158  	-0.00132135 	0.0442072   	0.00356763  	0.00192505  	-0.00550844 	-0.00283941 	-0.00772429 	-0.00507164 	0.0211948   	-0.00676032 	0.00160466  	-0.00236694 	0.0985837   	0.00560656  	0.00608574  	0.0337726   	0.00968389  	0.0230351   	-0.00177713 	0.00344625  	-0.0035134  	-0.00305185 	-0.00299049 	0.0204718   	-0.0137263  	-0.00686724 	0.00309414  	0.0249903   	0.104477    	0.00742112  	0.197463    	-0.307646   	0.0301538   	0.0183376   	-0.0177863  	-5.97875e-05	0.0917315   	-0.00561736 	0.00915442  	0.0210926   	0.210735    	-0.00539361 	0.0129952   	0.148812    	-0.00205392 	-0.00492946 	0.0186623   	-0.00390188 	-0.0069636  	0.0401941   	0.467934    	0.0202286   	-0.00465479 	0.00605728  	0.0057607   	0.0175209   	-0.00447611 	0.124851    	0.00649384  	0.0100616   	-0.00306817 	0.0108377   	0.0413131   
3.825 	-0.00384685 	0.0953198   	-0.00238717 	0.0125431   	0.0366229   	-0.000848369	-0.00445568 	0.107889    	-0.0152561  	-0.00334154 	0.0686483   	0.00313899  	0.00469082  	-0.00529744 	0.000346802 	-0.00740965 	-0.00403114 	0.0230878   	-0.00650479 	0.002605    	-0.00155352 	0.073174    	0.00955212  	0.0092838   	0.0327895   	0.0103177   	0.0460917   	0.00154995  	0.00590991  	-0.0034076  	-0.00309652 	-0.00252769 	0.0219707   	-0.0132888  	-0.00652436 	0.00536431  	0.0262336   	0.128683    	0.0072885   	0.179187    	-0.290037   	0.0308572   	0.0176664   	-0.00967319 	-0.000233424	0.082634    	-0.00534126 	0.00963788  	0.023149    	0.199769    	-0.0051513  	0.0143049   	0.163618    	-0.00224307 	-0.00476531 	0.0167623   	-0.00369826 	-0.00655826 	0.042539    	0.458511    	0.0209824   	-0.00463843 	0.00474179  	0.00980097  	0.0178134   	-0.00430724 	0.155154    	0.00574256  	0.00936912  	-0.00282781 	0.0103952   	0.0414053   
3.835 	-0.0037612  	0.09979     	-0.00222629 	0.0141946   	0.0378151   	4.19985e-05 	-0.00412888 	0.119086    	-0.0117231  	-0.00464769 	0.0961908   	0.00302195  	0.00737364  	-0.00507455 	0.00340189  	-0.0070744  	-0.00292462 	0.0251099   	-0.00623706 	0.00371621  	-0.000564159	0.0509714   	0.0134998   	0.0134959   	0.031722    	0.0110873   	0.0671736   	0.00496331  	0.00864495  	-0.00329779 	-0.00312789 	-0.00208348 	0.0235574   	-0.0127148  	-0.00616435 	0.00754136  	0.027615    	0.149611    	0.00701433  	0.165839    	-0.270731   	0.0315331   	0.0173173   	-0.00175169 	-0.00044125 	0.0675369   	-0.00504603 	0.0100552   	0.0251185   	0.188574    	-0.00491022 	0.015856    	0.182127    	-0.00242332 	-0.00459377 	0.0150799   	-0.00349853 	-0.006135   	0.0448834   	0.451048    	0.0217665   	-0.00460092 	0.00335946  	0.0138072   	0.0180927   	-0.00412572 	0.184049    	0.00546437  	0.00898117  	-0.00260843 	0.0102915   	0.041738    
3.845 	-0.00367832 	0.102787    	-0.0020843  	0.0159379   	0.0387857   	0.000470534 	-0.00380192 	0.128078    	-0.00814692 	-0.00525446 	0.125392    	0.00318774  	0.0098923   	-0.00484602 	0.0062745   	-0.00672107 	-0.00178404 	0.0272041   	-0.00595716 	0.0049248   	0.000598934 	0.0314979   	0.0173727   	0.0182331   	0.0305848   	0.0119581   	0.0856043   	0.00836621  	0.0115822   	-0.00318387 	-0.00314501 	-0.00166437 	0.0251513   	-0.011969   	-0.00579614 	0.0096059   	0.0290307   	0.166694    	0.00660907  	0.157181    	-0.250647   	0.0321589   	0.0173247   	0.00582424  	-0.000681148	0.046999    	-0.0047378  	0.010419    	0.0269687   	0.177064    	-0.00467314 	0.0175893   	0.202913    	-0.00259411 	-0.00441544 	0.0136341   	-0.00330409 	-0.00570409 	0.0471349   	0.444906    	0.0225417   	-0.00453934 	0.00193881  	0.01768     	0.0183337   	-0.00393243 	0.210688    	0.00563296  	0.00888942  	-0.00241131 	0.0104831   	0.0422834   
3.855 	-0.00359759 	0.103567    	-0.0019637  	0.0177081   	0.0394942   	0.000547025 	-0.00348039 	0.133624    	-0.00455648 	-0.00519304 	0.154746    	0.00360096  	0.0121688   	-0.00461813 	0.00891818  	-0.00635283 	-0.000641234	0.0293139   	-0.0056657  	0.0062166   	0.0019263   	0.0142011   	0.0210976   	0.0229623   	0.029392    	0.0128938   	0.10079     	0.011658    	0.0146485   	-0.00306626 	-0.00314743 	-0.00127637 	0.0266759   	-0.0110245  	-0.00542871 	0.0115397   	0.0303804   	0.179514    	0.00608761  	0.152845    	-0.230698   	0.03271     	0.0177105   	0.01291     	-0.00095027 	0.0217515   	-0.00442325 	0.0107449   	0.028668    	0.165133    	-0.00444278 	0.0194408   	0.22448     	-0.00275497 	-0.00423132 	0.0124381   	-0.00311647 	-0.00527562 	0.0492007   	0.439395    	0.0232697   	-0.00445189 	0.000510464 	0.0213278   	0.0185129   	-0.00372899 	0.234288    	0.00620669  	0.00907614  	-0.00223752 	0.0109187   	0.0430034   
3.865 	-0.00351859 	0.101447    	-0.00186612 	0.0194399   	0.0399052   	0.000391527 	-0.00316985 	0.134631    	-0.000978963	-0.00450933 	0.182749    	0.00422152  	0.014131    	-0.00439695 	0.0112929   	-0.0059733  	0.000473113 	0.0313845   	-0.00536384 	0.00757712  	0.00340224  	-0.00151724 	0.0246067   	0.0271303   	0.0281577   	0.0138575   	0.112237    	0.0147387   	0.017769    	-0.00294581 	-0.00313515 	-0.000924879	0.0280611   	-0.00986304 	-0.0050708  	0.0133263   	0.031572    	0.187813    	0.00546866  	0.152347    	-0.211751   	0.0331614   	0.0184838   	0.0193752   	-0.00124511 	-0.00733068 	-0.00410936 	0.0110504   	0.0301865   	0.15267     	-0.00422171 	0.0213446   	0.245318    	-0.00290555 	-0.00404272 	0.0115001   	-0.00293724 	-0.00485925 	0.0509924   	0.43381     	0.023915    	-0.00433786 	-0.000893839	0.0246693   	0.0186098   	-0.00351761 	0.25416     	0.00713102  	0.00951539  	-0.00208789 	0.0115415   	0.0438514   
3.875 	-0.00344113 	0.0958335   	-0.00179231 	0.0210707   	0.0399897   	0.000129369 	-0.00287559 	0.130206    	0.00256073  	-0.00326186 	0.207959    	0.00500657  	0.0157149   	-0.00418805 	0.0133663   	-0.00558646 	0.00153044  	0.0333652   	-0.00505329 	0.00899173  	0.00500597  	-0.0162719  	0.0278406   	0.0301888   	0.0268957   	0.0148139   	0.119559    	0.0175135   	0.0208703   	-0.00282368 	-0.00310864 	-0.000614473	0.0292465   	-0.00847511 	-0.0047306  	0.0149519   	0.0325242   	0.191505    	0.00477388  	0.155113    	-0.194598   	0.033489    	0.0196404   	0.0251073   	-0.0015616  	-0.0392634  	-0.00380309 	0.0113547   	0.0314972   	0.13956     	-0.00401223 	0.0232352   	0.263951    	-0.00304565 	-0.00385124 	0.0108224   	-0.00276794 	-0.00446378 	0.0524294   	0.427465    	0.0244462   	-0.00419758 	-0.00224232 	0.027636    	0.0186074   	-0.00330102 	0.269732    	0.00834138  	0.0101744   	-0.00196295 	0.0122919   	0.0447754   
3.885 	-0.00336519 	0.0862492   	-0.0017422  	0.0225435   	0.0397269   	-0.000113895	-0.00260251 	0.119677    	0.00604032  	-0.00151938 	0.22905     	0.00591254  	0.0168667   	-0.00399628 	0.0151145   	-0.00519648 	0.00250519  	0.0352105   	-0.00473624 	0.0104459   	0.00671293  	-0.0306649  	0.0307496   	0.0316187   	0.0256203   	0.0157298   	0.122487    	0.0198964   	0.0238827   	-0.00270127 	-0.0030688  	-0.000348778	0.030184    	-0.0068596  	-0.00441544 	0.0164058   	0.0331705   	0.19067     	0.00402703  	0.160501    	-0.179924   	0.0336704   	0.0211627   	0.0300158   	-0.00189517 	-0.07299    	-0.00351117 	0.0116775   	0.032577    	0.125693    	-0.00381629 	0.0250495   	0.278991    	-0.00317517 	-0.00365865 	0.010402    	-0.00261    	-0.00409698 	0.0534426   	0.419721    	0.0248361   	-0.00403239 	-0.00350422 	0.0301741   	0.0184925   	-0.00308232 	0.280575    	0.00976629  	0.0110152   	-0.00186282 	0.0131099   	0.045721    
3.895 	-0.00329087 	0.0723528   	-0.00171491 	0.0238097   	0.0391047   	-0.000217407	-0.00235492 	0.102627    	0.00944049  	0.000641683 	0.244864    	0.00689708  	0.0175447   	-0.0038256  	0.0165231   	-0.00480756 	0.00337553  	0.0368815   	-0.00441529 	0.0119254   	0.00849606  	-0.0452587  	0.0332948   	0.030952    	0.0243459   	0.0165766   	0.120874    	0.0218145   	0.0267425   	-0.0025801  	-0.00301691 	-0.00013037 	0.0308391   	-0.00502349 	-0.00413157 	0.0176808   	0.0334608   	0.185549    	0.00325288  	0.167825    	-0.168284   	0.0336867   	0.0230207   	0.0340342   	-0.00224089 	-0.10742    	-0.00323978 	0.0120384   	0.0334078   	0.110974    	-0.00363537 	0.0267297   	0.289189    	-0.00329418 	-0.00346681 	0.0102308   	-0.00246472 	-0.00376526 	0.0539778   	0.410018    	0.0250638   	-0.00384452 	-0.00465087 	0.0322458   	0.0182566   	-0.0028648  	0.286412    	0.0113306   	0.011996    	-0.00178727 	0.0139371   	0.0466339   
3.905 	-0.00321834 	0.0539541   	-0.00170885 	0.024831    	0.038121    	-6.96019e-05	-0.00213639 	0.0789037   	0.012745    	0.00313975  	0.254457    	0.00792076  	0.0177206   	-0.00367891 	0.0175871   	-0.0044238  	0.00412393  	0.038347    	-0.00409338 	0.0134163   	0.0103272   	-0.0605514  	0.0354498   	0.0277922   	0.0230872   	0.0173303   	0.114695    	0.0232104   	0.0293939   	-0.00246171 	-0.00295455 	3.92923e-05 	0.0311925   	-0.00298119 	-0.003884   	0.0187738   	0.0333631   	0.176536    	0.00247624  	0.176378    	-0.160084   	0.033523    	0.0251729   	0.0371223   	-0.00259358 	-0.14147    	-0.00299435 	0.0124561   	0.0339766   	0.0953248   	-0.00347044 	0.0282247   	0.293467    	-0.00340283 	-0.00327762 	0.0102957   	-0.00233312 	-0.00347357 	0.0539977   	0.397896    	0.0251139   	-0.00363697 	-0.00565662 	0.0338298   	0.0178955   	-0.00265186 	0.28713     	0.0129589   	0.0130733   	-0.00173562 	0.0147196   	0.0474629   
3.915 	-0.00314784 	0.0310227   	-0.00172179 	0.0255816   	0.0367833   	0.000427661 	-0.00194972 	0.0486236   	0.0159409   	0.0058907   	0.257129    	0.00894868  	0.0173803   	-0.00355798 	0.0183109   	-0.00404907 	0.00473757  	0.0395841   	-0.00377367 	0.0149052   	0.0121783   	-0.0769561  	0.0372002   	0.0218299   	0.0218594   	0.0179731   	0.104038    	0.0240451   	0.0317904   	-0.00234754 	-0.00288358 	0.000159898 	0.0312406   	-0.000753771	-0.00367628 	0.019686    	0.0328648   	0.16415     	0.00172092  	0.18546     	-0.155573   	0.0331695   	0.0275679   	0.0392667   	-0.00294788 	-0.1741     	-0.00277938 	0.0129474   	0.0342766   	0.0786927   	-0.00332193 	0.0294917   	0.290963    	-0.00350143 	-0.00309292 	0.0105791   	-0.00221596 	-0.00322527 	0.0534839   	0.383018    	0.0249779   	-0.00341339 	-0.00649971 	0.0349215   	0.0174097   	-0.00244684 	0.282785    	0.0145782   	0.0142033   	-0.00170677 	0.0154096   	0.0481624   
3.925 	-0.00307958 	0.00369112  	-0.00175104 	0.0260487   	0.0351097   	0.00135559  	-0.00179678 	0.0121647   	0.0190185   	0.00881034  	0.25245     	0.00995172  	0.0165245   	-0.00346341 	0.0187081   	-0.00368689 	0.00520854  	0.0405789   	-0.0034595  	0.0163791   	0.0140226   	-0.0947847  	0.0385442   	0.0128561   	0.0206781   	0.0184938   	0.0891035   	0.0242989   	0.0338959   	-0.00223891 	-0.00280602 	0.000232272 	0.0309955   	0.00163194  	-0.00351049 	0.0204226   	0.0319723   	0.149025    	0.00100874  	0.194399    	-0.154831   	0.0326218   	0.030146    	0.0404808   	-0.00329843 	-0.204349   	-0.00259824 	0.013527    	0.0343075   	0.0610541   	-0.00318971 	0.0304982   	0.281048    	-0.00359032 	-0.00291442 	0.0110595   	-0.00211366 	-0.00302206 	0.0524383   	0.36518     	0.0246534   	-0.0031779  	-0.00716299 	0.0355325   	0.0168043   	-0.00225287 	0.273593    	0.0161217   	0.0153435   	-0.00169921 	0.015967    	0.0486946   
