q      	H_200-H_21   	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	C_100-H_19   	H_200-H_16   	C_100-C_3    	H_100-C_14   	H_200-Br_23  	C_100-C_13   	C_100-H_15   	H_100-C_1    	H_200-H_22   	H_100-N_7    	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_2    	H_200-C_12   	C_100-C_5    	H_200-C_3    	C_100-Br_23  	H_100-Br_23  	C_100-C_10   	H_100-C_13   	H_100-C_2    	C_100-C_2    	H_100-N_8    	H_200-C_5    	H_100-H_17   	H_200-H_15   	H_200-Br_24  	C_100-H_22   	H_200-N_7    	H_200-C_11   	C_100-H_17   	C_100-C_1    	H_200-C_1    	C_100-Br_24  	C_100-N_7    	C_100-C_14   	H_100-C_12   	C_100-H_21   	H_200-N_8    	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	C_100-C_11   	H_100-H_16   	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	C_100-N_8    	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-Br_24  	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	C_100-H_18  
7.395 	7.82797e-06 	0.00600425  	6.99922e-06 	9.27916e-05 	-0.000166376	0.000427235 	-8.29908e-06	-0.00321747 	-0.000217548	-0.0131645  	-0.0118195  	-4.57189e-05	3.38264e-05 	9.51467e-06 	0.000864295 	-0.000105697	0.000493741 	-1.73871e-05	0.00036827  	0.000260568 	-0.0265322  	-0.000617017	-0.481589   	-0.0108795  	0.00399778  	-0.00113524 	0.000352329 	0.00943338  	0.0012258   	-0.000411418	5.86421e-06 	-9.01195e-07	-0.0201852  	-0.000153883	0.000449588 	3.61596e-05 	-0.000231011	-0.00386842 	0.000421348 	-0.229441   	0.0252637   	-0.0201737  	-0.000258296	-0.00012487 	0.000281767 	-0.0198991  	-1.06451e-05	-0.000559174	-1.77549e-05	0.00830208  	1.0048e-05  	0.000245152 	-0.00153136 	-1.37173e-05	-3.54544e-06	-0.000646572	1.07041e-05 	1.78361e-05 	0.0181131   	0.000373068 	-6.3858e-06 	0.000459857 	-0.000175667	0.000691962 	-0.0121265  	3.93982e-06 	-0.00181274 	0.000841211 	0.000111289 	-2.72063e-05	0.000164403 	0.000132817 
7.405 	6.55561e-06 	0.00331893  	5.75082e-06 	0.000104457 	-0.000149221	0.000422571 	-1.00423e-05	-0.00309821 	-0.000181076	-0.0121616  	-0.0115262  	6.63717e-06 	0.00011226  	1.08902e-05 	0.000862184 	-0.000131048	0.000419009 	-1.63681e-05	0.000363924 	0.000200474 	-0.0250455  	-0.000572992	-0.477394   	-0.0112729  	-0.00010667 	-0.00115596 	0.000299965 	0.0086602   	0.00121324  	-0.000470208	7.65985e-06 	7.73228e-07 	-0.019856   	-0.000147578	0.000416164 	0.000110138 	-0.000232205	-0.00305198 	0.000464788 	-0.257164   	0.0243003   	-0.0197485  	-0.000261896	-0.000168414	0.000294766 	-0.0205251  	-1.10729e-05	-0.000527186	-2.60054e-05	0.00845961  	8.57677e-06 	0.000182501 	-0.00462846 	-1.28743e-05	-4.17831e-06	-0.000637271	1.17074e-05 	1.53877e-05 	0.0175398   	0.000373574 	-4.31304e-06	0.000320487 	-9.08323e-05	0.000634493 	-0.0118601  	3.73819e-06 	-0.00545453 	0.00085603  	8.9699e-05  	-2.44362e-05	0.000116119 	0.000142432 
7.415 	4.73796e-06 	-2.64488e-07	4.28605e-06 	0.000100435 	-0.000142758	0.00039964  	-1.16227e-05	-0.00325538 	-0.000150409	-0.0111695  	-0.0113555  	5.35839e-05 	0.000186399 	1.19844e-05 	0.000852051 	-0.000160872	0.00032795  	-1.54599e-05	0.000340442 	0.000127825 	-0.02377    	-0.000536525	-0.475431   	-0.0117248  	-0.00439645 	-0.0011651  	0.000239832 	0.00719071  	0.00118442  	-0.00052938 	9.07407e-06 	2.11541e-06 	-0.0194544  	-0.000150977	0.0003717   	0.000176127 	-0.000224974	-0.00293712 	0.000494999 	-0.290897   	0.0228885   	-0.0193432  	-0.000265411	-0.000220355	0.000300525 	-0.0210852  	-1.16055e-05	-0.000491888	-4.67774e-05	0.0080402   	6.79627e-06 	0.000111095 	-0.00826468 	-1.21194e-05	-4.77373e-06	-0.00062967 	1.22196e-05 	1.26657e-05 	0.0165453   	0.000363492 	-2.50782e-06	0.00017547  	-7.96056e-06	0.000560079 	-0.0116174  	3.28403e-06 	-0.00907297 	0.000851355 	6.07663e-05 	-2.14832e-05	5.48221e-05 	0.000142805 
7.425 	2.45691e-06 	-0.00390727 	2.65704e-06 	8.13245e-05 	-0.000146794	0.000360192 	-1.29905e-05	-0.00365876 	-0.000126169	-0.010201   	-0.011314   	9.47975e-05 	0.000254963 	1.27821e-05 	0.000833982 	-0.000194494	0.000224073 	-1.46659e-05	0.000299085 	4.49725e-05 	-0.0227409  	-0.000508657	-0.475632   	-0.0122249  	-0.00875592 	-0.00116253 	0.000172823 	0.00507886  	0.00113969  	-0.000585869	1.00879e-05 	3.14966e-06 	-0.0189785  	-0.000163819	0.000317383 	0.000232565 	-0.00020908 	-0.00348256 	0.000511741 	-0.329509   	0.021098    	-0.0189785  	-0.000269185	-0.000278296	0.000298715 	-0.021556   	-1.2213e-05 	-0.000454035	-7.91455e-05	0.00706522  	4.76805e-06 	3.20992e-05 	-0.0123575  	-1.14527e-05	-5.30298e-06	-0.000623353	1.22648e-05 	9.7563e-06  	0.0151576   	0.000343289 	-9.95291e-07	2.87852e-05 	7.07729e-05 	0.000471035 	-0.0113942  	2.60298e-06 	-0.0125564  	0.000827984 	2.55094e-05 	-1.84117e-05	-1.83089e-05	0.000133676 
7.435 	-1.88807e-07	-0.00833588 	9.19953e-07 	4.83027e-05 	-0.000160723	0.00030652  	-1.4102e-05 	-0.00426767 	-0.000108791	-0.00926689 	-0.0113997  	0.000130198 	0.000316853 	1.32791e-05 	0.000808222 	-0.000231029	0.00011128  	-1.39807e-05	0.000241645 	-4.53695e-05	-0.0219774  	-0.000490013	-0.477817   	-0.0127606  	-0.0130679  	-0.00114833 	0.000100002 	0.00239967  	0.00107984  	-0.000636585	1.06958e-05 	3.91159e-06 	-0.0184269  	-0.000185385	0.000254765 	0.000278176 	-0.000184403	-0.00462292 	0.000515179 	-0.371656   	0.0190152   	-0.018672   	-0.00027355 	-0.000339524	0.000289217 	-0.0219164  	-1.28628e-05	-0.000414443	-0.00012185 	0.00557363  	2.56082e-06 	-5.30327e-05	-0.0168054  	-1.08677e-05	-5.7375e-06 	-0.000617759	1.18795e-05 	6.748e-06   	0.0134211   	0.000313746 	2.11165e-07 	-0.000115598	0.000143459 	0.000370047 	-0.0111858  	1.72904e-06 	-0.0157961  	0.000787231 	-1.48406e-05	-1.52859e-05	-0.000101709	0.000115171 
7.445 	-3.0878e-06 	-0.0132016  	-8.66657e-07	3.07177e-06 	-0.000183562	0.000241379 	-1.49208e-05	-0.0050331  	-9.85113e-05	-0.00837574 	-0.0116022  	0.000159932 	0.000371178 	1.34815e-05 	0.000775169 	-0.000269404	-6.27147e-06	-1.33905e-05	0.000170377 	-0.000140224	-0.0214822  	-0.000480799	-0.481701   	-0.0133174  	-0.0172172  	-0.00112287 	2.25811e-05 	-0.0007534  	0.00100614  	-0.000678533	1.09059e-05 	4.44576e-06 	-0.0177997  	-0.000214546	0.000185694 	0.000312008 	-0.000150955	-0.00627176 	0.000505856 	-0.415833   	0.0167392   	-0.0184374  	-0.00027881 	-0.000401121	0.000272117 	-0.0221485  	-1.35207e-05	-0.000373977	-0.000173348	0.00362     	2.48199e-07 	-0.000142599	-0.0214915  	-1.03521e-05	-6.04992e-06	-0.000612205	1.1111e-05  	3.72928e-06 	0.0113948   	0.000275917 	1.10983e-06 	-0.000253837	0.00020849  	0.000260079 	-0.0109872  	7.03172e-07 	-0.0186903  	0.000730865 	-5.88832e-05	-1.21671e-05	-0.000193476	8.78019e-05 
7.455 	-6.12064e-06	-0.0184043  	-2.64364e-06	-5.22109e-05	-0.000214001	0.000167868 	-1.54188e-05	-0.00590041 	-9.53646e-05	-0.00753392 	-0.0119032  	0.00018434  	0.00041727  	1.34052e-05 	0.000735365 	-0.000308403	-0.000124316	-1.28747e-05	8.79313e-05 	-0.000236457	-0.0212424  	-0.0004808  	-0.486906   	-0.0138796  	-0.0210944  	-0.00108675 	-5.81099e-05	-0.00427174 	0.000920274 	-0.000708937	1.07396e-05 	4.80294e-06 	-0.0170979  	-0.000249824	0.000112236 	0.000333456 	-0.000108895	-0.00832549 	0.000484657 	-0.460432   	0.0143776   	-0.0182845  	-0.000285234	-0.000460079	0.000247693 	-0.0222387  	-1.41522e-05	-0.000333528	-0.000231868	0.00127212  	-2.09368e-06	-0.0002347  	-0.0262874  	-9.88899e-06	-6.21503e-06	-0.000605922	1.00156e-05 	7.8586e-07  	0.00914996  	0.000231095 	1.71009e-06 	-0.000382331	0.000264579 	0.000144281 	-0.0107935  	-4.28418e-07	-0.021147   	0.000661055 	-0.0001051  	-9.11302e-06	-0.000291431	5.24397e-05 
7.465 	-9.16468e-06	-0.0238308  	-4.35301e-06	-0.00011502 	-0.000250467	8.93127e-05 	-1.55778e-05	-0.00681207 	-9.91816e-05	-0.00674574 	-0.0122781  	0.000203925 	0.000454697 	1.30747e-05 	0.00068948  	-0.000346711	-0.000238628	-1.24072e-05	-2.73664e-06	-0.000330889	-0.0212308  	-0.000489399	-0.492978   	-0.0144308  	-0.0245988  	-0.00104084 	-0.000140659	-0.00803536 	0.000824258 	-0.000725349	1.02307e-05 	5.03727e-06 	-0.0163243  	-0.000289459	3.65962e-05 	0.000342275 	-5.85465e-05	-0.0106677  	0.000452764 	-0.503804   	0.0120415   	-0.0182188  	-0.000293039	-0.000513412	0.0002164   	-0.0221782  	-1.47237e-05	-0.000293996	-0.000295471	-0.00139191 	-4.38857e-06	-0.000327299	-0.0310576  	-9.45809e-06	-6.21079e-06	-0.000598091	8.65606e-06 	-2.00183e-06	0.00676696  	0.000180754 	2.0315e-06  	-0.000497828	0.000310772 	2.58873e-05 	-0.0106006  	-1.61608e-06	-0.023087   	0.000580286 	-0.000151909	-6.17619e-06	-0.000393188	1.028e-05   
7.475 	-1.20988e-05	-0.029359   	-5.93963e-06	-0.000182561	-0.000291192	9.14159e-06 	-1.53896e-05	-0.00771069 	-0.000109596	-0.00601367 	-0.0126973  	0.000219312 	0.000483261 	1.25213e-05 	0.000638294 	-0.000382958	-0.000345167	-1.19587e-05	-9.84633e-05	-0.000420404	-0.0214072  	-0.000505616	-0.499402   	-0.0149548  	-0.027642   	-0.000986213	-0.000223607	-0.0119171  	0.00072042  	-0.000725758	9.42387e-06 	5.20339e-06 	-0.0154835  	-0.000331499	-3.89673e-05	0.000338581 	-4.07302e-07	-0.0131741  	0.000411599 	-0.544331   	0.00984013  	-0.0182417  	-0.000302391	-0.000558283	0.000178842 	-0.0219637  	-1.52037e-05	-0.000256267	-0.000362119	-0.00428677 	-6.56255e-06	-0.000418286	-0.0356647  	-9.03703e-06	-6.01922e-06	-0.000587885	7.09968e-06 	-4.56086e-06	0.00433175  	0.000126496 	2.10254e-06 	-0.000597518	0.000346445 	-9.18814e-05	-0.0104051  	-2.80866e-06	-0.0244469  	0.000491276 	-0.000197723	-3.40283e-06	-0.000496235	-3.72046e-05
7.485 	-1.48082e-05	-0.0348611  	-7.35283e-06	-0.000251881	-0.00033429 	-6.92446e-05	-1.48563e-05	-0.00854189 	-0.000126058	-0.00533861 	-0.0131275  	0.000231204 	0.000502997 	1.1782e-05  	0.00058268  	-0.000415779	-0.000440218	-1.14978e-05	-0.000195979	-0.000502062	-0.0217208  	-0.000528149	-0.505625   	-0.015436   	-0.0301501  	-0.000924176	-0.000305489	-0.0157869  	0.0006113   	-0.000708677	8.37341e-06 	5.35367e-06 	-0.0145819  	-0.000373884	-0.00011223 	0.000322843 	6.4842e-05  	-0.0157173  	0.000362765 	-0.580479   	0.00787658  	-0.0183505  	-0.000313386	-0.000592105	0.000135756 	-0.0215977  	-1.55637e-05	-0.000221195	-0.000429737	-0.00732327 	-8.54637e-06	-0.000505543	-0.0399737  	-8.60289e-06	-5.62728e-06	-0.000574505	5.41571e-06 	-6.82778e-06	0.00193235  	6.99951e-05 	1.95912e-06 	-0.000679106	0.000371289 	-0.000205919	-0.0102051  	-3.9554e-06 	-0.0251807  	0.000396882 	-0.000241005	-8.32127e-07	-0.000598014	-8.83236e-05
7.495 	-1.71886e-05	-0.0402081  	-8.54788e-06	-0.000319979	-0.000377834	-0.000142597	-1.39907e-05	-0.00925716 	-0.000147846	-0.00472014 	-0.013534   	0.000240338 	0.000514153 	1.08975e-05 	0.000523579 	-0.000443861	-0.000520515	-1.09936e-05	-0.000292014	-0.000573193	-0.022113   	-0.000555431	-0.511077   	-0.0158601  	-0.0320663  	-0.000856206	-0.00038487 	-0.0195163  	0.000499574 	-0.000673216	7.1409e-06  	5.53563e-06 	-0.0136279  	-0.00041454 	-0.000181078	0.000295862 	0.000136335 	-0.0181719  	0.000307986 	-0.610866   	0.00624264  	-0.0185386  	-0.000326054	-0.000612648	8.79804e-05 	-0.0210887  	-1.57791e-05	-0.000189583	-0.000496278	-0.0104116  	-1.02775e-05	-0.000587016	-0.0438568  	-8.1336e-06 	-5.02749e-06	-0.000557227	3.6732e-06  	-8.75025e-06	-0.000344779	1.29292e-05 	1.64288e-06 	-0.000740877	0.000385292 	-0.000313324	-0.00999999 	-5.00785e-06	-0.0252617  	0.000300009 	-0.000280325	1.50431e-06 	-0.000696005	-0.000141234
7.505 	-1.91498e-05	-0.0452732  	-9.48722e-06	-0.000383924	-0.000419929	-0.000207938	-1.28155e-05	-0.00981627 	-0.000174095	-0.0041569  	-0.0138822  	0.000247445 	0.000517172 	9.91035e-06 	0.000461979 	-0.000466001	-0.000583348	-1.0417e-05 	-0.0003834  	-0.000631489	-0.0225202  	-0.000585697	-0.515196   	-0.0162145  	-0.0333523  	-0.000783924	-0.000460385	-0.0229827  	0.000387968 	-0.000619131	5.79309e-06 	5.7897e-06  	-0.0126319  	-0.000451467	-0.000243586	0.000258741 	0.000213023 	-0.0204196  	0.000249035 	-0.634313   	0.00501485  	-0.0187959  	-0.000340353	-0.000618122	3.64297e-05 	-0.0204511  	-1.58299e-05	-0.00016216 	-0.000559781	-0.0134648  	-1.17021e-05	-0.000660784	-0.0471983  	-7.60933e-06	-4.21849e-06	-0.000535433	1.93873e-06 	-1.02883e-05	-0.00241833 	-4.30742e-05	1.19932e-06 	-0.000781731	0.000388708 	-0.000411488	-0.00979101 	-5.92156e-06	-0.0246829  	0.000203513 	-0.000314412	3.58282e-06 	-0.000787802	-0.000194011
7.515 	-2.06195e-05	-0.0499365  	-1.01415e-05	-0.000440962	-0.000458792	-0.000262661	-1.13631e-05	-0.0101895  	-0.000203819	-0.00364691 	-0.0141397  	0.000253208 	0.000512662 	8.86333e-06 	0.00039889  	-0.000481151	-0.000626653	-9.74221e-06	-0.000467177	-0.000675076	-0.022877   	-0.00061705 	-0.517444   	-0.0164892  	-0.0339894  	-0.00070906 	-0.000530774	-0.0260735  	0.000279168 	-0.000546853	4.39951e-06 	6.14742e-06 	-0.0116061  	-0.000482827	-0.000298077	0.000212847 	0.000293681 	-0.0223533  	0.000187682 	-0.649888   	0.00425095  	-0.0191091  	-0.000356167	-0.000607246	-1.79324e-05	-0.019705   	-1.57012e-05	-0.00013957 	-0.00061843 	-0.0164015  	-1.27767e-05	-0.00072512 	-0.0498981  	-7.01365e-06	-3.20531e-06	-0.000508652	2.74453e-07 	-1.14149e-05	-0.0042155  	-9.64962e-05	6.75966e-07 	-0.000801209	0.000382021 	-0.000498168	-0.00958101 	-6.65763e-06	-0.0234577  	0.000110114 	-0.000342196	5.3877e-06  	-0.000871199	-0.000244725
7.525 	-2.15449e-05	-0.0540879  	-1.04903e-05	-0.000488623	-0.000492814	-0.000304627	-9.67407e-06	-0.010359   	-0.000235941	-0.00318786 	-0.0142776  	0.000258228 	0.000501371 	7.79777e-06 	0.000335321 	-0.000488463	-0.000649069	-8.94878e-06	-0.000540675	-0.000702578	-0.023119   	-0.000647535	-0.517337   	-0.0166765  	-0.0339791  	-0.000633402	-0.000594916	-0.0286895  	0.000175741 	-0.000457491	3.02993e-06 	6.63004e-06 	-0.0105643  	-0.000507016	-0.000343181	0.000159765 	0.000376929 	-0.0238809  	0.000125625 	-0.656945   	0.00398709  	-0.0194623  	-0.000373306	-0.000579301	-7.41193e-05	-0.0188754  	-1.53833e-05	-0.000122345	-0.000670598	-0.0191488  	-1.3469e-05 	-0.000778549	-0.0518755  	-6.33456e-06	-1.99949e-06	-0.000476582	-1.26365e-06	-1.21167e-05	-0.00567491 	-0.000145977	1.20459e-07 	-0.000799487	0.00036591  	-0.000571545	-0.00937456 	-7.184e-06  	-0.0216191  	2.23152e-05 	-0.000362848	6.91109e-06 	-0.000944247	-0.000291508
7.535 	-2.18949e-05	-0.057631   	-1.05226e-05	-0.000524805	-0.000520622	-0.00033223 	-7.79633e-06	-0.0103201  	-0.000269324	-0.00277749 	-0.0142721  	0.000262997 	0.000484144 	6.75196e-06 	0.000272255 	-0.00048733 	-0.000649981	-8.02215e-06	-0.000601606	-0.000713148	-0.0231863  	-0.000675214	-0.514457   	-0.016772   	-0.0333425  	-0.000558749	-0.000651855	-0.0307483  	8.00499e-05 	-0.000352807	1.752e-06   	7.24771e-06 	-0.0095218  	-0.000522733	-0.00037787 	0.000101244 	0.000461247 	-0.0249291  	6.44453e-05 	-0.655146   	0.00423605  	-0.0198373  	-0.000391511	-0.000534154	-0.000131146	-0.0179915  	-1.48723e-05	-0.000110902	-0.00071489 	-0.0216444  	-1.37593e-05	-0.000819899	-0.0530719  	-5.56524e-06	-6.18964e-07	-0.00043912 	-2.62724e-06	-1.23935e-05	-0.00674912 	-0.000190362	-4.2122e-07 	-0.000777356	0.000341207 	-0.000630271	-0.00917779 	-7.4765e-06 	-0.019219   	-5.76685e-05	-0.000375806	8.15257e-06 	-0.00100532 	-0.00033263 
7.545 	-2.16606e-05	-0.0604856  	-1.0237e-05 	-0.000547856	-0.000541122	-0.00034445 	-5.78347e-06	-0.0100817  	-0.000302808	-0.00241375 	-0.0141062  	0.000267881 	0.000461897 	5.75991e-06 	0.000210635 	-0.000477409	-0.000629528	-6.95472e-06	-0.000648123	-0.000706498	-0.0230261  	-0.000698231	-0.508471   	-0.0167741  	-0.0321196  	-0.000486866	-0.000700824	-0.032187   	-5.81261e-06	-0.000235174	6.28832e-07 	7.99921e-06 	-0.0084947  	-0.00052903 	-0.000401484	3.91406e-05 	0.000545012 	-0.025445   	5.55507e-06 	-0.644474   	0.00498628  	-0.0202146  	-0.000410457	-0.000472266	-0.000188052	-0.017086   	-1.41691e-05	-0.000105522	-0.000750171	-0.0238387  	-1.36404e-05	-0.00084834 	-0.053453   	-4.70452e-06	9.12366e-07 	-0.000396369	-3.77672e-06	-1.22583e-05	-0.00740651 	-0.000228732	-9.06404e-07	-0.000736188	0.000308856 	-0.0006735  	-0.00899816 	-7.51947e-06	-0.016326   	-0.00012797 	-0.000380793	9.11861e-06 	-0.00105317 	-0.00036656 
7.555 	-2.0855e-05 	-0.0625902  	-9.64148e-06	-0.000556632	-0.00055354 	-0.000340875	-3.69315e-06	-0.00966592 	-0.000335242	-0.0020951  	-0.0137699  	0.0002731   	0.000435573 	4.85025e-06 	0.000151335 	-0.000458649	-0.000588585	-5.74633e-06	-0.000678879	-0.000682891	-0.0225951  	-0.000714885	-0.499145   	-0.0166843  	-0.0303678  	-0.00041943 	-0.000741266	-0.0329632  	-8.00892e-05	-0.000107501	-2.83105e-07	8.87221e-06 	-0.00749971 	-0.000525346	-0.000413746	-2.46377e-05	0.000626526 	-0.0253986  	-4.98345e-05	-0.625234   	0.00620211  	-0.0205735  	-0.000429757	-0.000394675	-0.000243918	-0.0161935  	-1.32801e-05	-0.000106343	-0.000775588	-0.0256957  	-1.31178e-05	-0.000863409	-0.0530094  	-3.75711e-06	2.56516e-06 	-0.000348652	-4.68197e-06	-1.17356e-05	-0.00763248 	-0.000260433	-1.29718e-06	-0.000677871	0.000269877 	-0.000700898	-0.0088441  	-7.30616e-06	-0.0130236  	-0.000187113	-0.000377824	9.82189e-06 	-0.00108693 	-0.00039202 
7.565 	-1.95123e-05	-0.0639033  	-8.75309e-06	-0.00055053 	-0.000557439	-0.000321708	-1.58522e-06	-0.00910719 	-0.000365521	-0.0018206  	-0.0132613  	0.00027873  	0.000406112 	4.04548e-06 	9.51514e-05 	-0.000431292	-0.00052872 	-4.40436e-06	-0.000693056	-0.000643129	-0.0218618  	-0.00072368 	-0.486351   	-0.0165072  	-0.02816    	-0.000357985	-0.000772839	-0.033057   	-0.000141405	2.68495e-05 	-9.35891e-07	9.84404e-06 	-0.00655355 	-0.000511527	-0.000414755	-8.81949e-05	0.000704063 	-0.0247824  	-0.000100742	-0.598036   	0.0078249   	-0.0208928  	-0.000448972	-0.00030296 	-0.000297887	-0.0153496  	-1.22159e-05	-0.000113356	-0.000790586	-0.0271938  	-1.22094e-05	-0.000865028	-0.0517576  	-2.73349e-06	4.30545e-06 	-0.000296503	-5.32275e-06	-1.08608e-05	-0.00743002 	-0.00028509 	-1.56162e-06	-0.000604743	0.000225328 	-0.000712638	-0.00872472 	-6.83878e-06	-0.00940721 	-0.000234045	-0.000367203	1.02805e-05 	-0.00110617 	-0.000408035
7.575 	-1.76859e-05	-0.0644046  	-7.59706e-06	-0.000529514	-0.000552731	-0.000287743	4.80092e-07 	-0.00845097 	-0.000392614	-0.00159004 	-0.0125864  	0.000284708 	0.000374416 	3.3615e-06  	4.27858e-05 	-0.00039588 	-0.000452131	-2.9435e-06 	-0.000690387	-0.000588512	-0.020808   	-0.000723382	-0.470075   	-0.0162499  	-0.0255818  	-0.000303891	-0.000795429	-0.0324706  	-0.000188803	0.000164176 	-1.29171e-06	1.08831e-05 	-0.00567246 	-0.00048783 	-0.000404969	-0.000149703	0.000775907 	-0.0236119  	-0.000146433	-0.563774   	0.0097751   	-0.0211516  	-0.00046762 	-0.00019918 	-0.000349173	-0.0145893  	-1.09912e-05	-0.000126397	-0.000794903	-0.0283259  	-1.09445e-05	-0.000853504	-0.0497387  	-1.64947e-06	6.09561e-06 	-0.000240664	-5.68874e-06	-9.67823e-06	-0.0068195  	-0.000302607	-1.67467e-06	-0.000519502	0.000176274 	-0.000709382	-0.00864929 	-6.1281e-06 	-0.00558115 	-0.000268145	-0.000349506	1.05168e-05 	-0.00111088 	-0.000413961
7.585 	-1.54459e-05	-0.0640953  	-6.20599e-06	-0.000494107	-0.000539671	-0.000240327	2.44409e-06 	-0.00775165 	-0.0004156  	-0.00140392 	-0.0117594  	0.00029084  	0.000341325 	2.80742e-06 	-5.16555e-06	-0.000353237	-0.000361556	-1.38519e-06	-0.000671152	-0.000520786	-0.0194299  	-0.000713053	-0.450418   	-0.015922   	-0.0227284  	-0.000258289	-0.000809141	-0.0312283  	-0.000221764	0.000300557 	-1.32405e-06	1.19502e-05 	-0.00487161 	-0.000454906	-0.000385174	-0.000207457	0.000840404 	-0.0219239  	-0.000186426	-0.52359    	0.0119553   	-0.0213296  	-0.000485184	-8.58006e-05	-0.000397072	-0.013946   	-9.62406e-06	-0.000145152	-0.000788568	-0.0290985  	-9.36257e-06	-0.000829517	-0.0470176  	-5.25599e-07	7.8955e-06  	-0.000182061	-5.77916e-06	-8.23962e-06	-0.0058378  	-0.000313166	-1.61883e-06	-0.00042512 	0.000123759 	-0.000692242	-0.00862679 	-5.19295e-06	-0.00165533 	-0.000289225	-0.000325558	1.0557e-05  	-0.00110146 	-0.000409513
7.595 	-1.28761e-05	-0.0629972  	-4.61859e-06	-0.000445367	-0.000518839	-0.000181295	4.25144e-06 	-0.00707003 	-0.000433692	-0.0012634  	-0.0108016  	0.000296822 	0.000307589 	2.38572e-06 	-4.82191e-05	-0.000304451	-0.000260167	2.43233e-07 	-0.000636157	-0.000442074	-0.0177385  	-0.000692084	-0.42759    	-0.0155351  	-0.0197021  	-0.00022206 	-0.000814293	-0.0293747  	-0.000240215	0.000431978 	-1.01843e-06	1.30012e-05 	-0.00416458 	-0.000413768	-0.000356442	-0.000259925	0.000896008 	-0.0197748  	-0.000220485	-0.478824   	0.014254    	-0.0214074  	-0.000501122	3.43927e-05 	-0.000440968	-0.0134495  	-8.13478e-06	-0.000169156	-0.000771885	-0.0295314  	-7.51186e-06	-0.000794098	-0.0436798  	6.13775e-07 	9.66365e-06 	-0.000121781	-5.60218e-06	-6.60183e-06	-0.00453671 	-0.000317205	-1.38445e-06	-0.000324735	6.87853e-05 	-0.000662729	-0.00866542 	-4.05925e-06	0.00225838  	-0.000297514	-0.000296399	1.04295e-05 	-0.00107871 	-0.000394766
7.605 	-1.00705e-05	-0.0611522  	-2.87837e-06	-0.000384847	-0.000491106	-0.000112887	5.8519e-06  	-0.00647052 	-0.00044626 	-0.00117024 	-0.00974077 	0.000302269 	0.000273851 	2.09262e-06 	-8.6008e-05 	-0.000250843	-0.000151455	1.9097e-06  	-0.000586701	-0.000354797	-0.0157591  	-0.000660203	-0.401906   	-0.015102   	-0.0166081  	-0.0001958  	-0.000811403	-0.0269733  	-0.000244516	0.000554474 	-3.72792e-07	1.39887e-05 	-0.00356284 	-0.000365748	-0.000320084	-0.000305792	0.00094133  	-0.0172374  	-0.000248612	-0.430967   	0.0165501   	-0.0213675  	-0.000514885	0.000158398 	-0.000480338	-0.0131253  	-6.54549e-06	-0.000197803	-0.000745407	-0.0296551  	-5.44768e-06	-0.000748593	-0.0398293  	1.74158e-06 	1.13586e-05 	-6.10379e-05	-5.17403e-06	-4.82487e-06	-0.00298085 	-0.00031539 	-9.69799e-07	-0.000221552	1.2296e-05  	-0.000622694	-0.00877212 	-2.75895e-06	0.00604968  	-0.000293622	-0.000263241	1.01646e-05 	-0.00104377 	-0.000370153
7.615 	-7.12941e-06	-0.0586198  	-1.03212e-06	-0.000314527	-0.000457597	-3.766e-05  	7.20186e-06 	-0.00601806 	-0.000452851	-0.00112656 	-0.00860999 	0.000306739 	0.000240632 	1.91877e-06 	-0.000118284	-0.000193924	-3.90959e-05	3.57872e-06 	-0.00052452 	-0.000261588	-0.0135312  	-0.000617488	-0.373773   	-0.0146365  	-0.0135517  	-0.000179797	-0.000801168	-0.0241037  	-0.00023544 	0.000664259 	6.02656e-07 	1.48647e-05 	-0.00307525 	-0.000312438	-0.000277587	-0.000343993	0.000975182 	-0.0143978  	-0.000271019	-0.381597   	0.0187173   	-0.0211942  	-0.000525922	0.000283103 	-0.000514747	-0.0129934  	-4.87913e-06	-0.000230357	-0.000709911	-0.0295098  	-3.23043e-06	-0.000694613	-0.0355846  	2.82925e-06 	1.294e-05   	-1.13582e-06	-4.51782e-06	-2.9698e-06 	-0.00124492 	-0.000308587	-3.80734e-07	-0.00011874 	-4.48359e-05	-0.000574255	-0.00895208 	-1.32873e-06	0.00961332  	-0.0002785  	-0.000227423	9.79278e-06 	-0.000998093	-0.000336445
