q      	H_200-H_21   	H_200-C_7    	C_100-N_2    	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	H_100-N_2    	C_100-H_19   	H_200-H_16   	C_100-C_3    	H_100-C_14   	H_200-Br_23  	C_100-C_13   	C_100-H_15   	H_200-H_22   	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_8    	H_200-C_12   	C_100-C_8    	C_100-C_5    	H_200-C_3    	C_100-Br_23  	H_100-Br_23  	C_100-C_10   	H_100-C_13   	H_200-C_5    	H_100-H_17   	C_100-N_1    	H_100-C_8    	H_200-H_15   	H_200-Br_24  	C_100-C_7    	C_100-H_22   	H_200-C_11   	C_100-H_17   	H_100-C_7    	C_100-Br_24  	C_100-C_14   	H_100-C_12   	C_100-H_21   	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	H_100-N_1    	C_100-C_11   	H_100-H_16   	H_200-N_1    	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-Br_24  	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	H_200-N_2    	C_100-H_18  
8.685 	2.54096e-06 	0.000343341 	0.00909864  	0.0122734   	3.62794e-06 	0.0003278   	-8.92977e-05	-6.10101e-05	2.61154e-05 	8.37282e-06 	-0.00409173 	0.000225571 	0.00576909  	0.015777    	0.000109872 	2.47993e-07 	-3.86119e-05	0.000135767 	3.90843e-06 	0.000106479 	4.79523e-05 	0.00357881  	-0.00279425 	0.000210623 	0.174063    	0.00226732  	0.0265502   	0.000107739 	0.000406509 	4.844e-06   	-0.005884   	0.000176143 	-1.07186e-06	0.00474389  	0.00030194  	0.000180958 	-0.000102185	0.000194466 	8.54566e-05 	0.115764    	0.00724304  	0.000365428 	0.00013187  	0.00588213  	1.02663e-06 	-0.000188973	0.000107612 	7.47643e-05 	0.0195513   	-1.05303e-06	0.000232219 	-5.41313e-06	0.000898493 	3.43854e-06 	1.58e-06    	3.61937e-05 	4.92997e-06 	5.26022e-06 	0.000252392 	2.84764e-06 	6.80624e-05 	0.000271035 	-0.000379292	0.00715645  	1.90402e-06 	0.00703307  	-1.83802e-05	9.28338e-05 	2.00419e-07 	0.000279218 	1.73153e-05 	0.000297225 
8.695 	2.20969e-06 	0.000310252 	0.00515373  	0.0120041   	3.15891e-06 	0.000327976 	-0.000120059	-4.50171e-05	1.40245e-05 	7.54185e-06 	-0.00641139 	0.000213336 	0.0050925   	0.0136764   	0.000107319 	2.82322e-07 	-5.7947e-05 	0.000120805 	3.02177e-06 	0.000111214 	1.6314e-05  	0.00162493  	-0.0057628  	0.000212221 	0.14244     	0.00203038  	0.0248545   	0.000114869 	0.000378036 	4.54492e-06 	-0.00623612 	0.000159067 	-1.84021e-06	0.00470559  	0.000670924 	0.000179342 	-6.83352e-05	0.000162191 	2.24973e-05 	0.112572    	0.00811644  	0.000323709 	0.000115341 	0.00636566  	1.21732e-06 	-0.000193242	9.57928e-05 	4.12733e-05 	0.0203146   	-6.94027e-07	0.000234051 	-2.99306e-05	2.86256e-05 	3.50052e-06 	1.30188e-06 	1.77238e-05 	4.3554e-06  	4.75315e-06 	0.000247005 	2.26662e-06 	5.94666e-05 	0.000275021 	-0.000389406	0.00684975  	1.77196e-06 	0.00339433  	-1.89091e-05	0.00010568  	5.26804e-07 	0.000247984 	-1.34341e-05	0.00028063  
8.705 	1.84567e-06 	0.000273375 	0.00118463  	0.0114167   	2.69474e-06 	0.000324081 	-0.000149183	-2.98415e-05	-3.63629e-06	6.64735e-06 	-0.00880955 	0.000198064 	0.00434427  	0.011463    	0.000101028 	2.90299e-07 	-7.82896e-05	0.000103137 	2.12871e-06 	0.000113134 	-1.65706e-05	-0.000289706	-0.00861835 	0.000212324 	0.108142    	0.00181431  	0.022895    	0.00011896  	0.000344233 	4.1703e-06  	-0.00657004 	0.000140677 	-2.56125e-06	0.00462558  	0.00101051  	0.0001744   	-3.30067e-05	0.000127481 	-4.31777e-05	0.106741    	0.00885461  	0.000275208 	9.53339e-05 	0.00665574  	1.38748e-06 	-0.000191232	7.97967e-05 	3.87513e-06 	0.0207669   	-3.08547e-07	0.000229862 	-4.96997e-05	-0.000914862	3.49491e-06 	1.01991e-06 	-1.22533e-06	3.6944e-06  	4.17874e-06 	0.00023902  	1.65639e-06 	4.79872e-05 	0.000276004 	-0.000392311	0.00649931  	1.62421e-06 	-0.000272838	-1.888e-05  	0.000116005 	7.97007e-07 	0.000213046 	-4.27251e-05	0.000258116 
8.715 	1.46253e-06 	0.000233804 	-0.00271442 	0.010544    	2.25042e-06 	0.00031619  	-0.000175532	-1.53966e-05	-2.62306e-05	5.71286e-06 	-0.0111922  	0.000180393 	0.00354519  	0.00919629  	9.18097e-05 	2.73154e-07 	-9.86825e-05	8.31465e-05 	1.25273e-06 	0.000111932 	-4.9884e-05 	-0.00209329 	-0.0112531  	0.000211198 	0.0724451   	0.00162197  	0.0207217   	0.000120174 	0.000306239 	3.73379e-06 	-0.00684674 	0.000121507 	-3.20916e-06	0.00450679  	0.00131142  	0.000166462 	3.01763e-06 	9.13265e-05 	-0.000109681	0.0983719   	0.00946221  	0.000221341 	7.25724e-05 	0.0067787   	1.53757e-06 	-0.000182969	6.03836e-05 	-3.61492e-05	0.0209237   	9.54062e-08 	0.00022043  	-6.39089e-05	-0.0018861  	3.42812e-06 	7.45836e-07 	-1.98893e-05	2.97073e-06 	3.55233e-06 	0.000228484 	1.04052e-06 	3.42385e-05 	0.000274172 	-0.000387986	0.00611293  	1.46816e-06 	-0.00386246 	-1.80449e-05	0.000123977 	1.00511e-06 	0.000175611 	-6.93415e-05	0.000230491 
8.725 	1.07398e-06 	0.000192686 	-0.00644983 	0.00942702  	1.83991e-06 	0.00030447  	-0.000198047	-1.57117e-06	-5.29004e-05	4.76195e-06 	-0.0134639  	0.000161023 	0.00271775  	0.00693499  	8.05877e-05 	2.33254e-07 	-0.000118127	6.13358e-05 	4.16346e-07 	0.000107447 	-8.27677e-05	-0.00371659 	-0.0135662  	0.000209149 	0.036671    	0.00145536  	0.0183884   	0.000118787 	0.000265272 	3.25083e-06 	-0.00702787 	0.000102113 	-3.76017e-06	0.00435324  	0.00156747  	0.000155925 	3.89546e-05 	5.47556e-05 	-0.000175075	0.0876782   	0.00994721  	0.000163676 	4.78715e-05 	0.00676375  	1.66865e-06 	-0.000168612	3.84331e-05 	-7.74259e-05	0.0208066   	5.09446e-07 	0.000206656 	-7.19375e-05	-0.00283735 	3.30865e-06 	4.91535e-07 	-3.74901e-05	2.20963e-06 	2.8904e-06  	0.00021552  	4.42733e-07 	1.89292e-05 	0.000269781 	-0.000376595	0.00569904  	1.31073e-06 	-0.00726908 	-1.61664e-05	0.000129828 	1.14781e-06 	0.000136932 	-9.21882e-05	0.000198713 
8.735 	6.93259e-07 	0.000151191 	-0.00993167 	0.00811279  	1.47565e-06 	0.000289172 	-0.00021579 	1.17544e-05 	-8.26051e-05	3.81757e-06 	-0.0155322  	0.00014069  	0.00188538  	0.0047355   	6.83497e-05 	1.73885e-07 	-0.000135628	3.83076e-05 	-3.59685e-07	9.96723e-05 	-0.000114348	-0.00509553 	-0.0154678  	0.000206502 	0.00213264  	0.00131567  	0.0159508   	0.000115165 	0.000222578 	2.73811e-06 	-0.00707762 	8.30558e-05 	-4.19352e-06	0.00416984  	0.00177548  	0.000143232 	7.40383e-05 	1.87989e-05 	-0.000237435	0.0749764   	0.0103199   	0.000103877 	2.21066e-05 	0.00664164  	1.78215e-06 	-0.000148456	1.49101e-05 	-0.000118535	0.0204421   	9.24959e-07 	0.00018953  	-7.33789e-05	-0.00372132 	3.14655e-06 	2.68524e-07 	-5.3265e-05 	1.43694e-06 	2.20999e-06 	0.000200324 	-1.13949e-07	2.83417e-06 	0.000263149 	-0.000358477	0.00526637  	1.15808e-06 	-0.0103915  	-1.30362e-05	0.000133844 	1.22435e-06 	9.82696e-05 	-0.000110328	0.000163853 
8.745 	3.3271e-07  	0.000110468 	-0.0130767  	0.00665301  	1.16816e-06 	0.000270624 	-0.000227979	2.4693e-05  	-0.000114166	2.90126e-06 	-0.0173108  	0.00012014  	0.00107161  	0.00264962  	5.60965e-05 	9.90149e-08 	-0.000150234	1.47378e-05 	-1.05704e-06	8.87457e-05 	-0.000143762	-0.00617362 	-0.016883   	0.000203583 	-0.0299151  	0.00120324  	0.0134647   	0.000109737 	0.000179386 	2.21296e-06 	-0.00696457 	6.48785e-05 	-4.49231e-06	0.00396221  	0.00193522  	0.000128846 	0.000107535 	-1.55442e-05	-0.00029492 	0.0606692   	0.010592    	4.36453e-05 	-3.81809e-06	0.00644336  	1.87974e-06 	-0.000122925	-9.17205e-06	-0.000158061	0.0198604   	1.33328e-06 	0.00017009  	-6.80551e-05	-0.00449344 	2.95289e-06 	8.74353e-08 	-6.64953e-05	6.78074e-07 	1.52807e-06 	0.000183155 	-6.08076e-07	-1.32362e-05	0.000254641 	-0.000334138	0.00482372  	1.01526e-06 	-0.0131365  	-8.49416e-06	0.000136338 	1.23638e-06 	6.08388e-05 	-0.000123014	0.000127055 
8.755 	3.32567e-09 	7.16178e-05 	-0.0158111  	0.0051019   	9.25655e-07 	0.000249218 	-0.000234012	3.73361e-05 	-0.000146317	2.03264e-06 	-0.0187234  	0.000100099 	0.00029927  	0.000722701 	4.47901e-05 	1.30251e-08 	-0.000161088	-8.65286e-06	-1.66048e-06	7.49442e-05 	-0.000170186	-0.0069041  	-0.0177544  	0.000200699 	-0.0583246  	0.00111759  	0.0109841   	0.000102973 	0.000136855 	1.69281e-06 	-0.00666335 	4.80899e-05 	-4.64414e-06	0.00373639  	0.0020491   	0.000113232 	0.00013876  	-4.73386e-05	-0.000345837	0.0452269   	0.0107752   	-1.53335e-05	-2.9003e-05 	0.00619885  	1.96316e-06 	-9.25594e-05	-3.27896e-05	-0.000194637	0.019094    	1.72583e-06 	0.000149375 	-5.60241e-05	-0.00511402 	2.73914e-06 	-4.2462e-08 	-7.65345e-05	-4.28306e-08	8.60993e-07 	0.000164332 	-1.02058e-06	-2.8468e-05 	0.000244657 	-0.000304238	0.00437962  	8.85992e-07 	-0.0154225  	-2.44374e-06	0.000137644 	1.18772e-06 	2.57715e-05 	-0.00012971 	8.94923e-05 
8.765 	-2.85602e-07	3.56575e-05 	-0.0180731  	0.00351421  	7.53806e-07 	0.000225396 	-0.000233492	4.97411e-05 	-0.000177756	1.22878e-06 	-0.0197068  	8.12514e-05 	-0.000410295	-0.00100791 	3.53053e-05 	-7.95534e-08	-0.000167454	-3.11294e-05	-2.15829e-06	5.86689e-05 	-0.000192856	-0.00725185 	-0.0180453  	0.000198116 	-0.0820997  	0.00105744  	0.00855976  	9.536e-05   	9.60385e-05 	1.1945e-06  	-0.00615602 	3.31456e-05 	-4.64169e-06	0.00349864  	0.00212179  	9.68323e-05 	0.000167089 	-7.57435e-05	-0.000388697	0.0291672   	0.0108809   	-7.145e-05  	-5.25847e-05	0.00593591  	2.03403e-06 	-5.80057e-05	-5.49465e-05	-0.000226994	0.0181768   	2.09434e-06 	0.00012839  	-3.75786e-05	-0.00555014 	2.51665e-06 	-1.13682e-07	-8.28332e-05	-7.03779e-07	2.23881e-07 	0.000144222 	-1.33547e-06	-4.20749e-05	0.000233616 	-0.000269567	0.00394213  	7.72494e-07 	-0.0171822  	5.13404e-06 	0.000138089 	1.08407e-06 	-5.92359e-06	-0.00013011 	5.23289e-05 
8.775 	-5.26773e-07	3.49143e-06 	-0.0198146  	0.00194329  	6.55539e-07 	0.000199636 	-0.000226239	6.19215e-05 	-0.000207197	5.03849e-07 	-0.0202133  	6.42146e-05 	-0.00103795 	-0.00251411 	2.83848e-05 	-1.74303e-07	-0.000168762	-5.19735e-05	-2.54266e-06	4.04268e-05 	-0.000211099	-0.00719476 	-0.0177408  	0.00019605  	-0.100434   	0.00102086  	0.0062372   	8.73725e-05 	5.78437e-05 	7.33797e-07 	-0.00543323 	2.04321e-05 	-4.48305e-06	0.00325519  	0.00215979  	8.00518e-05 	0.000191969 	-0.00010004 	-0.000422268	0.0130329   	0.0109187   	-0.000123221	-7.37671e-05	0.0056792   	2.09373e-06 	-2.00011e-05	-7.47103e-05	-0.000254002	0.0171425   	2.43096e-06 	0.000108071 	-1.32367e-05	-0.00577728 	2.29612e-06 	-1.20881e-07	-8.49616e-05	-1.28565e-06	-3.69796e-07	0.000123227 	-1.54044e-06	-5.33295e-05	0.000221944 	-0.000231028	0.00351861  	6.75396e-07 	-0.0183657  	1.41708e-05 	0.000137986 	9.327e-07   	-3.33943e-05	-0.000124142	1.66748e-05 
8.785 	-7.15085e-07	-2.41131e-05	-0.0210032  	0.000439185 	6.30974e-07 	0.000172442 	-0.000212299	7.38392e-05 	-0.000233423	-1.31228e-07	-0.0202131  	4.9519e-05  	-0.00156742 	-0.00377792 	2.46019e-05 	-2.67159e-07	-0.000164626	-7.05143e-05	-2.80989e-06	2.08095e-05 	-0.000224348	-0.00672482 	-0.0168491  	0.000194649 	-0.11274    	0.00100526  	0.00405577  	7.94537e-05 	2.30033e-05 	3.24835e-07 	-0.00449501 	1.02531e-05 	-4.17179e-06	0.00301202  	0.00217089  	6.32395e-05 	0.000212931 	-0.000119653	-0.000445618	-0.00263006 	0.0108964   	-0.000169335	-9.1849e-05 	0.00544946  	2.1433e-06  	2.06436e-05 	-9.12463e-05	-0.00027471 	0.0160235   	2.72845e-06 	8.92502e-05 	1.62761e-05 	-0.00578051 	2.0871e-06  	-6.11239e-08	-8.26273e-05	-1.7728e-06 	-9.08647e-07	0.000101773 	-1.62732e-06	-6.15902e-05	0.000210055 	-0.000189606	0.00311549  	5.93729e-07 	-0.0189418  	2.4505e-05  	0.000137612 	7.42031e-07 	-5.59717e-05	-0.00011197 	-1.645e-05  
8.795 	-8.47757e-07	-4.65456e-05	-0.0216229  	-0.000953045	6.77441e-07 	0.000144325 	-0.00019194 	8.54012e-05 	-0.000255334	-6.6894e-07 	-0.0196952  	3.75914e-05 	-0.00198579 	-0.00479192 	2.43303e-05 	-3.54624e-07	-0.000154866	-8.61565e-05	-2.9604e-06 	4.68713e-07 	-0.000232164	-0.00584852 	-0.0154011  	0.000193988 	-0.118675   	0.00100757  	0.00204745  	7.19946e-05 	-7.9455e-06 	-2.03306e-08	-0.00335114 	2.81871e-06 	-3.71695e-06	0.00277462  	0.00216357  	4.66774e-05 	0.000229601 	-0.000134168	-0.000458146	-0.0172952  	0.010819    	-0.000208697	-0.000106249	0.00526292  	2.18331e-06 	6.30635e-05 	-0.000103846	-0.000288373	0.0148503   	2.98031e-06 	7.2631e-05  	5.00505e-05 	-0.0055553  	1.89764e-06 	6.59318e-08 	-7.56883e-05	-2.15354e-06	-1.38368e-06	8.02973e-05 	-1.59236e-06	-6.63269e-05	0.000198337 	-0.00014634 	0.00273817  	5.24992e-07 	-0.0189     	3.58809e-05 	0.000137198 	5.21298e-07 	-7.31894e-05	-9.39808e-05	-4.61506e-05
8.805 	-9.24357e-07	-6.33669e-05	-0.0216748  	-0.00219482 	7.89606e-07 	0.000115794 	-0.000165643	9.64594e-05 	-0.000271983	-1.10525e-06	-0.0186682  	2.87425e-05 	-0.00228396 	-0.00555933 	2.7724e-05  	-4.3394e-07 	-0.000139519	-9.84059e-05	-2.99866e-06	-1.991e-05  	-0.000234247	-0.00458686 	-0.01345    	0.00019406  	-0.118148   	0.00102433  	0.000236073 	6.53183e-05 	-3.46731e-05	-2.92099e-07	-0.00202115 	-1.76078e-06	-3.13274e-06	0.00254787  	0.00214642  	3.05722e-05 	0.000241697 	-0.000143345	-0.0004596  	-0.0304755  	0.010689    	-0.000240453	-0.000116523	0.00513097  	2.21384e-06 	0.00010636  	-0.000111952	-0.000294477	0.0136502   	3.18093e-06 	5.87702e-05 	8.70253e-05 	-0.00510782 	1.73397e-06 	2.57964e-07 	-6.41604e-05	-2.42042e-06	-1.7885e-06 	5.92312e-05 	-1.43637e-06	-6.71403e-05	0.000187142 	-0.0001023  	0.00239087  	4.65307e-07 	-0.0182504  	4.79523e-05 	0.000136922 	2.80135e-07 	-8.47954e-05	-7.07659e-05	-7.16851e-05
8.815 	-9.46746e-07	-7.43177e-05	-0.0211766  	-0.00325523 	9.59678e-07 	8.73417e-05 	-0.000134087	0.000106814 	-0.000282622	-1.43953e-06	-0.01716    	2.31581e-05 	-0.00245688 	-0.00609355 	3.4707e-05  	-5.03216e-07	-0.00011884 	-0.000106891	-2.9329e-06 	-3.96338e-05	-0.000230448	-0.0029748  	-0.0110691  	0.00019478  	-0.111328   	0.00105181  	-0.00136303 	5.96687e-05 	-5.70609e-05	-4.83608e-07	-0.000533948	-3.47871e-06	-2.43801e-06	0.00233582  	0.00212759  	1.50514e-05 	0.000249046 	-0.000147124	-0.000450087	-0.0417428  	0.010506    	-0.000264019	-0.000122381	0.00505999  	2.23449e-06 	0.00014962  	-0.000115176	-0.000292757	0.012447    	3.32574e-06 	4.80637e-05 	0.000126023 	-0.00445478 	1.60025e-06 	5.10014e-07 	-4.82199e-05	-2.57037e-06	-2.11944e-06	3.89903e-05 	-1.16467e-06	-6.3778e-05 	0.00017677  	-5.85476e-05	0.00207661  	4.09634e-07 	-0.017024   	6.02913e-05 	0.000136899 	2.82074e-08 	-9.07552e-05	-4.30986e-05	-9.2487e-05 
8.825 	-9.18934e-07	-7.93219e-05	-0.0201621  	-0.00411197 	1.17772e-06 	5.94341e-05 	-9.81249e-05	0.000116221 	-0.000286717	-1.67439e-06	-0.0152168  	2.08964e-05 	-0.00250371 	-0.00641737 	4.49738e-05 	-5.61502e-07	-9.32922e-05	-0.000111378	-2.77474e-06	-5.80286e-05	-0.000220772	-0.00106019 	-0.00834937 	0.000195986 	-0.0986332  	0.00108616  	-0.00274314 	5.52032e-05 	-7.5195e-05 	-5.90923e-07	0.00107303  	-2.43103e-06	-1.65566e-06	0.00214167  	0.00211421  	1.63921e-07 	0.000251576 	-0.000145619	-0.000430066	-0.050743   	0.010267    	-0.000279087	-0.000123698	0.00505149  	2.24433e-06 	0.000191942 	-0.00011331 	-0.000283199	0.0112603   	3.41123e-06 	4.07424e-05 	0.000165791 	-0.00362282 	1.49853e-06 	8.14612e-07 	-2.81989e-05	-2.60471e-06	-2.37557e-06	1.99603e-05 	-7.86926e-07	-5.61439e-05	0.000167461 	-1.61159e-05	0.00179716  	3.52053e-07 	-0.0152712  	7.24012e-05 	0.000137177 	-2.25143e-07	-9.12468e-05	-1.18996e-05	-0.000108181
8.835 	-8.46861e-07	-7.84833e-05	-0.0186797  	-0.0047519  	1.432e-06   	3.25021e-05 	-5.87525e-05	0.000124404 	-0.000283976	-1.81536e-06	-0.0129016  	2.1889e-05  	-0.00242777 	-0.0065618  	5.80004e-05 	-6.08814e-07	-6.35331e-05	-0.000111784	-2.53867e-06	-7.4465e-05 	-0.000205381	0.00109776  	-0.0053962  	0.000197446 	-0.0807139  	0.00112352  	-0.00390593 	5.19911e-05 	-8.93515e-05	-6.1312e-07 	0.00275495  	1.18838e-06 	-8.11817e-07	0.0019676   	0.00211192  	-1.41151e-05	0.000249321 	-0.000139119	-0.000400332	-0.0572098  	0.00996691  	-0.000285633	-0.000120508	0.00510241  	2.24202e-06 	0.000232452 	-0.000106329	-0.000266043	0.0101054   	3.43513e-06 	3.6873e-05  	0.000205042 	-0.00264739 	1.42872e-06 	1.16201e-06 	-4.57654e-06	-2.5289e-06 	-2.55857e-06	2.48542e-06 	-3.16738e-07	-4.43021e-05	0.00015939  	2.40246e-05 	0.00155307  	2.86092e-07 	-0.0130604  	8.37346e-05 	0.000137741 	-4.71207e-07	-8.66484e-05	2.17985e-05 	-0.00011859 
8.845 	-7.38107e-07	-7.20772e-05	-0.0167908  	-0.00517124 	1.70944e-06 	6.93374e-06 	-1.70765e-05	0.000131062 	-0.000274352	-1.87055e-06	-0.0102913  	2.59466e-05 	-0.00223639 	-0.00656455 	7.30656e-05 	-6.4611e-07 	-3.03892e-05	-0.00010818 	-2.24145e-06	-8.8381e-05 	-0.000184583	0.00343045  	-0.00232544 	0.000198871 	-0.0584287  	0.00116017  	-0.00486085 	5.00158e-05 	-9.99744e-05	-5.52263e-07	0.00446113  	7.09616e-06 	6.51266e-08 	0.00181483  	0.00212448  	-2.78758e-05	0.000242422 	-0.000128073	-0.000361985	-0.0609732  	0.0095991   	-0.000283907	-0.000113013	0.00520559  	2.22586e-06 	0.000270325 	-9.43934e-05	-0.000241767	0.00899319  	3.39639e-06 	3.63674e-05 	0.000242502 	-0.00157132 	1.38866e-06 	1.5405e-06  	2.20362e-05 	-2.35223e-06	-2.67258e-06	-1.31411e-05	2.28819e-07 	-2.84758e-05	0.000152656 	6.09889e-05 	0.00134379  	2.05084e-07 	-0.0104757  	9.3714e-05  	0.000138514 	-7.02179e-07	-7.7518e-05 	5.68927e-05 	-0.000123738
8.855 	-6.01552e-07	-6.05368e-05	-0.0145676  	-0.0053755  	1.99609e-06 	-1.69313e-05	2.57242e-05 	0.000135895 	-0.000258043	-1.85019e-06	-0.00747444 	3.27695e-05 	-0.00194061 	-0.00646825 	8.92809e-05 	-6.75202e-07	5.17461e-06 	-0.00010079 	-1.90142e-06	-9.93025e-05	-0.00015883 	0.00586216  	0.000740872 	0.000199929 	-0.0328096  	0.00119266  	-0.00562427 	4.91819e-05 	-0.000107646	-4.13282e-07	0.00613677  	1.49314e-05 	9.45485e-07 	0.00168358  	0.00215345  	-4.12616e-05	0.000231116 	-0.000113068	-0.000316387	-0.0619651  	0.00915603  	-0.000274414	-0.000101565	0.00535049  	2.19393e-06 	0.000304805 	-7.78353e-05	-0.000211075	0.00793043  	3.29523e-06 	3.89967e-05 	0.000276948 	-0.000442957	1.37435e-06 	1.93679e-06 	5.09162e-05 	-2.08738e-06	-2.72391e-06	-2.66852e-05	8.29837e-07 	-9.03865e-06	0.000147287 	9.40007e-05 	0.0011677   	1.02546e-07 	-0.00761377 	0.000101756 	0.000139363 	-9.11368e-07	-6.45681e-05	9.22516e-05 	-0.000123838
8.865 	-4.46995e-07	-4.44352e-05	-0.0120901  	-0.00537895 	2.27761e-06 	-3.88051e-05	6.84381e-05 	0.000138609 	-0.000235483	-1.76611e-06	-0.00454723 	4.19611e-05 	-0.00155475 	-0.00631845 	0.000105629 	-6.98643e-07	4.20922e-05 	-8.9983e-05 	-1.5378e-06 	-0.00010686 	-0.000128698	0.00831265  	0.00367924  	0.000200258 	-0.00502167 	0.00121786  	-0.00621842 	4.93261e-05 	-0.000113051	-2.03757e-07	0.00772495  	2.42703e-05 	1.79935e-06 	0.00157314  	0.00219802  	-5.44544e-05	0.000215737 	-9.48125e-05	-0.00026512 	-0.0602207  	0.00863013  	-0.000257893	-8.66555e-05	0.00552396  	2.14418e-06 	0.000335223 	-5.71458e-05	-0.000174864	0.0069198   	3.13317e-06 	4.44113e-05 	0.000307253 	0.000685857 	1.38019e-06 	2.3365e-06  	8.12513e-05 	-1.74977e-06	-2.72067e-06	-3.79778e-05	1.46429e-06 	1.34971e-05 	0.000143235 	0.000122411 	0.00102232  	-2.74492e-08	-0.00458029 	0.000107295 	0.000140112 	-1.09336e-06	-4.86334e-05	0.000126759 	-0.000119283
8.875 	-2.84739e-07	-2.44633e-05	-0.00944357 	-0.0052039  	2.53979e-06 	-5.84532e-05	0.000109861 	0.000138944 	-0.000207321	-1.63125e-06	-0.00161015 	5.30449e-05 	-0.0010959  	-0.00616157 	0.00012101  	-7.19559e-07	7.92372e-05 	-7.62623e-05	-1.16993e-06	-0.000110801	-9.48752e-05	0.0106999   	0.00636939  	0.00019949  	0.023682    	0.00123311  	-0.00667004 	5.02306e-05 	-0.000116941	6.6387e-08  	0.00916872  	3.46438e-05 	2.59767e-06 	0.00148199  	0.00225494  	-6.76582e-05	0.000196704 	-7.4108e-05 	-0.000209926	-0.0558763  	0.00801467  	-0.000235276	-6.88962e-05	0.0057111   	2.07463e-06 	0.000361005 	-3.29531e-05	-0.000134197	0.0059606   	2.91296e-06 	5.21644e-05 	0.000332424 	0.00176207  	1.39936e-06 	2.7246e-06  	0.000112168 	-1.35694e-06	-2.67238e-06	-4.69184e-05	2.10885e-06 	3.84992e-05 	0.000140384 	0.000145714 	0.000904408 	-1.89915e-07	-0.00148652 	0.000109813 	0.000140547 	-1.24409e-06	-3.06366e-05	0.000159356 	-0.000110626
8.885 	-1.25173e-07	-1.40495e-06	-0.00671564 	-0.0048796  	2.76906e-06 	-7.5695e-05 	0.000148838 	0.000136684 	-0.000174395	-1.45907e-06	0.00123605  	6.54845e-05 	-0.000583244	-0.00604275 	0.000134285 	-7.41458e-07	0.000115466 	-6.02441e-05	-8.16528e-07	-0.000110999	-5.81347e-05	0.0129428   	0.00869898  	0.000197268 	0.0520088   	0.00123627  	-0.00700894 	5.164e-05   	-0.000120091	3.8526e-07  	0.0104133   	4.5556e-05  	3.31325e-06 	0.00140784  	0.00231854  	-8.10814e-05	0.000174514 	-5.18196e-05	-0.000152641	-0.0491623  	0.0073046   	-0.000207659	-4.8996e-05 	0.00589622  	1.98347e-06 	0.000381693 	-5.99757e-06	-9.02616e-05	0.00504924  	2.63853e-06 	6.17396e-05 	0.000351633 	0.00273372  	1.42414e-06 	3.086e-06   	0.00014276  	-9.27806e-07	-2.58955e-06	-5.34764e-05	2.73966e-06 	6.52367e-05 	0.000138556 	0.000163556 	0.000810195 	-3.88628e-07	0.00155485  	0.000108862 	0.000140436 	-1.36092e-06	-1.15501e-05	0.000189081 	-9.85488e-05
8.895 	2.16363e-08 	2.389e-05   	-0.00399299 	-0.00444098 	2.95292e-06 	-9.04018e-05	0.000184297 	0.000131678 	-0.000137697	-1.26304e-06	0.00389427  	7.87037e-05 	-3.74273e-05	-0.00600376 	0.000144335 	-7.68025e-07	0.000149663 	-4.26368e-05	-4.95023e-07	-0.000107457	-1.9317e-05 	0.0149642   	0.010568    	0.000193261 	0.0786767   	0.00122579  	-0.00726647 	5.32787e-05 	-0.000123261	7.39441e-07 	0.0114082   	5.65045e-05 	3.92175e-06 	0.00134787  	0.00238097  	-9.49187e-05	0.000149729 	-2.88462e-05	-9.51404e-05	-0.0403947  	0.00649741  	-0.000176248	-2.77341e-05	0.00606376  	1.86921e-06 	0.000396946 	2.28978e-05 	-4.43336e-05	0.00417993  	2.31493e-06 	7.25788e-05 	0.000364244 	0.00355223  	1.44638e-06 	3.40603e-06 	0.000172118 	-4.81891e-07	-2.48316e-06	-5.76901e-05	3.33327e-06 	9.29056e-05 	0.000137515 	0.000175742 	0.000735525 	-6.25853e-07	0.00443369  	0.000104088 	0.00013954  	-1.44259e-06	7.64225e-06 	0.000215102 	-8.38391e-05
