q      	cage        
8.135 	-0.061435   
8.145 	-0.0967018  
8.155 	-0.117412   
8.165 	-0.122489   
8.175 	-0.111474   
8.185 	-0.0845372  
8.195 	-0.0424655  
8.205 	0.0133708   
8.215 	0.0810755   
8.225 	0.158303    
8.235 	0.24235     
8.245 	0.330263    
8.255 	0.418953    
8.265 	0.505309    
8.275 	0.586326    
8.285 	0.659209    
8.295 	0.721486    
8.305 	0.771093    
8.315 	0.806455    
8.325 	0.826538    
8.335 	0.830888    
8.345 	0.819639    
8.355 	0.793506    
8.365 	0.753755    
8.375 	0.702145    
8.385 	0.640859    
8.395 	0.572421    
8.405 	0.499589    
8.415 	0.425255    
8.425 	0.352328    
8.435 	0.283628    
8.445 	0.221772    
8.455 	0.169082    
8.465 	0.127497    
8.475 	0.0984997   
8.485 	0.0830682   
8.495 	0.0816392   
8.505 	0.0940985   
8.515 	0.119789    
8.525 	0.157543    
8.535 	0.205727    
8.545 	0.262315    
8.555 	0.324964    
8.565 	0.391109    
8.575 	0.458063    
8.585 	0.523121    
8.595 	0.583662    
8.605 	0.637252    
8.615 	0.68173     
8.625 	0.715292    
8.635 	0.736553    
8.645 	0.744598    
8.655 	0.73901     
8.665 	0.719882    
8.675 	0.687804    
8.685 	0.643837    
8.695 	0.58947     
8.705 	0.52655     
8.715 	0.457213    
8.725 	0.383794    
8.735 	0.308738    
8.745 	0.234502    
8.755 	0.163461    
8.765 	0.0978177   
8.775 	0.0395171   
8.785 	-0.00982259 
8.795 	-0.0489697  
8.805 	-0.0771217  
8.815 	-0.0939304  
8.825 	-0.0995093  
8.835 	-0.0944229  
8.845 	-0.0796586  
8.855 	-0.0565815  
8.865 	-0.0268762  
8.875 	0.00752459  
8.885 	0.0445195   
8.895 	0.0819244   
8.905 	0.11756     
8.915 	0.149339    
8.925 	0.175349    
8.935 	0.193927    
8.945 	0.203721    
8.955 	0.203747    
8.965 	0.19342     
8.975 	0.172577    
8.985 	0.141482    
8.995 	0.10081     
9.005 	0.051617    
9.015 	-0.00469826 
9.025 	-0.0664566  
9.035 	-0.131763   
9.045 	-0.198585   
9.055 	-0.264826   
9.065 	-0.328416   
9.075 	-0.387383   
9.085 	-0.439934   
9.095 	-0.484523   
9.105 	-0.519902   
9.115 	-0.545175   
9.125 	-0.559823   
9.135 	-0.563723   
9.145 	-0.557146   
9.155 	-0.540746   
9.165 	-0.515528   
9.175 	-0.482806   
9.185 	-0.444146   
9.195 	-0.401305   
9.205 	-0.35616    
9.215 	-0.310634   
9.225 	-0.266618   
9.235 	-0.2259     
9.245 	-0.190094   
9.255 	-0.160585   
9.265 	-0.13847    
9.275 	-0.124523   
9.285 	-0.119171   
9.295 	-0.122476   
9.305 	-0.134142   
9.315 	-0.15353    
9.325 	-0.17969    
9.335 	-0.211397   
9.345 	-0.247211   
9.355 	-0.285532   
9.365 	-0.324669   
9.375 	-0.362905   
9.385 	-0.398572   
9.395 	-0.430114   
9.405 	-0.456148   
9.415 	-0.475521   
9.425 	-0.487351   
9.435 	-0.491065   
9.445 	-0.486414   
9.455 	-0.473484   
9.465 	-0.45269    
9.475 	-0.424755   
9.485 	-0.390681   
9.495 	-0.351707   
9.505 	-0.309257   
9.515 	-0.264881   
9.525 	-0.220193   
9.535 	-0.176808   
9.545 	-0.136276   
9.555 	-0.100019   
9.565 	-0.0692777  
9.575 	-0.0450597  
9.585 	-0.0281036  
9.595 	-0.0188486  
9.605 	-0.0174186  
9.615 	-0.0236183  
9.625 	-0.0369414  
9.635 	-0.0565916  
9.645 	-0.081514   
9.655 	-0.110437   
9.665 	-0.141923   
9.675 	-0.174422   
9.685 	-0.206333   
9.695 	-0.236068   
9.705 	-0.262105   
9.715 	-0.283055   
9.725 	-0.297708   
9.735 	-0.305079   
9.745 	-0.304442   
9.755 	-0.295361   
9.765 	-0.277699   
9.775 	-0.251621   
9.785 	-0.217588   
9.795 	-0.176337   
9.805 	-0.128847   
9.815 	-0.076306   
9.825 	-0.0200596  
9.835 	0.0384367   
9.845 	0.097674    
9.855 	0.156145    
9.865 	0.212398    
9.875 	0.26509     
9.885 	0.313032    
9.895 	0.355227    
9.905 	0.390904    
9.915 	0.419536    
9.925 	0.440855    
9.935 	0.454851    
9.945 	0.461763    
9.955 	0.462061    
9.965 	0.456421    
9.975 	0.445684    
9.985 	0.430823    
9.995 	0.412892    
