q      	H_200-H_21   	H_200-C_7    	C_100-N_2    	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	H_100-N_2    	C_100-H_19   	H_200-H_16   	C_100-C_3    	C_100-H_24   	H_100-C_14   	C_100-C_13   	C_100-H_15   	H_200-H_22   	H_100-H_23   	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_8    	H_200-C_12   	C_100-C_8    	C_100-C_5    	H_200-C_3    	C_100-C_10   	H_100-C_13   	H_200-C_5    	H_100-H_17   	C_100-N_1    	H_100-H_24   	H_100-C_8    	H_200-H_15   	C_100-C_7    	C_100-H_22   	H_200-H_23   	H_200-C_11   	C_100-H_17   	H_100-C_7    	C_100-C_14   	H_100-C_12   	C_100-H_21   	H_200-H_24   	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	H_100-N_1    	C_100-C_11   	H_100-H_16   	H_200-N_1    	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	C_100-H_23   	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	H_200-N_2    	C_100-H_18  
7.465 	-4.09038e-06	7.99956e-05 	0.0158771   	-0.00566729 	-2.07093e-05	-0.00064394 	-0.000481976	0.00100599  	0.000183699 	-4.87214e-06	-0.0207718  	-0.00030163 	-0.000623083	-0.00771172 	8.37812e-05 	-2.81445e-06	-1.61596e-05	-0.000295793	0.000426499 	-1.42177e-06	-0.000303252	9.43191e-05 	-0.0350894  	-0.0215961  	-0.00087997 	-0.0373296  	-0.00109255 	0.000257311 	-1.95275e-05	-0.00666174 	-1.86111e-05	-0.000313202	3.4114e-06  	-0.0257589  	0.000188487 	-1.55324e-06	-0.000319379	0.000121313 	-0.000234063	-0.00941703 	0.000301519 	0.000135425 	-1.6189e-05 	-0.00137924 	-3.86928e-06	-0.00045897 	-6.23341e-05	0.000474973 	-0.0163922  	6.90718e-06 	-0.000222834	-0.000300235	-0.0109706  	-1.01475e-05	1.08984e-06 	0.00035044  	5.55681e-06 	-1.69409e-05	-0.000305356	-0.000516408	-9.81459e-06	-0.000356314	-5.98422e-05	-0.000775239	-1.4961e-05 	-0.00806883 	-0.000675237	-0.000101577	-7.42949e-06	-0.000850867	4.85096e-05 	0.000124463 
7.475 	-3.21923e-06	6.05614e-05 	0.012661    	-0.0106704  	-1.96475e-05	-0.000736087	-0.000574071	0.00101397  	0.000141083 	-3.54939e-06	-0.0236495  	-0.000322912	-0.000706777	-0.0133177  	6.18062e-05 	-3.76969e-06	-1.60005e-05	-0.000337172	0.00042648  	-3.70144e-07	-0.000276248	9.9928e-05  	-0.0356042  	-0.0211682  	-0.000917004	-0.038899   	-0.00110567 	0.000156904 	-2.0972e-05 	-0.00928232 	-1.91332e-05	-0.000353267	6.08786e-08 	-0.0281872  	0.00017049  	-3.36594e-06	-0.000356577	5.10686e-05 	-0.000328488	-0.0096099  	0.000226496 	0.000103767 	-1.51443e-05	-0.00411036 	-5.88934e-06	-0.000416788	-9.86015e-05	0.00046766  	-0.0173308  	5.51589e-06 	-0.000271972	-0.000376196	-0.0129438  	-1.25113e-05	-1.43041e-06	0.000243265 	6.86246e-06 	-1.70983e-05	-0.000369956	-0.000499276	-9.34903e-06	-0.000353383	-3.79309e-05	-0.00076687 	-1.44489e-05	-0.0130846  	-0.000632327	-0.000209655	-7.80478e-06	-0.00089677 	-9.22294e-06	5.54881e-05 
7.485 	-2.20632e-06	2.80775e-05 	0.00917058  	-0.0156114  	-1.85263e-05	-0.000820183	-0.0006604  	0.00101389  	9.86955e-05 	-2.12312e-06	-0.0263522  	-0.000329575	-0.000783898	-0.0188098  	4.28669e-05 	-4.52539e-06	-1.54507e-05	-0.000374161	0.000416379 	4.80701e-07 	-0.000241958	9.88686e-05 	-0.035965   	-0.0205709  	-0.000940461	-0.0401634  	-0.00110517 	5.09225e-05 	-2.21634e-05	-0.0115536  	-1.94173e-05	-0.000392486	-3.30616e-06	-0.0302864  	0.000153154 	-5.01642e-06	-0.000389822	-1.8701e-05 	-0.000417986	-0.00975054 	0.000150767 	7.36603e-05 	-1.39063e-05	-0.00702503 	-7.83608e-06	-0.000374073	-0.000136692	0.00045591  	-0.0179837  	4.06503e-06 	-0.000311515	-0.000449269	-0.014813   	-1.46948e-05	-3.79493e-06	0.000129635 	8.09498e-06 	-1.70791e-05	-0.000426044	-0.000476992	-8.79641e-06	-0.000343715	-7.08039e-06	-0.000753323	-1.38394e-05	-0.0178443  	-0.000579876	-0.000313267	-8.10008e-06	-0.000934935	-6.44585e-05	-1.77372e-05
7.495 	-1.07029e-06	-1.64476e-05	0.00548319  	-0.0203486  	-1.73387e-05	-0.000892855	-0.000738634	0.00100594  	5.90893e-05 	-6.26774e-07	-0.0288302  	-0.000320714	-0.000851595	-0.0239996  	2.82845e-05 	-5.03364e-06	-1.45208e-05	-0.000405042	0.000396972 	1.14161e-06 	-0.000200787	9.17147e-05 	-0.0361206  	-0.0197956  	-0.000949772	-0.0410832  	-0.00109069 	-5.77335e-05	-2.30295e-05	-0.0134545  	-1.94302e-05	-0.000429029	-6.57873e-06	-0.0319524  	0.000137344 	-6.44559e-06	-0.000418379	-8.55194e-05	-0.000500395	-0.00977774 	7.68372e-05 	4.70447e-05 	-1.25026e-05	-0.00999807 	-9.63935e-06	-0.000331467	-0.00017577 	0.000440283 	-0.0183177  	2.6181e-06  	-0.000340505	-0.000517212	-0.016493   	-1.66002e-05	-5.92594e-06	1.28719e-05 	9.22306e-06 	-1.6856e-05 	-0.000471604	-0.000449865	-8.14211e-06	-0.00032693 	3.20329e-05 	-0.000735083	-1.31055e-05	-0.0221557  	-0.000519318	-0.000409854	-8.30424e-06	-0.000964315	-0.000114435	-9.18233e-05
7.505 	1.6606e-07  	-7.164e-05  	0.00168095  	-0.0247462  	-1.60778e-05	-0.000951068	-0.000806779	0.000990376 	2.46201e-05 	9.04151e-07 	-0.0310392  	-0.000295958	-0.000907288	-0.0287135  	1.91418e-05 	-5.25744e-06	-1.32325e-05	-0.000428364	0.000369269 	1.62943e-06 	-0.0001534  	7.91733e-05 	-0.0360264  	-0.0188413  	-0.00094472 	-0.0416289  	-0.00106219 	-0.000166177	-2.35092e-05	-0.014978   	-1.91461e-05	-0.000461268	-9.65093e-06	-0.0330956  	0.000123806 	-7.6017e-06 	-0.000441746	-0.000147066	-0.000573862	-0.00963895 	6.98333e-06 	2.57025e-05 	-1.09648e-05	-0.0129047  	-1.12345e-05	-0.000289607	-0.00021507 	0.000421366 	-0.0183119  	1.23553e-06 	-0.00035828 	-0.000577854	-0.0179072  	-1.81404e-05	-7.75586e-06	-0.000103696	1.02188e-05 	-1.64071e-05	-0.000504975	-0.000418404	-7.37515e-06	-0.000302978	7.8397e-05  	-0.000712763	-1.22242e-05	-0.0258465  	-0.000452265	-0.000497074	-8.40842e-06	-0.000984098	-0.00015664 	-0.000163523
7.515 	1.47646e-06 	-0.000135805	-0.00215188 	-0.0286793  	-1.47377e-05	-0.000992238	-0.000863244	0.000967441 	-2.64555e-06	2.43307e-06 	-0.0329418  	-0.000255481	-0.000948757	-0.032799   	1.62408e-05 	-5.17181e-06	-1.16185e-05	-0.000443009	0.000334466 	1.96609e-06 	-0.000100702	6.20564e-05 	-0.0356468  	-0.0177153  	-0.000925448	-0.0417822  	-0.00101996 	-0.000271622	-2.3555e-05 	-0.0161312  	-1.85478e-05	-0.000487847	-1.24253e-05	-0.033644   	0.000113144 	-8.44212e-06	-0.00045965 	-0.000201244	-0.000636902	-0.00929244 	-5.68308e-05	1.11913e-05 	-9.32686e-06	-0.0156254  	-1.25639e-05	-0.000249116	-0.000253914	0.000399752 	-0.017959   	-2.72732e-08	-0.000364507	-0.000629152	-0.0189913  	-1.92432e-05	-9.22935e-06	-0.000216848	1.10586e-05 	-1.57175e-05	-0.00052492 	-0.000383303	-6.48884e-06	-0.000272147	0.000130695 	-0.00068709 	-1.1178e-05 	-0.028771   	-0.000380453	-0.000572886	-8.40632e-06	-0.000993736	-0.000188902	-0.000229861
7.525 	2.83186e-06 	-0.000206984	-0.00593153 	-0.0320387  	-1.33141e-05	-0.00101433 	-0.000906886	0.000937417 	-2.10103e-05	3.92336e-06 	-0.0345089  	-0.000200003	-0.000974217	-0.0361302  	2.00735e-05 	-4.76458e-06	-9.72062e-06	-0.000448231	0.000293903 	2.17758e-06 	-4.38126e-05	4.1251e-05  	-0.0349578  	-0.0164331  	-0.000892453	-0.0415368  	-0.00096461 	-0.00037147 	-2.3134e-05 	-0.0169343  	-1.7627e-05 	-0.000507726	-1.48161e-05	-0.0335462  	0.000105802 	-8.9349e-06 	-0.000472045	-0.000246235	-0.000688441	-0.00870907 	-0.00011302 	4.78871e-06 	-7.6245e-06 	-0.0180496  	-1.35792e-05	-0.000210607	-0.000291714	0.000376012 	-0.017265   	-1.12169e-06	-0.000359192	-0.000669267	-0.0196949  	-1.98531e-05	-1.03049e-05	-0.000323573	1.1724e-05  	-1.47791e-05	-0.000530664	-0.000345419	-5.48121e-06	-0.000235058	0.000187346 	-0.000658871	-9.95558e-06	-0.0308153  	-0.000305685	-0.000635607	-8.29426e-06	-0.000992965	-0.000209475	-0.000288245
7.535 	4.20133e-06 	-0.000283015	-0.0095771  	-0.0347343  	-1.18042e-05	-0.00101595 	-0.000937046	0.000900593 	-2.92091e-05	5.33938e-06 	-0.0357206  	-0.000130757	-0.000982387	-0.0386124  	3.08044e-05 	-4.03667e-06	-7.5892e-06 	-0.000443694	0.000249014 	2.29271e-06 	1.59689e-05 	1.76886e-05 	-0.0339479  	-0.0150177  	-0.000846574	-0.0408992  	-0.000897106	-0.000463378	-2.22293e-05	-0.01742    	-1.6385e-05 	-0.000520214	-1.67515e-05	-0.0327737  	0.00010205  	-9.05977e-06	-0.0004791  	-0.000280553	-0.000727844	-0.00787346 	-0.000160429	7.44684e-06 	-5.89402e-06	-0.0200805  	-1.42419e-05	-0.00017468 	-0.000327978	0.00035067  	-0.0162492  	-2.00731e-06	-0.000342693	-0.00069662 	-0.0199842  	-1.99333e-05	-1.09557e-05	-0.000421162	1.22018e-05 	-1.35918e-05	-0.00052193 	-0.000305751	-4.35519e-06	-0.000192649	0.000246562 	-0.00062897 	-8.55232e-06	-0.0319018  	-0.00022978 	-0.000683969	-8.0712e-06 	-0.000981817	-0.000217094	-0.000336561
7.545 	5.55285e-06 	-0.000361605	-0.013013   	-0.0366981  	-1.02077e-05	-0.000996367	-0.000953555	0.000857272 	-2.64536e-05	6.64741e-06 	-0.0365669  	-4.94538e-05	-0.000972531	-0.0401851  	4.82686e-05 	-3.00178e-06	-5.28097e-06	-0.000429484	0.000201279 	2.34196e-06 	7.72033e-05 	-7.68475e-06	-0.0326197  	-0.0134997  	-0.000788969	-0.0398878  	-0.000818717	-0.000545328	-2.08399e-05	-0.0176316  	-1.48329e-05	-0.000524992	-1.81762e-05	-0.0313219  	0.000101986 	-8.80886e-06	-0.000481169	-0.000303074	-0.000754921	-0.00678462 	-0.000198364	1.97593e-05 	-4.17126e-06	-0.0216376  	-1.45249e-05	-0.000141916	-0.000362307	0.000324194 	-0.0149439  	-2.65306e-06	-0.000315704	-0.000709948	-0.0198423  	-1.94674e-05	-1.11704e-05	-0.000507293	1.24849e-05 	-1.21629e-05	-0.00049894 	-0.000265398	-3.11874e-06	-0.000146139	0.000306403 	-0.000598273	-6.9708e-06 	-0.031992   	-0.000154513	-0.000717151	-7.73873e-06	-0.000960622	-0.000211022	-0.000373248
7.555 	6.85432e-06 	-0.000440401	-0.0161707  	-0.0378868  	-8.52656e-06	-0.000955583	-0.000956735	0.000807772 	-1.24566e-05	7.81664e-06 	-0.0370482  	4.17808e-05 	-0.000944489	-0.0408236  	7.19818e-05 	-1.6858e-06 	-2.85751e-06	-0.000406105	0.000152172 	2.35614e-06 	0.000138357 	-3.39368e-05	-0.03099    	-0.0119155  	-0.000721077	-0.0385332  	-0.00073101 	-0.000615671	-1.89809e-05	-0.0176211  	-1.2991e-05 	-0.000522112	-1.90525e-05	-0.0292102  	0.000105532 	-8.1869e-06 	-0.000478769	-0.000313068	-0.000769923	-0.00545589 	-0.000226604	4.19411e-05 	-2.49058e-06	-0.02266    	-1.44128e-05	-0.000112869	-0.000394391	0.000296978 	-0.0133926  	-3.03796e-06	-0.000279245	-0.000708351	-0.0192705  	-1.84589e-05	-1.09531e-05	-0.00058009 	1.25721e-05 	-1.05075e-05	-0.000462408	-0.000225522	-1.78459e-06	-9.69793e-05	0.000364849 	-0.000567658	-5.22076e-06	-0.0310874  	-8.15663e-05	-0.000734802	-7.30086e-06	-0.000929996	-0.000191068	-0.00039734 
7.565 	8.07444e-06 	-0.000517064	-0.0189912  	-0.0382832  	-6.76541e-06	-0.000894308	-0.000947365	0.000752432 	1.25644e-05 	8.81995e-06 	-0.037175   	0.000140479 	-0.000898683	-0.0405397  	0.000101165 	-1.25578e-07	-3.83285e-07	-0.000374462	0.000103123 	2.36524e-06 	0.000197851 	-6.0176e-05 	-0.0290896  	-0.0103059  	-0.000644574	-0.0368763  	-0.000635806	-0.000673171	-1.66827e-05	-0.0174465  	-1.08885e-05	-0.000511979	-1.93614e-05	-0.026482   	0.000112449 	-7.211e-06  	-0.000472542	-0.000310206	-0.000773511	-0.00391438 	-0.000245398	7.38226e-05 	-8.83895e-07	-0.0231081  	-1.39022e-05	-8.80593e-05	-0.000423993	0.000269339 	-0.0116486  	-3.15148e-06	-0.000234625	-0.000691322	-0.0182876  	-1.69318e-05	-1.03224e-05	-0.000638176	1.24683e-05 	-8.64785e-06	-0.000413512	-0.000187308	-3.69976e-07	-4.68043e-05	0.000419869 	-0.000537963	-3.31893e-06	-0.0292292  	-1.24841e-05	-0.000737042	-6.76386e-06	-0.000890824	-0.000157586	-0.000408491
7.575 	9.18361e-06 	-0.000589343	-0.0214257  	-0.0378962  	-4.93147e-06	-0.000813948	-0.00092665 	0.000691622 	4.79041e-05 	9.63462e-06 	-0.0369677  	0.000243914 	-0.000836108	-0.0393804  	0.000134779 	1.63258e-06 	2.0764e-06  	-0.000335822	5.54698e-05 	2.39725e-06 	0.000254113 	-8.55743e-05	-0.0269623  	-0.00871488 	-0.000561327	-0.0349675  	-0.000535145	-0.000717021	-1.39896e-05	-0.0171694  	-8.56276e-06	-0.000495327	-1.91026e-05	-0.023203   	0.00012235  	-5.90991e-06	-0.000463215	-0.000294559	-0.000766718	-0.00219978 	-0.000255434	0.000114856 	6.20146e-07 	-0.0229643  	-1.30017e-05	-6.79621e-05	-0.000450943	0.000241519 	-0.009773   	-2.99352e-06	-0.000183407	-0.000658778	-0.0169292  	-1.49285e-05	-9.31076e-06	-0.000680699	1.21838e-05 	-6.61275e-06	-0.000353844	-0.000151914	1.10394e-06 	2.63937e-06 	0.000469493 	-0.000509959	-1.28847e-06	-0.026497   	5.1371e-05  	-0.000724451	-6.13597e-06	-0.000844235	-0.000111456	-0.000406968
7.585 	1.01548e-05 	-0.000655142	-0.0234372  	-0.0367603  	-3.03454e-06	-0.000716557	-0.000896153	0.000625749 	9.24056e-05 	1.0243e-05  	-0.0364555  	0.000349198 	-0.000758296	-0.0374253  	0.000171573 	3.53476e-06 	4.45737e-06 	-0.000291765	1.04281e-05 	2.47715e-06 	0.000305626 	-0.000109388	-0.0246633  	-0.00718738 	-0.000473334	-0.0328642  	-0.00043123 	-0.000746858	-1.09584e-05	-0.0168524  	-6.05768e-06	-0.000473172	-1.82943e-05	-0.0194589  	0.000134724 	-4.32302e-06	-0.000451561	-0.000266589	-0.000750893	-0.000362618	-0.000257798	0.000164138 	1.99696e-06 	-0.0222339  	-1.17312e-05	-5.29933e-05	-0.000475119	0.000213686 	-0.00783246 	-2.57402e-06	-0.000127357	-0.000611064	-0.0152458  	-1.25087e-05	-7.96265e-06	-0.000707346	1.17342e-05 	-4.43682e-06	-0.000285349	-0.000120434	2.61277e-06 	4.9561e-05  	0.000511882 	-0.000484316	8.41752e-07 	-0.0230047  	0.00010885  	-0.00069804 	-5.42707e-06	-0.000791558	-5.40422e-05	-0.000393622
7.595 	1.09644e-05 	-0.000712587	-0.025001   	-0.0349348  	-1.0868e-06 	-0.000604762	-0.000857733	0.000555269 	0.000144514 	1.06328e-05 	-0.0356755  	0.000453375 	-0.000667272	-0.0347831  	0.000210136 	5.52157e-06 	6.69859e-06 	-0.000244119	-3.09414e-05	2.62607e-06 	0.00035098  	-0.000130974	-0.0222572  	-0.00576739 	-0.000382669	-0.030629   	-0.000326371	-0.000762748	-7.6565e-06 	-0.0165557  	-3.42273e-06	-0.000446756	-1.69721e-05	-0.0153527  	0.000148962 	-2.49883e-06	-0.000438356	-0.000227118	-0.000727635	0.00153788  	-0.000253917	0.00022044  	3.2266e-06  	-0.0209441  	-1.01214e-05	-4.34975e-05	-0.000496436	0.000185945 	-0.0058965  	-1.91222e-06	-6.83859e-05	-0.000548955	-0.0133012  	-9.74666e-06	-6.33287e-06	-0.000718326	1.11398e-05 	-2.15939e-06	-0.000210253	-9.38476e-05	4.12971e-06 	9.21995e-05 	0.000545395 	-0.000461584	3.03814e-06 	-0.0188962  	0.000159046 	-0.000659206	-4.64829e-06	-0.000734285	1.28672e-05 	-0.000369829
7.605 	1.15928e-05 	-0.000760079	-0.0261049  	-0.0325004  	8.97428e-07 	-0.000481672	-0.000813464	0.000480697 	0.000202347 	1.07975e-05 	-0.0346711  	0.000553525 	-0.000565484	-0.0315867  	0.000248961 	7.53047e-06 	8.74398e-06 	-0.000194884	-6.7753e-05 	2.86056e-06 	0.000388916 	-0.000149802	-0.0198153  	-0.00449598 	-0.000291415	-0.0283275  	-0.000222926	-0.000765171	-4.15906e-06	-0.0163349  	-7.11273e-07	-0.000417484	-1.5187e-05 	-0.0110011  	0.000164385 	-4.93232e-07	-0.000424343	-0.000177298	-0.000698718	0.00343632  	-0.000245486	0.000282252 	4.29425e-06 	-0.0191426  	-8.21197e-06	-3.97331e-05	-0.000514826	0.000158352 	-0.00403501 	-1.03561e-06	-8.4933e-06 	-0.000473634	-0.0111693  	-6.7284e-06 	-4.48414e-06	-0.00071435 	1.04244e-05 	1.76587e-07 	-0.000130972	-7.29851e-05	5.62648e-06 	0.000128897 	0.000568645 	-0.000442173	5.26351e-06 	-0.0143397  	0.000201308 	-0.000609679	-3.81171e-06	-0.000674018	8.71306e-05 	-0.000337414
7.615 	1.2025e-05  	-0.000796337	-0.0267492  	-0.029557   	2.90202e-06 	-0.000350769	-0.000765545	0.000402616 	0.000263775 	1.07366e-05 	-0.0334906  	0.000646862 	-0.000455729	-0.0279872  	0.000286504 	9.49811e-06 	1.05441e-05 	-0.000146154	-9.93117e-05	3.19214e-06 	0.00041837  	-0.000165462	-0.0174128  	-0.00340939 	-0.000201609	-0.0260252  	-0.000123236	-0.000754984	-5.46997e-07	-0.0162383  	2.0211e-06  	-0.000386852	-1.30039e-05	-0.00653039 	0.000180278 	1.63252e-06 	-0.00041019 	-0.000118562	-0.000666013	0.00526393  	-0.000234387	0.000347839 	5.19049e-06 	-0.0168952  	-6.05105e-06	-4.18588e-05	-0.000530231	0.000130932 	-0.00231553 	2.14167e-08 	5.03006e-05 	-0.00038667 	-0.0089314  	-3.54821e-06	-2.48476e-06	-0.000696579	9.615e-06   	2.52589e-06 	-5.00256e-05	-5.84915e-05	7.07431e-06 	0.000158169 	0.000580553 	-0.000426332	7.4784e-06  	-0.00952081 	0.000235256 	-0.000551457	-2.92989e-06	-0.000612419	0.00016634  	-0.000298563
7.625 	1.22511e-05 	-0.000820441	-0.0269463  	-0.0262198  	4.90943e-06 	-0.000215787	-0.000716215	0.000321686 	0.000326509 	1.04552e-05 	-0.0321848  	0.000730826 	-0.000341055	-0.0241481  	0.000321254 	1.13627e-05 	1.20575e-05 	-0.000100028	-0.00012512 	3.62704e-06 	0.000438503 	-0.000177673	-0.0151256  	-0.00253735 	-0.000115182	-0.0237857  	-2.95583e-05	-0.000733377	3.09596e-06 	-0.0163049  	4.7183e-06  	-0.000356374	-1.04985e-05	-0.0020722  	0.00019592  	3.81398e-06 	-0.000396461	-5.25728e-05	-0.000631406	0.00695146  	-0.000222605	0.000415297 	5.91142e-06 	-0.0142833  	-3.69295e-06	-4.99207e-05	-0.000542587	0.000103692 	-0.000800746	1.21903e-06 	0.000106019 	-0.000289969	-0.00667272 	-3.05243e-07	-4.05939e-07	-0.00066657 	8.74053e-06 	4.8423e-06  	3.00608e-05 	-5.07988e-05	8.44499e-06 	0.00017877  	0.000580381 	-0.000414149	9.64243e-06 	-0.00463527 	0.000260776 	-0.000486726	-2.01549e-06	-0.00055115 	0.000247915 	-0.000255706
7.635 	1.22664e-05 	-0.000831847	-0.0267194  	-0.0226146  	6.90117e-06 	-8.05803e-05	-0.000667662	0.000238646 	0.000388202 	9.96435e-06 	-0.030806   	0.000803168 	-0.00022467 	-0.0202378  	0.000351793 	1.30665e-05 	1.32522e-05 	-5.85288e-05	-0.000144876	4.16611e-06 	0.000448732 	-0.000186276	-0.0130268  	-0.00190151 	-3.39037e-05	-0.0216678  	5.59947e-05 	-0.000701818	6.68589e-06 	-0.016562   	7.32544e-06 	-0.000327504	-7.75475e-06	0.00224109  	0.00021062  	5.98574e-06 	-0.000383588	1.8834e-05  	-0.000596717	0.0084322   	-0.000212132	0.000482621 	6.45861e-06 	-0.0114005  	-1.19666e-06	-6.38413e-05	-0.000551816	7.6644e-05  	0.000453907 	2.51367e-06 	0.00015679  	-0.000185726	-0.00447908 	2.90022e-06 	1.68081e-06 	-0.000626198	7.83094e-06 	7.07997e-06 	0.000106847 	-5.01046e-05	9.71185e-06 	0.000189746 	0.000567767 	-0.00040554 	1.17157e-05 	0.000118686 	0.000278016 	-0.00041779 	-1.08097e-06	-0.000491823	0.0003292   	-0.000211411
7.645 	1.20718e-05 	-0.000830404	-0.0261019  	-0.0188738  	8.85823e-06 	5.10123e-05 	-0.000621936	0.00015432  	0.000446538 	9.28016e-06 	-0.0294052  	0.000862019 	-0.000109836	-0.016423   	0.000376856 	1.45575e-05 	1.41061e-05 	-2.35148e-05	-0.000158473	4.80504e-06 	0.000448744 	-0.000191239	-0.0111838  	-0.00151435 	4.06606e-05 	-0.0197233  	0.000131516 	-0.00066199 	1.01413e-05 	-0.0170248  	9.79053e-06 	-0.000301571	-4.86177e-06	0.00628086  	0.000223742 	8.08372e-06 	-0.000371857	9.37119e-05 	-0.000563628	0.00964482  	-0.000204885	0.00054777  	6.8389e-06  	-0.00834827 	1.37608e-06 	-8.34107e-05	-0.000557824	4.98227e-05 	0.00140231  	3.85977e-06 	0.000200911 	-7.63635e-05	-0.00243343 	5.97043e-06 	3.70624e-06 	-0.000577581	6.91626e-06 	9.19478e-06 	0.000178066 	-5.63609e-05	1.08507e-05 	0.000190486 	0.000542732 	-0.000400256	1.36602e-05 	0.00454809  	0.000287372 	-0.000346983	-1.3821e-07 	-0.000435941	0.000407567 	-0.000168257
7.655 	1.16735e-05 	-0.000816347	-0.0251356  	-0.0151316  	1.07616e-05 	0.000175298 	-0.000580872	6.96114e-05 	0.00049933  	8.42366e-06 	-0.0280306  	0.000905955 	2.35668e-07 	-0.0128621  	0.000395383 	1.57918e-05 	1.46079e-05 	3.3935e-06  	-0.000165978	5.53467e-06 	0.000438512 	-0.000192644	-0.00965519 	-0.00137837 	0.000107195 	-0.0179953  	0.000195359 	-0.000615727	1.33858e-05 	-0.0176948  	1.2066e-05  	-0.000279708	-1.91053e-06	0.00992667  	0.000234734 	1.00473e-05 	-0.000361388	0.000170067 	-0.000533614	0.010536    	-0.000202615	0.000608737 	7.06397e-06 	-0.00523257 	3.9627e-06  	-0.000108282	-0.000560495	2.32999e-05 	0.00200943  	5.21152e-06 	0.000236897 	3.55412e-05 	-0.000612498	8.81368e-06 	5.60577e-06 	-0.000522988	6.02555e-06 	1.11456e-05 	0.00024171  	-6.92699e-05	1.18408e-05 	0.000180747 	0.000505684 	-0.000397888	1.54409e-05 	0.00847274  	0.000289461 	-0.000276595	8.01775e-07 	-0.000384854	0.000480508 	-0.000128718
7.665 	1.10833e-05 	-0.000790289	-0.0238691  	-0.011519   	1.25928e-05 	0.000288859 	-0.000546019	-1.45004e-05	0.000544603 	7.4201e-06  	-0.0267258  	0.000934032 	0.000102484 	-0.00969835 	0.000406563 	1.6735e-05  	1.4757e-05  	2.08823e-05 	-0.000167619	6.34155e-06 	0.00041829  	-0.000190684	-0.00848809 	-0.00148573 	0.00016466  	-0.016516   	0.000246186 	-0.000564941	1.63499e-05 	-0.0185599  	1.41102e-05 	-0.000262801	1.00916e-06 	0.0130703   	0.00024315  	1.18215e-05 	-0.00035214 	0.000245918 	-0.000507884	0.0110629   	-0.000206835	0.000663614 	7.14985e-06 	-0.0021593  	6.50168e-06 	-0.000137968	-0.000559698	-2.80067e-06	0.00225257  	6.52455e-06 	0.000263532 	0.000147328 	0.000916159 	1.13475e-05 	7.32168e-06 	-0.000464749	5.18608e-06 	1.28953e-05 	0.000296094 	-8.82908e-05	1.26655e-05 	0.000160675 	0.000457402 	-0.000397887	1.70275e-05 	0.0117322   	0.000285097 	-0.000208794	1.72904e-06 	-0.00033971 	0.000545727 	-9.50534e-05
7.675 	1.03173e-05 	-0.000753186	-0.0223564  	-0.00815953 	1.4334e-05  	0.000388666 	-0.000518586	-9.69709e-05	0.000580676 	6.29819e-06 	-0.0255284  	0.000945818 	0.000194095 	-0.00705439 	0.000409863 	1.73631e-05 	1.45635e-05 	2.80003e-05 	-0.000163762	7.20865e-06 	0.000388604 	-0.000185647	-0.00771567 	-0.00181836 	0.000212319 	-0.015306   	0.000283006 	-0.000511558	1.89738e-05 	-0.0195949  	1.58882e-05 	-0.000251439	3.81175e-06 	0.0156195   	0.000248669 	1.33584e-05 	-0.00034391 	0.000319359 	-0.000487344	0.011195    	-0.000218751	0.000710656 	7.11624e-06 	0.000769617 	8.93433e-06 	-0.000171848	-0.00055529 	-2.82927e-05	0.00212229  	7.75751e-06 	0.000279904 	0.000256331 	0.00209685  	1.35015e-05 	8.805e-06   	-0.000405172	4.42248e-06 	1.44121e-05 	0.000339916 	-0.000112655	1.33128e-05 	0.000130808 	0.000399012 	-0.000399578	1.83947e-05 	0.0141917   	0.000275257 	-0.000145556	2.63492e-06 	-0.000301421	0.000601224 	-6.9201e-05 
7.685 	9.39667e-06 	-0.000706311	-0.0206546  	-0.00516503 	1.59692e-05 	0.000472182 	-0.000499396	-0.000176705	0.000606221 	5.08931e-06 	-0.0244683  	0.000941394 	0.000272585 	-0.00502745 	0.000405057 	1.76637e-05 	1.40478e-05 	2.42007e-05 	-0.000154887	8.11612e-06 	0.000350237 	-0.000177907	-0.0073556  	-0.00234849 	0.000249744 	-0.0143735  	0.000305205 	-0.000457448	2.1208e-05  	-0.0207623  	1.73731e-05 	-0.000245889	6.41867e-06 	0.0175008   	0.000251102 	1.46191e-05 	-0.000336352	0.000388613 	-0.000472556	0.0109156   	-0.00023921 	0.00074833  	6.98576e-06 	0.00346012  	1.12065e-05 	-0.000209171	-0.000547126	-5.2922e-05 	0.00162272  	8.87351e-06 	0.000285434 	0.000359959 	0.00288789  	1.52196e-05 	1.0017e-05  	-0.00034645 	3.75603e-06 	1.56701e-05 	0.000372296 	-0.000141388	1.37759e-05 	9.2062e-05  	0.000331947 	-0.00040219 	1.95236e-05 	0.0157478   	0.000261042 	-8.86079e-05	3.5121e-06  	-0.000270635	0.000645356 	-5.26958e-05
