q      	H_200-H_21   	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	C_100-H_19   	H_200-H_16   	C_100-C_3    	H_100-C_14   	H_200-Br_23  	C_100-C_13   	C_100-H_15   	H_100-C_1    	H_200-H_22   	H_100-N_7    	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_2    	H_200-C_12   	C_100-C_5    	H_200-C_3    	C_100-Br_23  	H_100-Br_23  	C_100-C_10   	H_100-C_13   	H_100-C_2    	C_100-C_2    	H_100-N_8    	H_200-C_5    	H_100-H_17   	H_200-H_15   	H_200-Br_24  	C_100-H_22   	H_200-N_7    	H_200-C_11   	C_100-H_17   	C_100-C_1    	H_200-C_1    	C_100-Br_24  	C_100-N_7    	C_100-C_14   	H_100-C_12   	C_100-H_21   	H_200-N_8    	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	C_100-C_11   	H_100-H_16   	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	C_100-N_8    	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-Br_24  	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	C_100-H_18  
5.895 	-3.92391e-05	-0.12662    	7.77218e-05 	0.00109515  	-0.000392475	0.00530865  	9.44234e-06 	-0.0836762  	0.00067748  	0.0213164   	-0.0521582  	0.006014    	0.00296829  	-3.57199e-05	-0.00414423 	0.00202207  	0.00639263  	0.000121593 	-0.000325267	-0.00146589 	-0.138946   	0.000314116 	-2.6893     	0.0340494   	-0.124959   	0.00039287  	0.000186315 	-0.0652678  	-0.000802271	-0.00016029 	2.39401e-05 	-1.40322e-06	0.036923    	0.00625491  	-0.000618529	-0.00139063 	0.00586362  	0.0372044   	0.00116868  	-2.44319    	-0.0145798  	-0.11826    	0.00129716  	0.00369838  	-0.000533409	-0.0977961  	9.61716e-05 	0.00146067  	-0.000747141	-0.149688   	-5.45936e-05	-0.00045358 	-0.0712906  	1.25973e-05 	-5.11351e-05	-0.000289671	3.65182e-05 	2.46664e-05 	-0.00716182 	0.00200074  	9.23347e-05 	-0.000716465	6.61227e-05 	-0.00107485 	0.0310141   	0.000128818 	-0.00460166 	0.00656397  	-9.86054e-05	5.75562e-05 	0.00155204  	0.00829728  
5.905 	-5.53446e-05	-0.1278     	6.69606e-05 	0.00112103  	-0.000503488	0.00509751  	2.73367e-06 	-0.0825506  	0.000812233 	0.0187312   	-0.0538586  	0.00583708  	0.00278996  	-3.34478e-05	-0.00434119 	0.00214007  	0.00583425  	9.82464e-05 	-0.000334907	-0.00166017 	-0.140551   	0.000142962 	-2.68246    	0.0354568   	-0.121877   	0.000474757 	0.000250596 	-0.0656871  	-0.000946876	-0.000322306	-6.69185e-07	-8.25683e-06	0.0310607   	0.0059917   	-0.000726787	-0.0011145  	0.00544491  	0.0382139   	0.00127557  	-2.45231    	-0.0168801  	-0.130888   	0.000819965 	0.00336295  	-0.000603728	-0.0921712  	7.6256e-05  	0.00138755  	-0.00101989 	-0.148317   	-7.44538e-05	-0.000881868	-0.0698556  	9.68516e-06 	-5.96761e-05	-0.000172624	3.25637e-05 	2.57717e-05 	-0.0161449  	0.00190335  	7.39597e-05 	-0.000913022	-3.37774e-05	-0.00108996 	0.0344724   	0.000120148 	-0.00165595 	0.00672325  	-0.000343826	4.69523e-05 	0.00162387  	0.00858691  
5.915 	-6.97239e-05	-0.127204   	5.71593e-05 	0.00114664  	-0.000605103	0.0049051   	-3.32021e-06	-0.0813817  	0.000952978 	0.0159053   	-0.0555901  	0.00565567  	0.0025885   	-3.06027e-05	-0.00450955 	0.00227526  	0.0052916   	7.4847e-05  	-0.000318606	-0.0018277  	-0.14079    	-4.52715e-06	-2.66868    	0.0366336   	-0.118525   	0.000571832 	0.000336532 	-0.0663006  	-0.00111178 	-0.000438857	-2.56662e-05	-1.5155e-05 	0.0250956   	0.00574465  	-0.000806481	-0.00081565 	0.00501889  	0.0382674   	0.0013513   	-2.46091    	-0.0193763  	-0.142722   	0.0003321   	0.00305679  	-0.000672686	-0.0867158  	5.69847e-05 	0.0013088   	-0.0012699  	-0.145672   	-9.23653e-05	-0.00126507 	-0.0686324  	7.4979e-06  	-6.66599e-05	-5.01662e-05	2.70944e-05 	2.72862e-05 	-0.0251379  	0.00180151  	5.48927e-05 	-0.0010747  	-0.000128904	-0.00108782 	0.0376395   	0.000111541 	0.00161445  	0.00685463  	-0.000575092	3.72944e-05 	0.00167688  	0.00883937  
5.925 	-8.21339e-05	-0.124682   	4.83768e-05 	0.00116989  	-0.00068986 	0.00474078  	-8.58218e-06	-0.0801032  	0.00109885  	0.0129469   	-0.0571619  	0.00547834  	0.00237156  	-2.71939e-05	-0.00464174 	0.002427    	0.00477563  	5.21198e-05 	-0.0002776  	-0.00196301 	-0.139564   	-0.000126242	-2.64463    	0.0376376   	-0.114931   	0.000683428 	0.000443671 	-0.0669395  	-0.00128254 	-0.000507053	-5.0301e-05 	-2.17338e-05	0.0192012   	0.00552951  	-0.000855743	-0.000502742	0.00459694  	0.0374572   	0.00139463  	-2.46491    	-0.0219886  	-0.153242   	-0.000150841	0.00278955  	-0.000734266	-0.0814451  	3.86583e-05 	0.00122616  	-0.00148597 	-0.141716   	-0.000107888	-0.00159322 	-0.0675646  	6.18158e-06 	-7.1704e-05 	7.6484e-05  	2.0249e-05  	2.92484e-05 	-0.0338328  	0.00169661  	3.55995e-05 	-0.00119616 	-0.000214088	-0.00106675 	0.0405346   	0.000103237 	0.00532848  	0.00695084  	-0.000780297	2.89014e-05 	0.0017144   	0.00904756  
5.935 	-9.23956e-05	-0.120156   	4.0631e-05  	0.0011886   	-0.000750869	0.00461242  	-1.29461e-05	-0.0786488  	0.0012487   	0.00996453  	-0.0583939  	0.00531319  	0.00214709  	-2.32476e-05	-0.00473137 	0.00259363  	0.00429567  	3.07326e-05 	-0.000213825	-0.00206171 	-0.136813   	-0.000220765	-2.6073     	0.038526    	-0.111122   	0.000808394 	0.000570799 	-0.0674402  	-0.00144521 	-0.000525624	-7.38553e-05	-2.76494e-05	0.0135411   	0.00536016  	-0.000873931	-0.000184714	0.00418974  	0.0358997   	0.00140545  	-2.4605     	-0.0246361  	-0.16198    	-0.000613766	0.00256932  	-0.000783167	-0.0763758  	2.15407e-05 	0.00114145  	-0.00165809 	-0.136448   	-0.000120669	-0.00185837 	-0.0665943  	5.84617e-06 	-7.44989e-05	0.000205933 	1.22035e-05 	3.1666e-05  	-0.0419376  	0.00159001  	1.65377e-05 	-0.00127325 	-0.000284771	-0.00102551 	0.0431822   	9.54471e-05 	0.0095804   	0.00700557  	-0.000948413	2.20341e-05 	0.00173994  	0.00920554  
5.945 	-0.000100396	-0.113624   	3.3899e-05  	0.00120061  	-0.000782087	0.00452615  	-1.63409e-05	-0.0769542  	0.00140106  	0.00706316  	-0.0591236  	0.00516753  	0.00192301  	-1.88091e-05	-0.00477349 	0.0027725   	0.00385918  	1.12744e-05 	-0.000129852	-0.00212066 	-0.132525   	-0.000287358	-2.55416    	0.0393528   	-0.107128   	0.000945117 	0.000715973 	-0.0676503  	-0.00158693 	-0.000494955	-9.56676e-05	-3.25926e-05	0.00826433  	0.00524797  	-0.000861623	0.00012948  	0.00380679  	0.0337313   	0.00138471  	-2.4442     	-0.0272416  	-0.168538   	-0.00104258 	0.00240235  	-0.00081502 	-0.0715266  	5.85237e-06 	0.00105658  	-0.00177779 	-0.129907   	-0.000130455	-0.00205481 	-0.0656639  	6.55946e-06 	-7.48222e-05	0.000336627 	3.1659e-06  	3.45143e-05 	-0.0491873  	0.00148297  	-1.85642e-06	-0.00130329 	-0.000337182	-0.00096339 	0.0456099   	8.83404e-05 	0.0144343   	0.00701367  	-0.00106989 	1.68851e-05 	0.001757    	0.00930872  
5.955 	-0.000106087	-0.105165   	2.812e-05   	0.00120385  	-0.000778544	0.00448609  	-1.87341e-05	-0.0749603  	0.00155419  	0.00434015  	-0.0592125  	0.00504764  	0.00170694  	-1.39442e-05	-0.0047647  	0.00296001  	0.00347162  	-5.76292e-06	-2.87972e-05	-0.00213804 	-0.126733   	-0.00032594 	-2.48321    	0.0401669   	-0.102974   	0.00109156  	0.000876579 	-0.0674341  	-0.00169637 	-0.000417062	-0.000115155	-3.6301e-05 	0.00350042  	0.0052014   	-0.000820568	0.000431135 	0.00345615  	0.031104    	0.00133431  	-2.4131     	-0.0297355  	-0.1726     	-0.00142463 	0.00229278  	-0.000826548	-0.0669176  	-8.23594e-06	0.000973467 	-0.00183842 	-0.122166   	-0.000137097	-0.00217921 	-0.0647172  	8.34279e-06 	-7.25471e-05	0.000466877 	-6.62993e-06	3.77352e-05 	-0.0553544  	0.00137657  	-1.91809e-05	-0.00128509 	-0.000368478	-0.000880243	0.0478469   	8.20436e-05 	0.0199198   	0.00697127  	-0.00113697 	1.35719e-05 	0.00176895  	0.00935397  
5.965 	-0.000109485	-0.0949309  	2.31992e-05 	0.00119638  	-0.000736536	0.00449429  	-2.01325e-05	-0.072615   	0.00170613  	0.00188212  	-0.0585515  	0.00495843  	0.00150594  	-8.73879e-06	-0.00470335 	0.00315172  	0.0031363   	-1.99976e-05	8.57791e-05 	-0.00211341 	-0.119517   	-0.00033705 	-2.39308    	0.0410105   	-0.0986829  	0.00124531  	0.00104941  	-0.0666772  	-0.00176416 	-0.000295516	-0.000131832	-3.85692e-05	-0.000643424	0.00522561  	-0.00075359 	0.000712044 	0.00314417  	0.02818     	0.00125706  	-2.36486    	-0.032059   	-0.173941   	-0.00174908 	0.00224251  	-0.000815683	-0.0625706  	-2.06063e-05	0.000894012 	-0.00183538 	-0.113333   	-0.000140553	-0.00223066 	-0.063701   	1.1169e-05  	-6.76491e-05	0.000594891 	-1.69311e-05	4.12383e-05 	-0.0602574  	0.00127168  	-3.50786e-05	-0.0012191  	-0.000376843	-0.000776551	0.0499219   	7.66343e-05 	0.0260296   	0.00687595  	-0.00114397 	1.2133e-05  	0.00177882  	0.00933968  
5.975 	-0.000110665	-0.0831475  	1.90125e-05 	0.00117651  	-0.000653759	0.00455061  	-2.05827e-05	-0.0698752  	0.00185471  	-0.000237929	-0.0570643  	0.00490333  	0.00132623  	-3.29821e-06	-0.00458951 	0.00334243  	0.00285446  	-3.11674e-05	0.000209993 	-0.00204777 	-0.110999   	-0.000321791	-2.28312    	0.0419174   	-0.094274   	0.00140366  	0.00123078  	-0.0652902  	-0.00178321 	-0.000135306	-0.000145323	-3.92564e-05	-0.00408507 	0.00532226  	-0.000664466	0.00096473  	0.00287525  	0.0251265   	0.00115644  	-2.29788    	-0.0341672  	-0.172437   	-0.00200721 	0.00225111  	-0.000781625	-0.0585076  	-3.11958e-05	0.000820065 	-0.00176627 	-0.103545   	-0.000140887	-0.00221068 	-0.0625664  	1.49623e-05 	-6.02063e-05	0.000718825 	-2.74727e-05	4.49042e-05 	-0.0637677  	0.00116888  	-4.92466e-05	-0.00110736 	-0.000361539	-0.000653419	0.0518619   	7.21404e-05 	0.0327184   	0.00672679  	-0.00108747 	1.25274e-05 	0.0017892   	0.00926584  
5.985 	-0.000109756	-0.0701018  	1.54134e-05 	0.00114285  	-0.000529395	0.0046528   	-2.01689e-05	-0.0667092  	0.00199762  	-0.00196278 	-0.0547107  	0.00488411  	0.00117302  	2.25571e-06 	-0.00442501 	0.00352638  	0.00262526  	-3.91336e-05	0.000339764 	-0.00194342 	-0.101339   	-0.000281776	-2.15341    	0.0429123   	-0.0897616  	0.00156367  	0.00141661  	-0.0632119  	-0.0017489  	5.73421e-05 	-0.000155375	-3.82907e-05	-0.00676897 	0.00548947  	-0.000557763	0.00118265  	0.00265183  	0.0221104   	0.00103655  	-2.21131    	-0.036031   	-0.168065   	-0.00219271 	0.00231581  	-0.000724846	-0.0547504  	-3.99969e-05	0.000753376 	-0.00163095 	-0.0929642  	-0.000138265	-0.00212306 	-0.0612688  	1.96005e-05 	-5.03975e-05	0.000836829 	-3.79852e-05	4.8589e-05  	-0.0658135  	0.0010685   	-6.14433e-05	-0.00095347 	-0.000322914	-0.000512561	0.0536906   	6.85404e-05 	0.0399035   	0.00652435  	-0.000966393	1.46371e-05 	0.00180217  	0.00913396  
5.995 	-0.000106934	-0.0561344  	1.22398e-05 	0.00109436  	-0.000364134	0.00479658  	-1.901e-05  	-0.0630973  	0.00213248  	-0.0032525  	-0.0514871  	0.00490085  	0.0010503   	7.78798e-06 	-0.00421331 	0.00369744  	0.00244597  	-4.38806e-05	0.000470942 	-0.00180395 	-0.0907353  	-0.000219055	-2.00476    	0.0440102   	-0.085155   	0.00172227  	0.0016026   	-0.0604101  	-0.00165923 	0.000275188 	-0.000161859	-3.56706e-05	-0.00866676 	0.00572192  	-0.000438655	0.00136038  	0.00247432  	0.0192921   	0.000901897 	-2.10507    	-0.037638   	-0.160904   	-0.00230175 	0.00243165  	-0.000647036	-0.0513191  	-4.70554e-05	0.00069555  	-0.00143152 	-0.0817709  	-0.000132945	-0.00197371 	-0.0597697  	2.49194e-05 	-3.84949e-05	0.000947109 	-4.82017e-05	5.21297e-05 	-0.066382   	0.000970547 	-7.14927e-05	-0.000762496	-0.000262366	-0.000356263	0.0554272   	6.57665e-05 	0.0474672   	0.00627074  	-0.000782021	1.82725e-05 	0.00181921  	0.00894696  
6.005 	-0.000102412	-0.0416261  	9.32166e-06 	0.00103042  	-0.000160143	0.00497582  	-1.72548e-05	-0.0590331  	0.0022569   	-0.00408522 	-0.0474263  	0.0049519   	0.000960722 	1.3155e-05  	-0.00395941 	0.00384932  	0.0023122   	-4.55111e-05	0.000599447 	-0.00163402 	-0.0794093  	-0.000136045	-1.83867    	0.0452162   	-0.0804582  	0.00187637  	0.00178433  	-0.056883   	-0.00151482 	0.000510239 	-0.000164774	-3.1464e-05 	-0.0097768  	0.00601101  	-0.000312724	0.00149374  	0.00234117  	0.0168208   	0.000757237 	-1.97983    	-0.0389935  	-0.15113    	-0.00233306 	0.00259163  	-0.000551007	-0.0482304  	-5.24671e-05	0.000648012 	-0.00117222 	-0.07016    	-0.000125265	-0.00177036 	-0.0580361  	3.07185e-05 	-2.48541e-05	0.00104799  	-5.78646e-05	5.53522e-05 	-0.065519   	0.000874782 	-7.92874e-05	-0.000540764	-0.000182259	-0.000187323	0.0570858   	6.37091e-05 	0.0552605   	0.00596946  	-0.000537943	2.31812e-05 	0.00184114  	0.00870912  
6.015 	-9.64325e-05	-0.0269845  	6.48897e-06 	0.000950882 	7.90263e-05 	0.00518283  	-1.50766e-05	-0.0545241  	0.00236858  	-0.00445718 	-0.0425962  	0.005034    	0.000905562 	1.82096e-05 	-0.0036696  	0.00397581  	0.0022181   	-4.42367e-05	0.000721391 	-0.00143924 	-0.067605   	-3.5456e-05 	-1.6573     	0.0465263   	-0.07567    	0.00202291  	0.00195743  	-0.0526579  	-0.0013188  	0.00075403  	-0.000164238	-2.58038e-05	-0.0101229  	0.00634531  	-0.000185743	0.00157989  	0.00224907  	0.0148292   	0.00060743  	-1.83702    	-0.0401189  	-0.139006   	-0.00228793 	0.00278696  	-0.000440539	-0.0454967  	-5.63727e-05	0.000611963 	-0.000859278	-0.0583337  	-0.00011563 	-0.00152224 	-0.0560413  	3.67691e-05 	-9.90023e-06	0.00113798  	-6.67327e-05	5.80782e-05 	-0.0633261  	0.00078072  	-8.47885e-05	-0.000295666	-8.58117e-05	-8.95957e-06	0.0586749   	6.22232e-05 	0.0631087   	0.00562533  	-0.000239886	2.90583e-05 	0.00186818  	0.0084258   
6.025 	-8.92568e-05	-0.0126283  	3.57934e-06 	0.000856071 	0.000348576 	0.00540864  	-1.2666e-05 	-0.0495914  	0.00246537  	-0.00438211 	-0.037096   	0.0051424   	0.000884663 	2.28071e-05 	-0.00335127 	0.00407098  	0.00215674  	-4.03654e-05	0.000833206 	-0.00122591 	-0.0555779  	7.97825e-05 	-1.46338    	0.0479275   	-0.0707847  	0.002159    	0.0021177   	-0.0477901  	-0.00107663 	0.000997923 	-0.000160483	-1.88812e-05	-0.00975209 	0.00671097  	-6.34653e-05	0.00161742  	0.0021931   	0.0134292   	0.000457267 	-1.67868    	-0.0410514  	-0.124872   	-0.00217004 	0.00300741  	-0.0003202  	-0.0431239  	-5.89515e-05	0.000588351 	-0.000500641	-0.0464951  	-0.000104494	-0.00123973 	-0.053765   	4.28227e-05 	5.88796e-06 	0.00121582  	-7.45867e-05	6.0134e-05  	-0.0599559  	0.000687684 	-8.80237e-05	-3.54013e-05	2.30561e-05 	0.000175285 	0.060197    	6.11362e-05 	0.0708176   	0.00524434  	0.000104501 	3.55595e-05 	0.00189992  	0.0081033   
6.035 	-8.11575e-05	0.00102746  	4.45458e-07 	0.000746819 	0.00064265  	0.00564337  	-1.02242e-05	-0.0442694  	0.00254535  	-0.00388988 	-0.0310521  	0.00527101  	0.000896488 	2.68111e-05 	-0.00301258 	0.00412947  	0.00212039  	-3.42854e-05	0.000931746 	-0.00100082 	-0.0435876  	0.000206596 	-1.2601     	0.0493995   	-0.0657924  	0.00228203  	0.00226127  	-0.0423597  	-0.000795832	0.00123341  	-0.000153837	-1.09368e-05	-0.00873177 	0.00709231  	4.85883e-05 	0.00160634  	0.00216706  	0.0127081   	0.00031133  	-1.50743    	-0.0418408  	-0.109134   	-0.00198527 	0.00324167  	-0.000195124	-0.0411108  	-6.04137e-05	0.000577841 	-0.000105692	-0.0348426  	-9.23458e-05	-0.000933963	-0.0511929  	4.86215e-05 	2.19965e-05 	0.00128059  	-8.12349e-05	6.13589e-05 	-0.055605   	0.000594872 	-8.9083e-05 	0.000231313 	0.000139895 	0.000361663 	0.0616489   	6.02566e-05 	0.078181    	0.00483344  	0.000485945 	4.23146e-05 	0.00193541  	0.00774862  
6.045 	-7.24074e-05	0.0135875   	-3.03824e-06	0.000624451 	0.000954552 	0.00587657  	-7.95451e-06	-0.0386046  	0.00260689  	-0.0030246  	-0.024613   	0.00541272  	0.000938203 	3.00996e-05 	-0.0026622  	0.00414667  	0.00210091  	-2.64477e-05	0.00101438  	-0.000770982	-0.0318886  	0.000341832 	-1.051      	0.0509156   	-0.0606805  	0.00238968  	0.00238471  	-0.0364684  	-0.000485632	0.00145239  	-0.000144717	-2.24964e-06	-0.00714619 	0.00747246  	0.000145327 	0.00154804  	0.00216377  	0.0127258   	0.000173856 	-1.32632    	-0.0425475  	-0.0922405  	-0.00174146 	0.00347779  	-7.0781e-05 	-0.0394471  	-6.09917e-05	0.000580793 	0.000315092 	-0.0235636  	-7.96868e-05	-0.000616353	-0.048317   	5.39081e-05 	3.78953e-05 	0.00133169  	-8.65173e-05	6.16128e-05 	-0.0505054  	0.000501418 	-8.81134e-05	0.000495548 	0.00025992  	0.000546345 	0.0630222   	5.93833e-05 	0.0849888   	0.00440035  	0.000893885 	4.89428e-05 	0.00197323  	0.00736917  
6.055 	-6.32719e-05	0.0246908   	-6.96989e-06	0.000490773 	0.001277    	0.00609769  	-6.05488e-06	-0.0326546  	0.00264874  	-0.00184226 	-0.0179432  	0.00555961  	0.00100581  	3.25703e-05 	-0.00230896 	0.00411894  	0.00209009  	-1.73453e-05	0.00107908  	-0.000543389	-0.0207227  	0.000482322 	-0.839811   	0.0524447   	-0.0554345  	0.00248008  	0.00248515  	-0.0302349  	-0.000156553	0.00164748  	-0.000133601	6.87437e-06 	-0.00509251 	0.00783404  	0.000222269 	0.00144527  	0.00217542  	0.013513    	4.86239e-05 	-1.13873    	-0.0432386  	-0.0746741  	-0.00144806 	0.00370357  	4.72763e-05 	-0.0381129  	-6.09318e-05	0.000597247 	0.000750522 	-0.0128302  	-6.70153e-05	-0.00029823 	-0.0451348  	5.84362e-05 	5.30584e-05 	0.00136893  	-9.03091e-05	6.07839e-05 	-0.0449148  	0.000406472 	-8.5311e-05 	0.000748474 	0.000378206 	0.000725551 	0.0643041   	5.83151e-05 	0.0910355   	0.00395331  	0.00131686  	5.50678e-05 	0.00201159  	0.00697256  
6.065 	-5.4001e-05 	0.0340238   	-1.14156e-05	0.00034803  	0.0016024   	0.00629642  	-4.71014e-06	-0.0264862  	0.00267007  	-0.000407923	-0.0112162  	0.00570332  	0.00109431  	3.41462e-05 	-0.00196156 	0.00404378  	0.00208     	-7.49394e-06	0.00112447  	-0.000324773	-0.0103108  	0.000624943 	-0.630362   	0.0539527   	-0.0500395  	0.00255182  	0.00256038  	-0.0237905  	0.000180033 	0.00181223  	-0.000121014	1.61157e-05 	-0.00267655 	0.00815986  	0.000275695 	0.001302    	0.00219395  	0.01507     	-6.11415e-05	-0.948187   	-0.0439847  	-0.0569265  	-0.00111572 	0.00390709  	0.000153656 	-0.0370781  	-6.04841e-05	0.000626917 	0.00118909  	-0.00279378 	-5.48078e-05	9.59022e-06 	-0.0416496  	6.19807e-05 	6.69827e-05 	0.00139254  	-9.25233e-05	5.87948e-05 	-0.0391061  	0.000309272 	-8.09127e-05	0.000981677 	0.000489897 	0.000895679 	0.0654779   	5.68601e-05 	0.0961278   	0.00350085  	0.00174292  	6.0332e-05  	0.00204849  	0.00656634  
6.075 	-4.48228e-05	0.0413326   	-1.64065e-05	0.000198862 	0.0019231   	0.00646307  	-4.08475e-06	-0.0201732  	0.00267053  	0.00120735  	-0.00460771 	0.00583532  	0.00119793  	3.47791e-05 	-0.00162826 	0.00391994  	0.00206333  	2.58921e-06 	0.00114983  	-0.000121368	-0.000846043	0.000766664 	-0.426398   	0.0554043   	-0.0444816  	0.00260398  	0.00260891  	-0.0172733  	0.000512373 	0.00194134  	-0.000107503	2.51539e-05 	-8.49101e-06	0.00843363  	0.000302775 	0.00112329  	0.00221142  	0.0173668   	-0.000152843	-0.758274   	-0.0448559  	-0.0394831  	-0.000755946	0.00407707  	0.000243365 	-0.0363018  	-5.98942e-05	0.000669192 	0.00161937  	0.00641798  	-4.35031e-05	0.000297181 	-0.0378696  	6.43464e-05 	7.92073e-05 	0.00140321  	-9.31121e-05	5.56077e-05 	-0.0333559  	0.000209219 	-7.51864e-05	0.00118745  	0.000590395 	0.00105343  	0.066525    	5.48444e-05 	0.100094    	0.00305154  	0.00216004  	6.44107e-05 	0.0020818   	0.00615774  
6.085 	-3.59382e-05	0.0464323   	-2.19367e-05	4.62317e-05 	0.00223168  	0.00658897  	-4.31636e-06	-0.0137948  	0.00265026  	0.00292964  	0.00171079  	0.00594729  	0.00131036  	3.44535e-05 	-0.00131658 	0.00374756  	0.00203363  	1.24047e-05 	0.00115515  	6.12855e-05 	0.0075117   	0.000904592 	-0.231462   	0.0567651   	-0.0387493  	0.00263623  	0.00263004  	-0.0108235  	0.000828807 	0.00203084  	-9.36195e-05	3.36806e-05 	0.00280146  	0.00864059  	0.000301653 	0.000915123 	0.00222036  	0.0203444   	-0.000224561	-0.572446   	-0.0459181  	-0.0228047  	-0.000380626	0.00420335  	0.000312027 	-0.0357329  	-5.93939e-05	0.000723142 	0.00203039  	0.0147043   	-3.34877e-05	0.000555838 	-0.0338081  	6.53768e-05 	8.93293e-05 	0.00140205  	-9.20673e-05	5.12277e-05 	-0.0279339  	0.000105942 	-6.84214e-05	0.00135906  	0.000675541 	0.00119591  	0.067425    	5.21195e-05 	0.102788    	0.00261373  	0.00255653  	6.70245e-05 	0.00210939  	0.00575347  
6.095 	-2.75169e-05	0.0492139   	-2.79635e-05	-0.00010665 	0.00252122  	0.00666672  	-5.51041e-06	-0.00743254 	0.00260989  	0.00468542  	0.00757919  	0.00603139  	0.00142496  	3.31877e-05 	-0.00103306 	0.00352817  	0.00198559  	2.14888e-05 	0.00114112  	0.000218526 	0.0146409   	0.00103601  	-0.0487588  	0.0580027   	-0.0328353  	0.00264873  	0.00262386  	-0.00457766 	0.00111823  	0.00207821  	-7.98968e-05	4.14113e-05 	0.00564711  	0.00876811  	0.000271508 	0.000684232 	0.00221407  	0.0239166   	-0.000275079	-0.393918   	-0.047229   	-0.00731127 	-1.63538e-06	0.00427722  	0.000356074 	-0.0353104  	-5.91936e-05	0.000787543 	0.00241202  	0.0219927   	-2.50839e-05	0.000778355 	-0.0294827  	6.49598e-05 	9.70185e-05 	0.00139059  	-8.94196e-05	4.57044e-05 	-0.0230918  	-6.46853e-07	-6.09182e-05	0.00149098  	0.00074178  	0.00132075  	0.0681582   	4.85694e-05 	0.104101    	0.00219531  	0.00292145  	6.79492e-05 	0.00212931  	0.00535955  
6.105 	-1.9695e-05 	0.0496484   	-3.44086e-05	-0.00025641 	0.00278549  	0.0066905   	-7.73586e-06	-0.00116858 	0.00255059  	0.00640459  	0.0128545   	0.00608062  	0.00153508  	3.1035e-05  	-0.000783098	0.00326471  	0.0019152   	2.94297e-05 	0.00110905  	0.000346702 	0.0204614   	0.00115841  	0.118955    	0.0590888   	-0.0267372  	0.00264221  	0.00259126  	0.00133605  	0.00137051  	0.00208243  	-6.68306e-05	4.80961e-05 	0.00843006  	0.0088062   	0.000212568 	0.000437868 	0.00218693  	0.0279731   	-0.000303892	-0.22554    	-0.0488353  	0.00663286  	0.00036958  	0.00429176  	0.000372893 	-0.0349648  	-5.94754e-05	0.000860893 	0.00275529  	0.0282402   	-1.85401e-05	0.000959244 	-0.0249156  	6.30334e-05 	0.000102029 	0.00137074  	-8.5237e-05 	3.91323e-05 	-0.0190539  	-0.000110306	-5.29783e-05	0.00157909  	0.000786286 	0.00142615  	0.068706    	4.41149e-05 	0.103962    	0.00180351  	0.00324496  	6.70247e-05 	0.00213986  	0.0049811   
6.115 	-1.25742e-05	0.0477883   	-4.11612e-05	-0.000399615	0.00301919  	0.00665623  	-1.10223e-05	0.00491697  	0.00247399  	0.00802337  	0.0174164   	0.00608901  	0.00163428  	2.80824e-05 	-0.000570716	0.00296147  	0.0018199   	3.58807e-05 	0.00106084  	0.000443276 	0.0249362   	0.0012695   	0.269465    	0.0599999   	-0.0204593  	0.00261789  	0.00253391  	0.00680268  	0.00157689  	0.00204402  	-5.48632e-05	5.35287e-05 	0.0110629   	0.00874792  	0.000126088 	0.000183595 	0.00213462  	0.0323832   	-0.000311181	-0.069698   	-0.0507699  	0.0187308   	0.000722381 	0.0042421   	0.000360949 	-0.0346194  	-6.0387e-05 	0.000941455 	0.00305265  	0.0334328   	-1.40248e-05	0.00109488  	-0.0201325  	5.95879e-05 	0.000104206 	0.00134475  	-7.96224e-05	3.16484e-05 	-0.0160086  	-0.000222444	-4.48949e-05	0.00162079  	0.000807067 	0.00151097  	0.0690522   	3.87175e-05 	0.10234     	0.00144472  	0.00351862  	6.41596e-05 	0.00213974  	0.00462228  
6.125 	-6.22193e-06	0.0437652   	-4.8082e-05 	-0.000532864	0.00321811  	0.0065617   	-1.53585e-05	0.0107481   	0.00238219  	0.00948674  	0.0211712   	0.00605189  	0.00171656  	2.44484e-05 	-0.00039852 	0.00262399  	0.00169859  	4.05701e-05 	0.000998931 	0.00050688  	0.0280714   	0.00136727  	0.401178    	0.0607186   	-0.0140133  	0.00257744  	0.00245421  	0.0117244   	0.00173026  	0.00196497  	-4.43689e-05	5.75533e-05 	0.0134719   	0.00858964  	1.42972e-05 	-7.09352e-05	0.0020543   	0.0370007   	-0.000297785	0.0717739   	-0.0530491  	0.0287627   	0.00104727  	0.0041256   	0.000319841 	-0.0341925  	-6.20377e-05	0.00102729  	0.00329821  	0.0375845   	-1.16232e-05	0.00118358  	-0.0151634  	5.4667e-05  	0.000103494 	0.00131513  	-7.27103e-05	2.34286e-05 	-0.0141011  	-0.000336102	-3.69443e-05	0.0016151   	0.00080303  	0.00157476  	0.0691848   	3.23808e-05 	0.0992536   	0.00112426  	0.00373569  	5.93353e-05 	0.00212808  	0.00428618  
