q      	cage        
7.975 	0.434333    
7.985 	0.526828    
7.995 	0.606434    
8.005 	0.67177     
8.015 	0.722027    
8.025 	0.756988    
8.035 	0.777028    
8.045 	0.783079    
8.055 	0.776584    
8.065 	0.759428    
8.075 	0.733843    
8.085 	0.702315    
8.095 	0.667472    
8.105 	0.631967    
8.115 	0.598367    
8.125 	0.569044    
8.135 	0.546073    
8.145 	0.531149    
8.155 	0.525516    
8.165 	0.529916    
8.175 	0.544563    
8.185 	0.569136    
8.195 	0.602795    
8.205 	0.64422     
8.215 	0.69167     
8.225 	0.743058    
8.235 	0.796042    
8.245 	0.848129    
8.255 	0.896778    
8.265 	0.939511    
8.275 	0.974023    
8.285 	0.99828     
8.295 	1.01061     
8.305 	1.00976     
8.315 	0.995007    
8.325 	0.966118    
8.335 	0.923425    
8.345 	0.867794    
8.355 	0.800601    
8.365 	0.723683    
8.375 	0.639267    
8.385 	0.549891    
8.395 	0.4583      
8.405 	0.367348    
8.415 	0.27988     
8.425 	0.198625    
8.435 	0.126089    
8.445 	0.0644559   
8.455 	0.0155007   
8.465 	-0.0194795  
8.475 	-0.0397181  
8.485 	-0.0450098  
8.495 	-0.0357202  
8.505 	-0.0127724  
8.515 	0.0223876   
8.525 	0.0678464   
8.535 	0.121297    
8.545 	0.180127    
8.555 	0.241521    
8.565 	0.302571    
8.575 	0.360385    
8.585 	0.412204    
8.595 	0.45551     
8.605 	0.488118    
8.615 	0.508271    
8.625 	0.514702    
8.635 	0.506685    
8.645 	0.484068    
8.655 	0.447279    
8.665 	0.397307    
8.675 	0.335671    
8.685 	0.264358    
8.695 	0.185752    
8.705 	0.10254     
8.715 	0.0176096   
8.725 	-0.0660583  
8.735 	-0.145506   
8.745 	-0.21791    
8.755 	-0.280692   
8.765 	-0.331615   
8.775 	-0.36887    
8.785 	-0.391148   
8.795 	-0.397686   
8.805 	-0.388304   
8.815 	-0.363408   
8.825 	-0.323977   
8.835 	-0.271533   
8.845 	-0.208079   
8.855 	-0.136029   
8.865 	-0.05812    
8.875 	0.0226902   
8.885 	0.10333     
8.895 	0.180727    
8.905 	0.25192     
8.915 	0.314166    
8.925 	0.365039    
8.935 	0.40252     
8.945 	0.425061    
8.955 	0.43165     
8.965 	0.421834    
8.975 	0.395738    
8.985 	0.354057    
8.995 	0.298022    
9.005 	0.229357    
9.015 	0.150211    
9.025 	0.0630745   
9.035 	-0.0293096  
9.045 	-0.12405    
9.055 	-0.218211   
9.065 	-0.308919   
9.075 	-0.393465   
9.085 	-0.469398   
9.095 	-0.534612   
9.105 	-0.587415   
9.115 	-0.626583   
9.125 	-0.651394   
9.135 	-0.66165    
9.145 	-0.65767    
9.155 	-0.640268   
9.165 	-0.610716   
9.175 	-0.570683   
9.185 	-0.52217    
9.195 	-0.467422   
9.205 	-0.408844   
9.215 	-0.348903   
9.225 	-0.290036   
9.235 	-0.234557   
9.245 	-0.18457    
9.255 	-0.141896   
9.265 	-0.108008   
9.275 	-0.0839809  
9.285 	-0.0704581  
9.295 	-0.0676375  
9.305 	-0.0752719  
9.315 	-0.0926878  
9.325 	-0.118821   
9.335 	-0.152265   
9.345 	-0.191336   
9.355 	-0.234141   
9.365 	-0.27866    
9.375 	-0.322826   
9.385 	-0.364611   
9.395 	-0.402104   
9.405 	-0.433587   
9.415 	-0.457601   
9.425 	-0.472998   
9.435 	-0.478987   
9.445 	-0.475159   
9.455 	-0.461498   
9.465 	-0.438376   
9.475 	-0.406539   
9.485 	-0.367067   
9.495 	-0.321333   
9.505 	-0.270942   
9.515 	-0.217668   
9.525 	-0.163381   
9.535 	-0.109974   
9.545 	-0.0592873  
9.555 	-0.013039   
9.565 	0.027242    
9.575 	0.0602732   
9.585 	0.0850651   
9.595 	0.100956    
9.605 	0.107637    
9.615 	0.105154    
9.625 	0.0939071   
9.635 	0.0746301   
9.645 	0.0483562   
9.655 	0.0163763   
9.665 	-0.0198138  
9.675 	-0.0585735  
9.685 	-0.0981821  
9.695 	-0.136905   
9.705 	-0.173059   
9.715 	-0.205078   
9.725 	-0.231567   
9.735 	-0.251355   
9.745 	-0.263532   
9.755 	-0.267484   
9.765 	-0.262902   
9.775 	-0.249797   
9.785 	-0.228485   
9.795 	-0.199572   
9.805 	-0.163924   
9.815 	-0.122626   
9.825 	-0.0769371  
9.835 	-0.0282356  
9.845 	0.0220351   
9.855 	0.0724255   
9.865 	0.121535    
9.875 	0.168067    
9.885 	0.210873    
9.895 	0.248996    
9.905 	0.281701    
9.915 	0.308494    
9.925 	0.329137    
9.935 	0.343648    
9.945 	0.352285    
9.955 	0.355534    
9.965 	0.354074    
9.975 	0.34874     
9.985 	0.340485    
9.995 	0.330327    
